course,section,term,year,prereq_text,prereq_codes,prereq_unparseable,schedule,instructors,units
CMPT 405,D100,fall,2021,CMPT 307 with a minimum grade of C-.,CMPT 307,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Valentine Kabanets,3
CMPT 412,D100,fall,2021,"MATH 152 with a minimum grade of C-, and nine units in Computing upper division courses or permission of the instructor.",MATH 152,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Yasutaka Furukawa,3
CMPT 413,E100,fall,2021,"Completion of nine units in Computing Science upper division courses or, in exceptional cases, permission of the instructor.",,True,"[{'days': 'Tu', 'startTime': '17:30', 'endTime': '18:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",Angel Chang,3
CMPT 417,D100,fall,2021,CMPT 225 with a minimum grade of C-.,CMPT 225,False,"[{'days': 'Mo, We, Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Hang Ma,3
CMPT 426,D100,fall,2021,"Students must complete Bridging Online (visit www.sfu.ca/coop/bol for further details) at least two terms before their anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term. Normally, students will have completed a minimum of 45 units by the end of the term of application, CMPT 275 or 276, and have a minimum CGPA of 2.50.",CMPT 275,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
CMPT 427,D200,fall,2021,"CMPT 426, CGPA of 2.50.",CMPT 426,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
CMPT 427,I100,fall,2021,"CMPT 426, CGPA of 2.50.",CMPT 426,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
CMPT 428,D100,fall,2021,"CMPT 427, CGPA of 2.50.",CMPT 427,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
CMPT 431,D100,fall,2021,"CMPT 300, 371, both with a minimum grade of C-.",CMPT 300,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Keval Vora,3
CMPT 441,D100,fall,2021,CMPT 307 with a minimum grade of C-.,CMPT 307,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Kay C Wiese,3
CMPT 450,D100,fall,2021,CMPT 295 with a minimum grade of C-.,CMPT 295,False,"[{'days': 'We', 'startTime': '15:30', 'endTime': '16:50', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '15:30', 'endTime': '16:50', 'campus': 'Burnaby'}]",Alaa Alameldeen;Arrvindh Shriraman,3
CMPT 454,D100,fall,2021,"CMPT 300 and 354, with a minimum grade of C-.",CMPT 300,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Tianzheng Wang,3
CMPT 464,D100,fall,2021,"CMPT 361, MACM 316, both with a minimum grade of C-.",CMPT 361;MACM 316,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Richard Zhang,3
CMPT 469,D100,fall,2021,CMPT 361 with a minimum grade of C-.,CMPT 361,False,"[{'days': 'We', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Sheelagh Carpendale,3
CMPT 470,D100,fall,2021,"(CMPT 275 or CMPT 276) and CMPT 354, with a minimum grade of C-.",CMPT 275;CMPT 276;CMPT 354,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Gregory Baker,3
CMPT 474,D100,fall,2021,CMPT 371 with a minimum grade of C-.,CMPT 371,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Surrey'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Surrey'}]",Ouldooz Baghban Karimi,3
CMPT 475,E100,fall,2021,"CMPT 275 or 276, MACM 201, all with a minimum grade of C- and 15 units of upper division courses. Recommended: Co-op experience.",CMPT 275;MACM 201,False,"[{'days': 'We', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,3
CMPT 479,D100,fall,2021,CMPT 300 with a minimum grade of C-.,CMPT 300,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Keval Vora,3
CMPT 479,D200,fall,2021,CMPT 300 with a minimum grade of C-.,CMPT 300,False,"[{'days': 'Mo', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",Steven Ko,3
ENSC 100W,D100,fall,2021,,,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,3
ENSC 105W,D100,fall,2021,,,False,"[{'days': 'Mo, We, Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",,3
ENSC 120,E100,fall,2021,BC Pre-Calculus 12 and BC Physics 12 (or equivalents).,,False,"[{'days': 'Th', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",,2
ENSC 196,I100,fall,2021,,,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
ENSC 204,D100,fall,2021,,,False,"[{'days': 'We', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,1
ENSC 225,D100,fall,2021,"(ENSC 220 or MSE 250), MATH 232, and (MATH 260 or MATH 310), all with a minimum grade of C-.",ENSC 220;MSE 250;MATH 232;MATH 260;MATH 310,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,4
ENSC 251,D100,fall,2021,"CMPT 128 or CMPT 135 or (CMPT 125 and CMPT 127), all with a minimum grade of C-.",CMPT 128;CMPT 135;CMPT 125;CMPT 127,False,"[{'days': 'Tu, Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4
ENSC 252,D100,fall,2021,"CMPT 128 or CMPT 125 or CMPT 126 or CMPT 135, with a minimum grade of C-. ENSC 252 is a required course for all Engineering Science Majors and Honours Students (no course substitutions are permitted).",CMPT 128;CMPT 125;CMPT 126;CMPT 135;ENSC 252,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
ENSC 316,E100,fall,2021,"MATH 251 and (ENSC 220 or MSE 250), all with a minimum grade of C-.",MATH 251;ENSC 220;MSE 250,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",,3
ENSC 324,D100,fall,2021,"(ENSC 220 or MSE 250), MATH 232, and (MATH 260 or MATH 310), all with a minimum grade of C-.",ENSC 220;MSE 250;MATH 232;MATH 260;MATH 310,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,3
ENSC 351,D100,fall,2021,"(CMPT 128 and ENSC 215 and ENSC 250) or ENSC 254 or (CMPT 225 and (CMPT 250 or CMPT 295)), all with a minimum grade of C- and a minimum of 60 units. ENSC 351 is a required course for all Engineering Science Major and Honours students (no course substitutions are permitted).",CMPT 128;ENSC 215;ENSC 250;ENSC 254;CMPT 225;CMPT 250;CMPT 295;ENSC 351,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
ENSC 370,D100,fall,2021,Completion of at least 25 units of engineering science (ENSC) courses.,,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
ENSC 380,D100,fall,2021,"ENSC 180, ENSC 220 (or MSE 250) and (MATH 260 or MATH 310), all with a minimum grade of C-.",ENSC 180;ENSC 220;MSE 250;MATH 260;MATH 310,False,"[{'days': 'Tu, Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3
ENSC 385,D100,fall,2021,"(PHYS 120 or PHYS 140) and MATH 152, all with a minimum grade of C-.",PHYS 120;PHYS 140;MATH 152,False,"[{'days': 'We, Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
ENSC 395,D100,fall,2021,ENSC 295 or 296 and a minimum of 75 units.,ENSC 295,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
ENSC 395,D200,fall,2021,ENSC 295 or 296 and a minimum of 75 units.,ENSC 295,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
ENSC 395,I100,fall,2021,ENSC 295 or 296 and a minimum of 75 units.,ENSC 295,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
ENSC 424,D100,fall,2021,"ENSC 380 or MSE 280, with a minimum grade of C- and a minimum of 80 units.",ENSC 380;MSE 280,False,"[{'days': 'We, Fr', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,4
ENSC 426,D100,fall,2021,"Completion of 80 units including (ENSC 416 or PHYS 421) and ENSC 325, with a minimum grade of C-.",ENSC 416;PHYS 421;ENSC 325,False,"[{'days': 'Mo, We', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
ENSC 440,D100,fall,2021,ENSC 405W with a minimum grade of C-. Students will be automatically enrolled in ENSC 440 in the term immediately following successful completion of ENSC 405W.,ENSC 405W;ENSC 440,False,"[{'days': 'Fr', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3
ENSC 477,D100,fall,2021,(ENSC 380 or MSE 280) with a minimum grade of C- and a minimum of 80 units.,ENSC 380;MSE 280,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,4
MACM 101,D100,fall,2021,"BC Math 12 (or equivalent), or any of MATH 100, 150, 151, 154, 157.",MATH 100,False,"[{'days': 'Mo', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Andrei Bulatov,3
MACM 101,D200,fall,2021,"BC Math 12 (or equivalent), or any of MATH 100, 150, 151, 154, 157.",MATH 100,False,"[{'days': 'Mo, We, Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Surrey'}]",Harinder Khangura,3
MACM 101,D300,fall,2021,"BC Math 12 (or equivalent), or any of MATH 100, 150, 151, 154, 157.",MATH 100,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",,3
MSE 100,D100,fall,2021,,,False,"[{'days': 'Mo, We, Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Surrey'}]",Krishna Vijayaraghavan,3
MSE 110,D100,fall,2021,,,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Surrey'}, {'days': 'Fr', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Surrey'}]",Mohammad Narimani,3
MSE 220,D100,fall,2021,CHEM 120 or 121; PHYS 140 or 120.,CHEM 120;PHYS 140,False,"[{'days': 'We', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Surrey'}, {'days': 'Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Surrey'}]",Woo Soo Kim,3
MSE 221,D100,fall,2021,"PHYS 140, MATH 152.",PHYS 140;MATH 152,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Surrey'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Surrey'}]",Helen Bailey,4
MSE 250,D100,fall,2021,"PHYS 141 or (PHYS 121 and 131), and MATH 232 and (MATH 260 or MATH 310). (MATH 260 or MATH 310) may be taken concurrently.",PHYS 141;PHYS 121;MATH 232;MATH 260;MATH 310,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Surrey'}, {'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Surrey'}]",Ahmad Rad,4
MSE 310,D100,fall,2021,"MSE 221, MSE 222, MSE 251, MSE 280.",MSE 221;MSE 222;MSE 251;MSE 280,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Surrey'}, {'days': 'Fr', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Surrey'}]",,4
MSE 320,D100,fall,2021,"MSE 100 or ENSC 104, MSE 220 or ENSC 231, MSE 221 or ENSC 281. MSE 100 may be taken concurrently.",MSE 100;ENSC 104;MSE 220;ENSC 231;MSE 221;ENSC 281,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Surrey'}, {'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Surrey'}]",Ramtin Rakhsha,4
MSE 321,D100,fall,2021,"MATH 251, PHYS 140, and MSE 223.",MATH 251;PHYS 140;MSE 223,False,"[{'days': 'Mo', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Surrey'}, {'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Surrey'}]",Shervin Jannesar,4
MSE 352,D100,fall,2021,CMPT 130 and either MSE 251 or ENSC 226.,CMPT 130;MSE 251;ENSC 226,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Surrey'}, {'days': 'We', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Surrey'}]",Mohammad Narimani,4
