course,term,year,prereqs
chem 122,spring,2023,CHEM 120 or 121 with a minimum grade of C-.
chem 125,spring,2023,"Chemistry 12 with a minimum grade of C, or CHEM 109 or CHEM 111 with a minimum grade of C-. Corequisite: CHEM 120."
chem 126,spring,2023,CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.
chem 192,spring,2023,
chem 210,spring,2023,CHEM 122 with a minimum grade of C-.
chem 216,spring,2023,"CHEM 122 and CHEM 126, both with a minimum grade of C-. Corequisite: CHEM 210."
chem 260,spring,2023,"CHEM 122, MATH 152, and PHYS 121, 126 or 141 (or PHYS 102 with a minimum grade of B), all with a minimum grade of C-. Recommended: MATH 232."
chem 266,spring,2023,CHEM 260 with a minimum grade of C-.
chem 281,spring,2023,CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.
chem 282,spring,2023,CHEM 281 with a minimum grade of C-.
chem 283,spring,2023,CHEM 281 with a minimum grade of C-.
chem 284,spring,2023,"CHEM 282 with a minimum of C+, or permission of the Department."
chem 285,spring,2023,"CHEM 120 and CHEM 125, both with a minimum grade of C-, or CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122 and CHEM 280."
chem 286,spring,2023,CHEM 281 with a minimum grade of C-. Corequisite: CHEM 282 or 283.
chem 306,spring,2023,"Completion of 28 units in a science program, including first-year calculus, chemistry and physics. Minimum CGPA 2.67 (or permission of co-op co-ordinator)."
chem 307,spring,2023,CHEM 306 and completion of 42 units toward a BSc degree. Minimum CGPA 2.67 (or permission of co-op co-ordinator).
chem 316,spring,2023,"CHEM 210, 216, and 260, all with a minimum grade of C-, or permission of the department."
chem 332,spring,2023,"CHEM 230, 236W and 260, all with a minimum grade of C-, or permission of the Department."
chem 336,spring,2023,CHEM 236W with a minimum grade of C-. Corequisite: CHEM 332.
chem 360,spring,2023,CHEM 260 with a minimum grade of C-. Recommended: MATH 251.
chem 372,spring,2023,"CHEM 281 and CHEM 360, both with a minimum grade of C-."
chem 381,spring,2023,CHEM 380 with a minimum grade of C-.
chem 406,spring,2023,CHEM 307 and completion of 56 units toward a BSc degree. Minimum CGPA of 2.67 (or permission of co-op co-ordinator).
chem 407,spring,2023,CHEM 406. Minimum CGPA of 2.67 (or permission of co-op co-ordinator).
chem 408,spring,2023,CHEM 407.
chem 432,spring,2023,CHEM 332 with a minimum grade of C-.
chem 440,spring,2023,CHEM 340 with a minimum grade of C-.
chem 449,spring,2023,"CHEM 210, 260, 283 (or 284), and 12 units of upper division CHEM, all with a minimum grade of C-; or permission of the department."
chem 450,spring,2023,"CHEM 360 and 380, both with a minimum grade of C-."
chem 459,spring,2023,"CHEM 380 with a minimum grade of C-, or permission of the instructor."
chem 462,spring,2023,"CHEM 364 or PHYS 385, with a minimum grade of C-."
chem 465,spring,2023,CHEM 360 with a minimum grade of C-.
chem 481,spring,2023,Permission of the Department; knowledge of chemistry at an advanced level. Normally taken after completion of 300-level course requirements.
chem 482,spring,2023,Permission of the Department. Normally taken during the fourth year of study.
chem 483,spring,2023,CHEM 481 and permission of the Department. This course cannot be counted towards the 400-level CHEM unit requirement for the Chemistry Majors program.
chem 484,spring,2023,Permission of the Department; knowledge of chemistry at an advanced level. Normally taken after completion of 300-level course requirements.
chem 740,spring,2023,
chem 750,spring,2023,
chem 759,spring,2023,
chem 802,spring,2023,
chem 832,spring,2023,
chem 849,spring,2023,
chem 862,spring,2023,Enrollment in Chemistry graduate program.
chem 865,spring,2023,
chem 898,spring,2023,
chem 899,spring,2023,
chin 100,spring,2023,
chin 110,spring,2023,CHIN 100 or equivalent.
chin 191,spring,2023,"CHIN 190 or equivalent. This course is for students of Chinese origin who have near native speaking ability in Chinese (Mandarin or other dialects), but limited knowledge of written Chinese."
chin 200,spring,2023,CHIN 110 (or CHIN 101) or equivalent.
chin 210,spring,2023,CHIN 200 or equivalent.
chin 291,spring,2023,"CHIN 290 or equivalent. This course is for students of Chinese origin who have near native speaking ability in Chinese (Mandarin or other dialects), but basic knowledge of written Chinese."
chin 330,spring,2023,CHIN 291 or permission of the instructor.
chin 460,spring,2023,"CHIN 330 or CHIN 390, or equivalent."
cmns 110,spring,2023,
cmns 120w,spring,2023,
cmns 130,spring,2023,
cmns 201w,spring,2023,Nine CMNS units with a minimum grade of C-.
cmns 202,spring,2023,Nine CMNS units with a minimum grade of C-.
cmns 221,spring,2023,Nine CMNS units with a minimum grade of C-.
cmns 230,spring,2023,Nine CMNS units with a minimum grade of C-.
cmns 235,spring,2023,Nine CMNS units with a minimum grade of C-.
cmns 240,spring,2023,Nine CMNS units with a minimum grade of C-.
cmns 253w,spring,2023,Nine CMNS units with a minimum grade of C-.
cmns 258,spring,2023,
cmns 286,spring,2023,Nine CMNS units with a minimum grade of C-.
cmns 304w,spring,2023,"45 units, including one of CMNS 220, 221, 223, 223W, 235, with a minimum grade of C-."
cmns 322,spring,2023,"60 units including CMNS 220, FPA 135, 136 or 137, with a minimum grade of C-."
cmns 325,spring,2023,"60 units including two CMNS, IAT or FPA upper division courses, both with a minimum grade of C-."
cmns 326,spring,2023,"CMNS 226 or 235, with a minimum grade of C-; or permission of the instructor."
cmns 332,spring,2023,"45 units including one of CMNS 220, 221, 223W, or 235, with a minimum grade of C-."
cmns 348,spring,2023,"60 units including at least two of CMNS 210, 220, 221, 223 (or 223W), 230, 235, 240, or 253 (or 253W), with a minimum grade of C-."
cmns 349,spring,2023,"45 units, including at least one upper division course in CMNS, DIAL, ENV, EVSC, GEOG or BlSC, with a minimum grade of C-."
cmns 353,spring,2023,"CMNS 253W with a minimum grade of C- and one of CMNS 201W (201 or 260) or CMNS 202 (or 262), with a minimum grade of C-. Recommended: CMNS 362."
cmns 355,spring,2023,60 units.
cmns 357,spring,2023,"CMNS 258 or CMNS 226, with a minimum grade of C-; or equivalent introductory media course with permission of the instructor."
cmns 362,spring,2023,"60 units including CMNS 253 (or 253W) with a minimum grade of C-, and two of CMNS 201W (201 or 260), CMNS 202 (or 262) or CMNS 261, both with a minimum grade of C-."
cmns 388,spring,2023,Depends on topic; published before enrollment.
cmns 395,spring,2023,"Complete Bridging Online at least two terms before anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term of application, and have a minimum GPA of 2.7."
cmns 396,spring,2023,CMNS 395.
cmns 408,spring,2023,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 423,spring,2023,"75 units including CMNS 221 or 223 (or 223W), with a minimum grade of C-; and two CMNS upper division courses with a minimum grade of C-; and CGPA of 3.00 or higher."
cmns 426,spring,2023,"75 units, including CMNS 226 with a minimum grade of C- and two of CMNS 220, 326, 358, both with a minimum grade of C-."
cmns 428,spring,2023,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 440,spring,2023,"60 units including CMNS 230 or CMNS 240, with a minimum grade of C-; or written permission of the instructor."
cmns 443,spring,2023,"75 units. Recommended: CMNS 230 or CMNS 240; and one of CMNS 201W (201 or 260), or CMNS 202 (or 262)."
cmns 445,spring,2023,"75 units. Recommended: CMNS 201W (201 or 260), CMNS 202 (or 262), CMNS 230, CMNS 240, CMNS 310, CMNS 331 and CMNS 346."
cmns 446,spring,2023,"75 units, including CMNS 346 with a minimum grade of C-; and one of CMNS 201W (201 or 260), CMNS 202 (or 262) or CMNS 261, with a minimum grade of C-. Recommended: CMNS 253 (or 253W) and CMNS 362."
cmns 448,spring,2023,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 452,spring,2023,"75 units including one of CMNS 202 (or 262), 220, 221, 223 (or 223W), with a minimum grade of C-, and at least two CMNS upper division courses with a minimum grade of C-."
cmns 453,spring,2023,"75 units, including CMNS 253W, 353 or 354, with a minimum grade of C-. CMNS 362 is recommended."
cmns 455w,spring,2023,"60 units, including CMNS 253W with a minimum grade of C-."
cmns 458,spring,2023,Two upper division CMNS courses with a minimum grade of C- and permission of instructor.
cmns 461,spring,2023,75 units including CMNS 460 with a minimum grade of C-.
cmns 479,spring,2023,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 480,spring,2023,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 481,spring,2023,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 482,spring,2023,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 483,spring,2023,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 486,spring,2023,Depends on topic; published before enrollment.
cmns 487,spring,2023,Depends on topic; published before enrollment.
cmns 488,spring,2023,Depends on topic; published before enrollment.
cmns 489,spring,2023,75 units and permission of the school.
cmns 494,spring,2023,CMNS 396.
cmns 495,spring,2023,CMNS 494.
cmns 496,spring,2023,CMNS 495.
cmns 497,spring,2023,Students accepted into honours program only.
cmns 498,spring,2023,"Successful completion of CMNS 497-5, Honours Research Proposal, with grade of ""B"" or higher."
cmns 801,spring,2023,
cmns 802,spring,2023,
cmns 830,spring,2023,
cmns 835,spring,2023,
cmns 850,spring,2023,
cmns 851,spring,2023,
cmns 858,spring,2023,
cmns 880,spring,2023,
cmns 881,spring,2023,
cmns 891,spring,2023,
cmns 892,spring,2023,
cmns 893,spring,2023,"CMNS 801 and one of CMNS 800, CMNS 802 or CMNS 804."
cmns 895,spring,2023,
cmns 896,spring,2023,"CMNS 801 and one of CMNS 800, 802, or 804."
cmns 897,spring,2023,
cmns 898,spring,2023,
cmns 899,spring,2023,
cmpt 105w,spring,2023,
cmpt 120,spring,2023,BC Math 12 or equivalent is recommended.
cmpt 125,spring,2023,"CMPT 120 or CMPT 130, with a minimum grade of C-."
cmpt 135,spring,2023,CMPT 130 with a minimum grade of C-.
cmpt 210,spring,2023,"MACM 101, MATH 152, and MATH 240, all with a minimum grade of C-."
cmpt 213,spring,2023,CMPT 225 with a minimum grade of C-.
cmpt 225,spring,2023,"(MACM 101 and (CMPT 125, CMPT 129 or CMPT 135)) or (ENSC 251 and ENSC 252), all with a minimum grade of C-."
cmpt 276,spring,2023,"One W course, CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (MATH 151 or MATH 150), all with a minimum grade of C-. MATH 154 or MATH 157 with at least a B+ may be substituted for MATH 151 or MATH 150."
cmpt 295,spring,2023,"Either (MACM 101 and (CMPT 125 or CMPT 135)) or (MATH 151 and CMPT 102 for students in an Applied Physics program), all with a minimum grade of C-."
cmpt 300,spring,2023,"CMPT 225 and (CMPT 295 or ENSC 254), all with a minimum grade of C-."
cmpt 305,spring,2023,"CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (STAT 270 or STAT 271), all with a minimum grade of C-."
cmpt 307,spring,2023,"CMPT 225, (MACM 201 or CMPT 210), (MATH 150 or MATH 151), and (MATH 232 or MATH 240), all with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 150 or MATH 151."
cmpt 310,spring,2023,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 318,spring,2023,CMPT 225 with a minimum grade of C-. Additional prerequisites to be determined by the instructor subject to approval by the undergraduate program chair.
cmpt 354,spring,2023,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 361,spring,2023,"CMPT 225 and MATH 232 or 240, all with a minimum grade of C-."
cmpt 363,spring,2023,CMPT 225 with a minimum grade of C-.
cmpt 371,spring,2023,"CMPT 225 and (MATH 151 or MATH 150), with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 151 (MATH 150)."
cmpt 372,spring,2023,"CMPT 272 and CMPT 225, both with a minimum grade of C-."
cmpt 376w,spring,2023,"CMPT 105W and (CMPT 275 or CMPT 276), with a minimum grade of C-."
cmpt 383,spring,2023,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 404,spring,2023,(MACM 201 or CMPT 210) with a minimum grade of C-. CMPT 307 and 308 are recommended.
cmpt 405,spring,2023,CMPT 307 with a minimum grade of C-.
cmpt 410,spring,2023,"CMPT 310 and MACM 316, both with a minimum grade of C-."
cmpt 412,spring,2023,"MATH 152 with a minimum grade of C-, and nine units in Computing upper division courses or permission of the instructor."
cmpt 415,spring,2023,Permission of Instructor and School.
cmpt 416,spring,2023,Permission of the department.
cmpt 426,spring,2023,"Students must complete Bridging Online (visit www.sfu.ca/coop/bol for further details) at least two terms before their anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term. Normally, students will have completed a minimum of 45 units by the end of the term of application, CMPT 275 or 276, and have a minimum CGPA of 2.50."
cmpt 427,spring,2023,"CMPT 426, CGPA of 2.50."
cmpt 428,spring,2023,"CMPT 427, CGPA of 2.50."
cmpt 429,spring,2023,"CMPT 428, CGPA of 2.50."
cmpt 430,spring,2023,"CMPT 429, CGPA of 2.50."
cmpt 431,spring,2023,"CMPT 300, 371, both with a minimum grade of C-."
cmpt 433,spring,2023,"CMPT 295 and CMPT 300, with a minimum grade of C-."
cmpt 454,spring,2023,"CMPT 300 and 354, with a minimum grade of C-."
cmpt 459,spring,2023,CMPT 354 with a minimum grade of C-.
cmpt 461,spring,2023,"CMPT 361, (MACM 201 or CMPT 210), and MACM 316, all with a minimum grade of C-."
cmpt 464,spring,2023,"CMPT 361, MACM 316, both with a minimum grade of C-."
cmpt 466,spring,2023,"CMPT 361 and MACM 316, with a minimum grade of C- or permission of the instructor."
cmpt 474,spring,2023,CMPT 371 with a minimum grade of C-.
cmpt 475,spring,2023,"CMPT 275 or CMPT 276, (MACM 201 or CMPT 210) , all with a minimum grade of C- and 15 units of upper division courses. Recommended: Co-op experience."
cmpt 479,spring,2023,CMPT 300 with a minimum grade of C-.
cmpt 489,spring,2023,CMPT 383 with a minimum grade of C-.
cmpt 494,spring,2023,Students must have completed at least 15 units of upper division CMPT courses. Successful Capstone Project Proposal.
cmpt 495,spring,2023,CMPT 494 with a minimum grade of C-. CMPT 495 must be taken in the term immediately following the successful completion of CMPT 494 and must be for the same project and faculty supervisor.
cmpt 496,spring,2023,"Students must have completed 90 units, including 15 units of upper division CMPT courses, and have a GPA of at least 3.00. The proposal must be submitted to the undergraduate chair at least 15 days in advance of the term. The proposal must be signed by the supervisor(s) and the undergraduate chair."
cmpt 497,spring,2023,Submission of a satisfactory capstone project proposal.
cmpt 498,spring,2023,"Students must have completed 90 units, including 15 units of upper division CMPT courses, and have a GPA of at least 3.00. The proposal must be submitted to the Undergraduate Chair at least 15 days in advance of the term. The proposal must be signed by the supervisor(s) and the undergraduate chair."
cmpt 628,spring,2023,CMPT 627 and a CGPA of at least 3.0. Department Consent is required for enrollment.
cmpt 629,spring,2023,Permission of the Graduate Program Chair.
cmpt 631,spring,2023,"12 units of CMPT course work with an SFU CGPA of at least 3.0. Approval of supervisor and a GPC representative is required prior to applying for, or accepting an internship."
cmpt 700,spring,2023,
cmpt 705,spring,2023,
cmpt 713,spring,2023,
cmpt 726,spring,2023,
cmpt 727,spring,2023,
cmpt 733,spring,2023,CMPT 732.
cmpt 741,spring,2023,
cmpt 756,spring,2023,
cmpt 764,spring,2023,"CMPT 361, MACM 316."
cmpt 766,spring,2023,
cmpt 769,spring,2023,
cmpt 785,spring,2023,
cmpt 889,spring,2023,
cmpt 894,spring,2023,
cmpt 895,spring,2023,
cmpt 896,spring,2023,
cmpt 897,spring,2023,
cmpt 898,spring,2023,
cmpt 899,spring,2023,
cmpt 980,spring,2023,Instructor discretion.
cmpt 982,spring,2023,
cmpt 983,spring,2023,
cmpt 984,spring,2023,
cogs 100,spring,2023,Open to all students.
cogs 110,spring,2023,
cogs 200,spring,2023,COGS 100.
crim 101,spring,2023,
crim 103,spring,2023,PSYC 100 and 102 are recommended.
crim 104,spring,2023,SA 150 is recommended.
crim 131,spring,2023,
crim 135,spring,2023,
crim 220,spring,2023,Any 100 division CRIM course is recommended.
crim 230,spring,2023,CRIM 135.
crim 241,spring,2023,CRIM 131.
crim 251,spring,2023,CRIM 131.
crim 300w,spring,2023,CRIM 101.
crim 303,spring,2023,Any 100 division CRIM course.
crim 312,spring,2023,CRIM 101.
crim 317,spring,2023,CRIM 101.
crim 318,spring,2023,CRIM 101.
crim 320,spring,2023,CRIM 101; one of CRIM 120 or 220. CRIM 320 may be taken concurrently with CRIM 321.
crim 321,spring,2023,CRIM 101; one of CRIM 120 or 220. This course may be taken concurrently with CRIM 320.
crim 326,spring,2023,CRIM 101 and CRIM 103.
crim 330,spring,2023,CRIM 101 and 230.
crim 332,spring,2023,CRIM 101 and 135.
crim 338,spring,2023,CRIM 101 and 135.
crim 351,spring,2023,CRIM 101 and 251.
crim 355,spring,2023,45 units.
crim 356,spring,2023,45 units.
crim 358,spring,2023,CRIM 101. Recommended: CRIM 320 or equivalent.
crim 370,spring,2023,"CRIM 320 and 330, and written application to the school no later than the last day of classes of the preceding term. CRIM 370 and 470 may not be taken concurrently."
crim 402,spring,2023,CRIM 101.
crim 416,spring,2023,CRIM 101.
crim 417,spring,2023,CRIM 101.
crim 418,spring,2023,CRIM 101.
crim 423,spring,2023,CRIM 413.
crim 429,spring,2023,CRIM 101 or FNST 101 or 201 or permission of instructor.
crim 438,spring,2023,CRIM 330 is recommended.
crim 452,spring,2023,CRIM 101. Recommended: CRIM 357.
crim 454,spring,2023,CRIM 101.
crim 455,spring,2023,"CRIM 101, 131 and 251."
crim 458,spring,2023,CRIM 251.
crim 459,spring,2023,CRIM 101.
crim 464,spring,2023,CRIM 101.
crim 470,spring,2023,"CRIM 320, 321 and 330. Written application to the school no later than the last day of classes of the preceding term. Reserved for criminology honours and majors. Recommended: CRIM 370."
crim 485,spring,2023,"Permission of the school, and minimum 90 units and CGPA of 2.75. Applicants must be declared Criminology majors."
crim 499,spring,2023,A minimum grade of B in CRIM 490 and 491 is required.
crim 801,spring,2023,"CRIM 800, or permission of the instructor."
crim 810,spring,2023,
crim 816,spring,2023,
crim 861,spring,2023,
crim 862,spring,2023,
crim 870,spring,2023,
crim 872,spring,2023,
crim 873,spring,2023,
crim 890,spring,2023,CRIM 897.
crim 897,spring,2023,Completion of all course work within the PhD program.
crim 898,spring,2023,
crim 899,spring,2023,
dmed 501,spring,2023,
dmed 521,spring,2023,DMED 520.
dmed 530,spring,2023,
dmed 531,spring,2023,DMED 530.
dmed 540,spring,2023,
easc 101,spring,2023,
easc 104,spring,2023,
easc 106,spring,2023,
easc 201,spring,2023,or Corequisite: EASC 210 with a grade of C- or better.
easc 204,spring,2023,"EASC 210, PHYS 101 or 120 or 125 or 140. All with a grade of C- or better."
easc 205,spring,2023,"EASC 202, CHEM 122, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better."
easc 208,spring,2023,"EASC 202, CHEM 121, 122 and 126. All with a grade of C- or better."
easc 210,spring,2023,EASC 101 with a grade of C- or better.
easc 300,spring,2023,To be determined by instructor.
easc 305,spring,2023,"EASC 101; MATH 152, PHYS 121 or 126 or 102 or 141, and STAT 201 or 270 (all with a grade of C- or better), and six units in any 200-division or higher EASC courses."
easc 313,spring,2023,"EASC 101, 204 or permission of instructor. All with a grade of C- or better."
easc 314,spring,2023,"60 units, including MATH 152, PHYS 102 or 121 or 126 or 141, and any
100-level EASC course or permission of the instructor. Recommended:
EASC 101. All with a grade of C- or better."
easc 402,spring,2023,EASC 302 with a grade of C- or better.
easc 403,spring,2023,"EASC 201, EASC 209W or GEOG 213, and EASC 308. All with a grade of C- or better."
easc 410,spring,2023,EASC 315W or EASC 412. All with a grade of C- or better.
easc 411,spring,2023,"EASC 209W and one of EASC 308, EVSC 305 or GEOG 310. All with a grade of C- or better."
easc 491,spring,2023,75 units including 30 units in earth science courses and permission of the department.
easc 493,spring,2023,75 units including 30 units in earth sciences courses and permission of the department.
easc 499,spring,2023,"105 units, admittance to the honours program and consent of a thesis supervisor."
easc 611,spring,2023,
easc 617,spring,2023,
easc 619,spring,2023,
easc 622,spring,2023,Advanced undergraduate sedimentology course.
easc 705,spring,2023,Permission of the instructor.
easc 711,spring,2023,Permission of the instructor.
easc 810,spring,2023,Enrollment in MSc program.
easc 898,spring,2023,Enrollment in MSc program.
easc 901,spring,2023,Enrollment in PhD program.
easc 910,spring,2023,Enrollment in PhD program.
easc 998,spring,2023,Enrollment in PhD Program.
eco 600,spring,2023,
eco 622,spring,2023,"ECOR 9100 - Concepts of ER and the Physical Environment; 
ECO 611 - Concepts of ER and the
Biological Environment; 
ECOR 9110 - Planning and Monitoring for ER."
eco 641,spring,2023,ECO 622 - Project Management & Policy for ER; ECOR 911O- Planning and Monitoring for ER.
econ 103,spring,2023,
econ 104,spring,2023,
econ 105,spring,2023,
econ 113,spring,2023,
econ 115,spring,2023,
econ 201,spring,2023,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; MATH 157 with a minimum grade of C-.
econ 220w,spring,2023,"ECON 201 with a minimum grade of C-, minimum 30 units and no more than 80 units."
econ 233,spring,2023,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 15 units. MATH 150, MATH 151, MATH 154, or MATH 157 may be taken concurrently with ECON 233."
econ 280,spring,2023,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.
econ 290,spring,2023,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.
econ 302,spring,2023,ECON 201 with a minimum grade of C-; 60 units.
econ 305,spring,2023,ECON 201 with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 103 and 105 at Simon Fraser University at their first attempt can complete ECON 305 concurrently with ECON 201 after 30 units. Students seeking permission to enroll on this basis must contact the undergraduate advisor in economics.
econ 310,spring,2023,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units.
econ 325,spring,2023,ECON 201 with a minimum grade of C-; 60 units.
econ 331,spring,2023,ECON 201 with a minimum grade of C-; 60 units.
econ 333,spring,2023,"ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; ECON 233 or BUS (or BUEC) 232 or STAT 270, MATH 157, all with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 233, BUS (or BUEC) 232 or STAT 270 can take ECON 333 after 30 units. Students seeking permission to enroll based on their ECON 233, BUS (or BUEC) 232 or STAT 270 grade must contact the undergraduate advisor in economics."
econ 335,spring,2023,
econ 342,spring,2023,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units or permission of the department.
econ 345,spring,2023,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units or permission of the department.
econ 355w,spring,2023,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units.
econ 370,spring,2023,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-.
econ 403,spring,2023,"ECON 302, 305 and 331, all with a minimum grade of C-. Students who have completed both MATH 232 and 251 may substitute them for ECON 331. Entry into this course requires a minimum CGPA of 3.0 or permission of the department."
econ 425,spring,2023,ECON 302 with a minimum grade of C-.
econ 434,spring,2023,"ECON 333 (or BUEC 333) and ECON 302, all with a minimum grade of C-."
econ 437,spring,2023,"ECON 201 or ECON 301, with a minimum grade of C-."
econ 448w,spring,2023,"ECON 302 and ECON (or BUEC) 333, with a minimum grade of C-."
econ 453,spring,2023,"ECON 201 and ECON (or BUEC) 333, all with a minimum grade of C-."
econ 482,spring,2023,To be determined by the instructor subject to approval by the department chair.
econ 484,spring,2023,To be determined by the instructor subject to approval by the department chair.
econ 498,spring,2023,"ECON 201 and ECON 305, all with a minimum grade of C- and permission of the undergraduate chair of the department."
econ 499w,spring,2023,ECON 494 with a minimum grade of C-.
econ 750,spring,2023,"Completion of core MA degree requirements of ECON 802, 807 (or 808), 835, and 836 with a minimum GPA of 3.0."
econ 751,spring,2023,ECON 750.
econ 752,spring,2023,ECON 751 and department approval.
econ 804,spring,2023,ECON 802 and 803 or equivalent.
econ 807,spring,2023,ECON 798 or equivalent. Offered once a year.
econ 809,spring,2023,ECON 808.
econ 828,spring,2023,
econ 836,spring,2023,ECON 835 or equivalent.
econ 838,spring,2023,ECON 837.
econ 842,spring,2023,
econ 857,spring,2023,
econ 899,spring,2023,"ECON 802, 807 (or 808), 835, and 836 (or 837)."
econ 900,spring,2023,
econ 921,spring,2023,
econ 987,spring,2023,
econ 990,spring,2023,
edpr 503,spring,2023,
edpr 510,spring,2023,
edpr 520,spring,2023,
edpr 521,spring,2023,
edpr 525,spring,2023,
edpr 527,spring,2023,
edpr 528,spring,2023,
edpr 533,spring,2023,
edpr 536,spring,2023,
edpr 556,spring,2023,
edpr 561,spring,2023,
edpr 562,spring,2023,
edpr 563,spring,2023,
edpr 567,spring,2023,
edpr 568,spring,2023,
edpr 575,spring,2023,
educ 100w,spring,2023,
educ 199,spring,2023,
educ 212,spring,2023,"Students who have credit for MATH 150, MATH 151, MATH 154, MATH 157 need permission of the instructor to participate in EDUC 211 and EDUC 212."
educ 220,spring,2023,
educ 222,spring,2023,
educ 230,spring,2023,
educ 240,spring,2023,
educ 250,spring,2023,
educ 252,spring,2023,
educ 311,spring,2023,60 units.
educ 315,spring,2023,EDUC 220 or PSYC 250 or LING 100. Students may be required to successfully complete a Criminal Record Check.
educ 320,spring,2023,EDUC 220.
educ 322,spring,2023,EDUC 220 or PSYC 250.
educ 323,spring,2023,60 units including EDUC 220.
educ 324,spring,2023,EDUC 220 or PSYC 250 and 60 units.
educ 327,spring,2023,"60 units, including EDUC 220."
educ 328,spring,2023,EDUC 220 or EDUC 401/402 or corequisite EDUC 403.
educ 341,spring,2023,60 units including three units in EDUC courses.
educ 352w,spring,2023,EDUC 252.
educ 371w,spring,2023,60 units; or permission of instructor.
educ 380,spring,2023,FREN 301 or 304 or 370 or equivalent.
educ 382,spring,2023,60 units.
educ 401w,spring,2023,Admission to Professional Development Program. Students must successfully complete a Criminal Record Check.
educ 402w,spring,2023,Admission to PDP or PLP program. Students must successfully complete a Criminal Record Check.
educ 404,spring,2023,EDUC 401/402 or corequisite EDUC 403.
educ 405,spring,2023,EDUC 401/402 or EDUC 402/403. Students must successfully complete a Criminal Record Check.
educ 406,spring,2023,Permission will not be given to students without previous teaching experience. Students must successfully complete a Criminal Record Check.
educ 422,spring,2023,PSYC 250 or corequisite of EDUC 315 or 473. Students may be required to successfully complete a Criminal Record Check.
educ 423,spring,2023,Or corequisite: EDUC 323.
educ 426,spring,2023,"Students may be required to successfully complete a Criminal Record Check. 60 units including EDUC 220 or PSYC 250, or EDUC 401/402 or Corequsite: EDUC 403."
educ 437,spring,2023,60 units including 3 units in Education.
educ 445,spring,2023,60 units.
educ 458,spring,2023,60 units.
educ 464,spring,2023,EDUC 401/402 or PSYC 250 or corequisite EDUC 403.
educ 466,spring,2023,Corequisite: EDUC 464.
educ 471,spring,2023,60 units.
educ 472,spring,2023,EDUC 401/402 or corequisite EDUC 403.
educ 490,spring,2023,"60 units, consent of supervising faculty member, and approval of the director of undergraduate programs."
educ 495,spring,2023,This will be announced prior to the beginning of each term.
educ 702,spring,2023,
educ 703,spring,2023,
educ 704,spring,2023,
educ 705,spring,2023,
educ 710,spring,2023,
educ 719,spring,2023,
educ 800,spring,2023,EDUC 799. Students must successfully complete a Criminal Record Check.
educ 802,spring,2023,EDUC 801. Students must successfully complete a Criminal Record Check.
educ 805,spring,2023,
