course,term,year,prereqs
bisc 318,spring,2023,"BISC 101 and 102, and 204 or HSCI 212 with a grade of C- or better and completion of 60 units. Recommended: BISC 300 and 306."
bisc 333,spring,2023,"BISC 202, MBB 222, MBB 231 with a grade of C- or better."
bisc 337,spring,2023,BISC 101 and 102 with a grade of C- or better.
bisc 341,spring,2023,Acceptance in the Biological Sciences Co-operative Education Program.
bisc 342,spring,2023,BISC 341 and readmission to the Science Co-op Education Program.
bisc 371,spring,2023,A minimum of 45 units.
bisc 373,spring,2023,60 units.
bisc 405,spring,2023,BISC 205 or BPK 205 and MBB 231 with a grade of C- or better.
bisc 424,spring,2023,"BISC 101, BISC 102, BISC 202, MBB 222, MBB 231, and either BISC 357 or MBB 331; all with a grade of C- or better."
bisc 428,spring,2023,"BISC 101, BISC 102, MBB 222 and MBB 231, all with a minimum grade of C-."
bisc 441,spring,2023,BISC 202 or 204 with a grade of C- or better. Recommended: BISC 300.
bisc 443,spring,2023,BISC 342 and readmission to the Science Co-op Education Program.
bisc 444,spring,2023,BISC 443 and re-admission to the science co-operative education program.
bisc 446,spring,2023,BISC 444 and readmission to the Science Co-op Education Program.
bisc 455,spring,2023,"BISC 205, MBB 231 and one of BISC 306 or BISC 316 with a grade of C- or better."
bisc 490,spring,2023,"Completion of all lower division biological sciences courses, plus upper division BISC courses appropriate to the subject of the intended research as determined by the departmental undergraduate curriculum committee; completion of all physics, chemistry and mathematics requirements for the major or honours program."
bisc 491,spring,2023,"Completion of all lower division biological sciences courses, plus upper division BISC courses appropriate to the subject of the intended research as determined by the departmental undergraduate curriculum committee; completion of all physics, chemistry and mathematics requirements for the major or honours program; at the time of application, students will normally have a CGPA of 3.00 (B standing). Corequisite: BISC 490 and 492."
bisc 492w,spring,2023,"Completion of all lower division biological sciences courses, plus upper division BISC courses appropriate to the subject of the intended research as determined by the departmental undergraduate curriculum committee; completion of all physics, chemistry and mathematics requirements for the major or honours program; at the time of application, students will normally have a CGPA of 3.00 (B standing). Corequisite: BISC 490 and BISC 491."
bisc 497w,spring,2023,"Completion of lower division course
requirements."
bisc 498,spring,2023,Completion of lower division course requirements.
bisc 499,spring,2023,Completion of lower division course requirements.
bisc 652,spring,2023,BISC 313 or permission of the department.
bisc 654,spring,2023,BISC 313 or equivalent.
bisc 655,spring,2023,
bisc 656,spring,2023,Acceptance into the environmental toxicology program.
bisc 831,spring,2023,
bisc 832,spring,2023,
bisc 833,spring,2023,
bisc 834,spring,2023,Permission of the course co-ordinator.
bisc 838,spring,2023,
bisc 844,spring,2023,
bisc 849,spring,2023,
bisc 869,spring,2023,
bisc 879,spring,2023,
bisc 880,spring,2023,
bisc 888,spring,2023,
bisc 889,spring,2023,
bisc 890,spring,2023,
bisc 892,spring,2023,
bisc 898,spring,2023,
bisc 899,spring,2023,
bpk 105,spring,2023,"Recommended: Grade 11 Biology, Chemistry and Physics."
bpk 110,spring,2023,
bpk 140,spring,2023,
bpk 142,spring,2023,"One of Grade 12 Anatomy and Physiology, Biology, Chemistry or Physics with a grade of C or better; or one of BPK 105, BPK 110, BPK 143, BISC 100, BISC 113 or HSCI 100 with a grade of C or better."
bpk 143,spring,2023,Recommended: Medical clearance from a personal physician.
bpk 201,spring,2023,"MATH 150, 151 or 154, MATH 152 or 155 (may be taken concurrently), PHYS 101 (or 120 or 125 or 140), BPK 142."
bpk 205,spring,2023,"BISC 101, CHEM 281, PHYS 101 and 102."
bpk 207,spring,2023,BPK 142 or permission of instructor.
bpk 208,spring,2023,
bpk 241,spring,2023,BPK 142.
bpk 303,spring,2023,"BPK 201, BPK 241 and STAT 201 or an equivalent statistics course."
bpk 304w,spring,2023,"BPK 142, STAT 201 and two of BPK 201, 205 and 207."
bpk 305,spring,2023,"BPK 205, MBB 231 (or 201), MATH 155 (or 152). Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor."
bpk 306,spring,2023,"BPK 207. Corequisite: BPK 305. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor."
bpk 307,spring,2023,"BPK 305. Corequisite: BPK 306; however, students who took BPK 306 prior to Fall 2017, cannot take this course. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 or 152 plus permission of the instructor."
bpk 310,spring,2023,"BPK 205, MBB 201 (or 231). Recommended: BPK 201."
bpk 311,spring,2023,"BPK 105 or 205, and 110."
bpk 312,spring,2023,"BPK 105 (or 205), and 110."
bpk 325,spring,2023,BPK 142 and either BPK 105 (with a grade of C or higher) or BPK 205.
bpk 326,spring,2023,"Admission to the major or honours program in Behavioural Neuroscience or Biomedical Physiology or Kinesiology. BPK 142, 201, 205 and at least 60 units. Behavioral Neuroscience Major and Honours students require BPK 142, 205, PSYC 280 and at least 60 units."
bpk 336,spring,2023,"One of BPK 325, 326, BISC 305, 316."
bpk 340,spring,2023,"BPK 142, STAT 201 (or PSYC 201). Recommended: BPK 140."
bpk 342,spring,2023,"BPK 105 (or 205), 142 and 143."
bpk 343,spring,2023,"BPK 142, 143 and 205; STAT 201 or an equivalent statistics course, BPK 340 (may be taken concurrently). Students must successfully complete a Criminal Record Check prior to enrolling."
bpk 351,spring,2023,"Students must complete Bridging Online (visit www.sfu.ca/coop/bol for further details) at least two terms before co-op placement. Students must then apply to the BPK co-op program by Week 1 of the term prior; a minimum of 45 units, BPK 142, plus at least two other BPK courses and have a minimum GPA of 2.50."
bpk 352,spring,2023,BPK 351.
bpk 407,spring,2023,BPK 305 and 306.
bpk 408w,spring,2023,"STAT 201 and BPK 305 for BPK majors or STAT 201 and one of BISC 305, 405, or 455 with a C- or better for BISC majors. Enrollment of non-BPK and non-BISC majors require permission of the instructor."
bpk 415,spring,2023,BPK 306 or BISC 305.
bpk 417,spring,2023,"BPK 306, 340. Recommended: BPK 110."
bpk 423,spring,2023,To be announced in the Undergraduate Schedule of Classes and Examinations found at go.sfu.ca.
bpk 443,spring,2023,"BPK 304W, 310 and 343 (one of which may be taken as a corequisite)."
bpk 444,spring,2023,"BPK 305. Recommended: BPK 110, 306, 310 and 343."
bpk 446,spring,2023,BPK 306. Recommended: BPK 336 and/or BPK 415.
bpk 448,spring,2023,"BPK 201 or 207, and BPK 306, or for biomedical engineering students, BPK 201 and 208."
bpk 451,spring,2023,BPK 352.
bpk 451w,spring,2023,BPK 352.
bpk 452,spring,2023,BPK 451.
bpk 453,spring,2023,BPK 452.
bpk 457,spring,2023,"75 units, with a minimum CGPA of 3.00, PSYC 301 or BPK 304W with a minimum grade of B, and permission from one of the Co-chairs of the Behavioural Neuroscience Program Committee."
bpk 459,spring,2023,A minimum grade of B in BPK 457. Corequisite: Must be enrolled in the Honours Program of the B.Sc. in Behavioural Neuroscience. Students must seek permission from their honours project supervisor to enroll in additional courses at the same time.
bpk 481,spring,2023,BPK 303 and 326.
bpk 482,spring,2023,"BPK 180W, 201, 326, and 381. Corequisite: BPK 481. Students must successfully complete a Criminal Record Check before enrolling."
bpk 491,spring,2023,"90 units, BPK 304W (may be taken concurrently) and permission of the chair of the undergraduate program committee. A minimum grade of B in this course is needed to register in BPK 495 or BPK 499."
bpk 495,spring,2023,BPK 491 (minimum grade of B). Corequisite: BPK 499. Only students in the honours program may enroll in BPK 495.
bpk 496,spring,2023,"BPK 304W (may be taken concurrently) or PSYC 210, and permission from the chair of the undergraduate program committee. Usually, upper level standing with at least 75 units in the Biomedical Physiology and Kinesiology program will be required."
bpk 498,spring,2023,"BPK 304W (may be taken concurrently) or PSYC 210, and permission from the chair of the undergraduate program committee. Usually, upper level standing with at least 75 units in the Biomedical Physiology and Kinesiology program will be required."
bpk 499,spring,2023,BPK 491 (minimum grade of B). Corequisite: BPK 495. Only students in the honours program may enroll in BPK 499.
bpk 805,spring,2023,
bpk 806,spring,2023,
bpk 895,spring,2023,
bpk 896,spring,2023,
bpk 897,spring,2023,
bpk 898,spring,2023,
bpk 899,spring,2023,
bus 100,spring,2023,Admission to the BBA major - highschool or transfer stream. Corequisite: BUS 201 or BUS 202.
bus 200,spring,2023,
bus 202,spring,2023,"This course is only open to approved business administration majors, joint majors, or second degree students admitted to the faculty through the Business Foundation Program - Transfer Stream."
bus 207,spring,2023,"ECON 103 or ECON 113, ECON 105 or ECON 115, MATH 157, all with a minimum grade of C-; 15 units."
bus 217w,spring,2023,"BUS 201 with a minimum grade of C- and 15 units; OR 45 units and corequisite: BUS 202; OR business administration joint major, joint honours, or double degree students with 45 units; OR data science major with 15 units."
bus 221,spring,2023,
bus 225,spring,2023,
bus 232,spring,2023,
bus 233,spring,2023,12 units.
bus 237,spring,2023,12 units.
bus 238,spring,2023,12 units.
bus 240,spring,2023,12 units.
bus 251,spring,2023,12 units.
bus 254,spring,2023,BUS 251 with a minimum grade of C-; 15 units.
bus 272,spring,2023,12 units.
bus 275,spring,2023,12 units.
bus 300,spring,2023,"BUS 100, BUS 217W, both with a minimum grade of C-; 45 units."
bus 303,spring,2023,45 units.
bus 311,spring,2023,"This course is only open to students admitted to the business administration minor between Fall 2012 - Summer 2016 and who have credit for BUS 251 with a minimum grade of C- and 45 units, OR to students admitted to the business administration minor Fall 2016 - onwards and who have credit for BUS 251 with a minimum grade of C-, 45 units, and corequisite: BUS 200."
bus 312,spring,2023,"BUS 254 (or 324) with a minimum grade of C-; 45 units. Recommended: BUS 207, ECON 201, or ECON 301."
bus 314,spring,2023,"BUS 238 or BUS 254, with a minimum grade of C-; 45 units."
bus 315,spring,2023,"BUS 312, BUS 336 and BUS 207 or ECON 201 or ECON 301, all with a minimum grade of C-; 45 units."
bus 316,spring,2023,"BUS 312, 336, both with a minimum grade of C-; 45 units."
bus 320,spring,2023,BUS 254 with a minimum grade of C-; 45 units.
bus 321,spring,2023,BUS 320 with a minimum grade of C-; 45 units.
bus 322,spring,2023,"BUS 254 with a minimum grade of C-, 45 units."
bus 325,spring,2023,
bus 326,spring,2023,
bus 327,spring,2023,
bus 330,spring,2023,
bus 331,spring,2023,"BUS 330 (or BUS 329) with a minimum grade of C-, 45 units."
bus 336,spring,2023,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; BUS 232, ECON 233, or STAT 270, with a minimum grade of C-; 45 units."
bus 338,spring,2023,"BUS 238 or BUS 254, with a minimum grade of C-; 45 units."
bus 340,spring,2023,"This course is only open to students admitted to the business administration minor between Fall 2012 - Summer 2016 and who have 45 units, OR to students admitted to the business administration minor Fall 2016 - onwards and who have 45 units, and corequisite: BUS 200."
bus 341,spring,2023,"This course is only open to students admitted to the business administration minor between Fall 2012 - Summer 2016 and who have 45 units, OR to students admitted to the business administration minor Fall 2016 - onwards and who have 45 units, and corequisite: BUS 200."
bus 343,spring,2023,45 units.
bus 345,spring,2023,"BUS 343, 336, both with a minimum grade of C-; 45 units; OR Data Science majors with BUS 343 with a minimum grade of C- and 45 units."
bus 346,spring,2023,45 units.
bus 347,spring,2023,BUS 343 with a minimum grade of C-; 45 units.
bus 360w,spring,2023,"This course is open to students admitted prior to Fall 2014 to the business administration major, honours, or second degree program and who have 45 units, OR to students admitted Fall 2014 - Summer 2017 to the business administration major, honours, or second degree program and who have 45 units and BUS 130 or (BUS 201 or BUS 202) or BUS 301, with a minimum grade of C-, OR to students admitted Fall 2017 – Summer 2022 to the business administration major, honours, or second degree program and who have 45 units and BUS 130 or (BUS 201 or BUS 202) or BUS 301, and BUS 217W, both with a minimum grade of C-, OR to students admitted Fall 2022 onwards to the business administration major, honours, or second degree program, and who have 45 units; BUS 217W and (BUS 201 or BUS 202), both with a minimum grade of C-; and BUS 300, OR to business administration joint major or joint honours students with BUS 217W with a minimum grade of C- and 45 units, OR to business and economics joint major students with ECON 220W with a minimum grade of C- and 45 units, OR to mechatronic systems engineering and business administration double degree students with 45 units, OR to management systems science or actuarial science majors with 45 units OR to data science major with BUS 217W with a minimum grade of C- and 45 units."
bus 361,spring,2023,45 units.
bus 362,spring,2023,BUS 237 with a minimum grade of C-; 45 units; OR Data Science majors with 45 units.
bus 373,spring,2023,BUS 232 with a minimum grade of C-; 45 units.
bus 374,spring,2023,45 units; BUS 272 (or 372) with a minimum grade of C-.
bus 381,spring,2023,BUS 272 (or 372) with a minimum grade of C-; 45 units.
bus 393,spring,2023,45 units. BUEC 391 is not to be taken concurrently with BUS 393.
bus 401,spring,2023,"BUS 311 (or BUS 254 and BUS 312), BUS 340, BUS 341, all with a minimum grade of C-; 60 units. The course is only open to students in the business minor program."
bus 410,spring,2023,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units."
bus 411,spring,2023,"BUS 315 and BUS 360, both with a minimum grade of C-; 60 units."
bus 413,spring,2023,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units."
bus 417,spring,2023,"BUS 315, 360W, both with a minimum grade of C-; 60 units."
bus 418,spring,2023,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units."
bus 419,spring,2023,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units."
bus 420,spring,2023,"BUS 321, 360W, both with a minimum grade of C-; 60 units."
bus 421,spring,2023,"BUS 207 (or ECON 201 or ECON 301), BUS 321, BUS 360W, all with a minimum grade of C-; 60 units."
bus 424,spring,2023,"BUS 322 or 319, 336, 360W, all with a minimum grade of C-; 60 units."
bus 425,spring,2023,
bus 426,spring,2023,"BUS 321, 360W, both with a minimum grade of C-; 60 units."
bus 430,spring,2023,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.
bus 432,spring,2023,"BUS 360W and one of BUS 272 or 381, all with a minimum grade of C-; 60 units. Recommended: BUS 346."
bus 439,spring,2023,"BUS 345 or BUS 440, BUS 360W, BUS 437 or BUS 441, BUS 445, BUS 462, and BUS 464, all with a minimum grade of C-; 90 units; OR Data Science majors with BUS 360W, BUS 445, CMPT 354, all with a minimum grade of C- and 90 units."
bus 440,spring,2023,"BUS 336, 360W, both with a minimum grade of C-, 60 units; OR Data Science majors with BUS 360W with a minimum grade of C-, 60 units."
bus 441,spring,2023,"BUS 360W, BUS 343, both with a minimum grade of C-; 60 units."
bus 443,spring,2023,"BUS 360W (or another upper division Writing (W) course), 343, both with a minimum grade of C-; 60 units."
bus 444,spring,2023,"BUS 343, 360W, both with a minimum grade of C-; 60 units."
bus 445,spring,2023,"BUS 343, 336, 360W, all with a minimum grade of C-, 60 units; OR Data Science majors with BUS 343, 360W, both with a minimum grade of C-, and 60 units."
bus 446,spring,2023,"BUS 343, 347, 360W, all with a minimum grade of C-; 60 units."
bus 447,spring,2023,"BUS 343, 360W, both with a minimum grade of C-; 60 units. Recommended: BUS 346."
bus 448,spring,2023,"BUS 347, 360W, both with a minimum grade of C-; 60 units."
bus 449,spring,2023,"BUS 343, 360W, both with a minimum grade of C-; 60 units."
bus 450,spring,2023,BUS 360W (or another upper division Writing (W) course) with a minimum grade of C-; 60 units.
bus 453,spring,2023,BUS 360W (or another upper division Writing (W) course) with a minimum grade of C-; 60 units. Recommended: BUS 338.
bus 455,spring,2023,"BUS 254, BUS 343, BUS 360W, all with a minimum grade of C-; 90 units."
bus 462,spring,2023,"BUS 336, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units. Corequisite: BUS 336 can be taken concurrently."
bus 464,spring,2023,"BUS 360W, 362, both with a minimum grade of C-; 60 units."
bus 468,spring,2023,"BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 90 units."
bus 471,spring,2023,60 units; BUS 360W with a minimum grade of C-.
bus 473,spring,2023,"BUS 373, BUS 360W, both with a minimum grade of C-; 60 units."
bus 474,spring,2023,"BUS 360W, 336 and 473, all with a minimum grade of C-; 60 units."
bus 475,spring,2023,BUS 360W with a minimum grade of C-; 60 units.
bus 477,spring,2023,"BUS 338, BUS 360W (or another upper division Writing (W) course), both with a minimum grade of C-; 60 units. Recommended: BUS 314, BUS 361."
bus 478,spring,2023,"BUS 207 (or ECON 201 or ECON 301), BUS 312, 343, 360W and either BUS 374 or 381, all with a minimum grade of C-; 90 units."
bus 481,spring,2023,"BUS 381 and 360W, with a minimum grade of C-; 60 units."
bus 482,spring,2023,"60 units; BUS 272, 381 and 360W, all with a minimum grade of C-."
bus 483,spring,2023,"BUS 393, BUS 360W, both with a minimum grade of C-; 60 units."
bus 485,spring,2023,"BUS 272, 360W, and either 374 or 381, all with a minimum grade of C-; 60 units."
bus 489,spring,2023,"BUS 360W and (BUS 381 or BUS 374), all with a minimum grade of C-; 60 units."
bus 510,spring,2023,
bus 511,spring,2023,
bus 552,spring,2023,
bus 555,spring,2023,BUS 510 or equivalent.
bus 556,spring,2023,
bus 557,spring,2023,
bus 561,spring,2023,
bus 579,spring,2023,
bus 606,spring,2023,
bus 614,spring,2023,Only for students in the IBL EMBA program.
bus 615,spring,2023,
bus 630,spring,2023,Only for students in the IBL EMBA program.
bus 645,spring,2023,
bus 647,spring,2023,
bus 648,spring,2023,
bus 649,spring,2023,
bus 651,spring,2023,
bus 652,spring,2023,
bus 653,spring,2023,
bus 660,spring,2023,
bus 661,spring,2023,
bus 662,spring,2023,
bus 664,spring,2023,
bus 665,spring,2023,Only for students in the IBL EMBA program.
bus 672,spring,2023,Only for students in the IBL EMBA program.
bus 687,spring,2023,Only for students in the IBL EMBA program.
bus 697,spring,2023,Only for students in the IBL EMBA program.
bus 700,spring,2023,
bus 702,spring,2023,
bus 703,spring,2023,
bus 707,spring,2023,
bus 709,spring,2023,
bus 710,spring,2023,
bus 711,spring,2023,
bus 719,spring,2023,
bus 720,spring,2023,
bus 724,spring,2023,
bus 726,spring,2023,
bus 727,spring,2023,
bus 734,spring,2023,
bus 739,spring,2023,
bus 751,spring,2023,
bus 752,spring,2023,
bus 753,spring,2023,
bus 756,spring,2023,
bus 763,spring,2023,
bus 770,spring,2023,
bus 774,spring,2023,
bus 803,spring,2023,
bus 810,spring,2023,
bus 823,spring,2023,
bus 828,spring,2023,
bus 846,spring,2023,BUS 845.
bus 861,spring,2023,
bus 870,spring,2023,
bus 880,spring,2023,
bus 961,spring,2023,
bus 963,spring,2023,
bus 984,spring,2023,Enrollment in PhD program.
bus 987,spring,2023,Enrollment in PhD program.
bus 990,spring,2023,Enrollment in PhD program.
bus 992,spring,2023,Enrollment in PhD program.
bus 993,spring,2023,
ca 104,spring,2023,
ca 118,spring,2023,
ca 120,spring,2023,
ca 123,spring,2023,CA (or FPA) 122. Corequisite: CA 123 and CA 124 must be taken concurrently.
ca 124,spring,2023,
ca 131,spring,2023,CA (or FPA) 130 and prior approval.
ca 135,spring,2023,
ca 137,spring,2023,
ca 140,spring,2023,
ca 142,spring,2023,
ca 144,spring,2023,CA 143. Corequisite: CA 146.
ca 146,spring,2023,CA 145. Corequisite: CA 144.
ca 149,spring,2023,
ca 150,spring,2023,
ca 153,spring,2023,CA 152.
ca 161,spring,2023,CA (or FPA) 160.
ca 171,spring,2023,
ca 221,spring,2023,CA (or FPA) 220.
ca 228w,spring,2023,
ca 231,spring,2023,CA (or FPA) 230 and CA (or FPA) 233.
ca 232,spring,2023,CA (or FPA) 131.
ca 238w,spring,2023,"One of CA (or FPA) 136, 137 or 253 and prior approval."
ca 242,spring,2023,CA 146.
ca 243,spring,2023,Prior approval.
ca 245,spring,2023,"CA 140, 144, and achieving a B (or higher) in CA 145 and CA 146."
ca 246,spring,2023,CA 245.
ca 251,spring,2023,CA (or FPA) 250 and 254. Corequisite: CA (or FPA) 255.
ca 252,spring,2023,CA (or FPA) 150 or CA 152 or CA 153.
ca 255,spring,2023,
ca 261,spring,2023,CA (or FPA) 260. A course materials fee is required.
ca 264,spring,2023,CA (or FPA) 160. A course materials fee is required.
ca 265,spring,2023,CA (or FPA) 160. A course materials fee is required.
ca 269,spring,2023,CA (or FPA) 160. A course materials fee is required.
ca 271,spring,2023,CA (or FPA) 171.
ca 285,spring,2023,"One of CA (or FPA) 122, 130, 145, 150, 160, 170."
ca 306,spring,2023,45 units.
ca 307,spring,2023,45 units and permission of Internship Coordinator.
ca 319w,spring,2023,60 units including at least six units in CA (or FPA) history/theory courses.
ca 321,spring,2023,CA (or FPA) 320.
ca 323,spring,2023,CA (or FPA) 322 or prior approval.
ca 332,spring,2023,CA (or FPA) 231 or prior approval.
ca 334,spring,2023,CA (or FPA) 231 and prior approval.
ca 342,spring,2023,CA 242.
ca 343,spring,2023,CA 243.
ca 344,spring,2023,CA 140 or permission of instructor.
ca 345,spring,2023,CA 246.
ca 346,spring,2023,CA 345.
ca 347,spring,2023,CA 247 or permission of instructor.
ca 351,spring,2023,"CA (or FPA) 252, 253, 350, and 354. Corequisite: CA 355."
ca 355,spring,2023,
ca 357w,spring,2023,
ca 359,spring,2023,"CA 250, or prior approval."
ca 361,spring,2023,CA (or FPA) 360 and 366. Corequisite: CA 367.
ca 364,spring,2023,CA (or FPA) 160. A course materials fee is required.
ca 365,spring,2023,CA (or FPA) 160. A course materials fee is required.
ca 367,spring,2023,CA (or FPA) 366. Corequisite: CA 361.
ca 369,spring,2023,CA (or FPA) 160. A course materials fee is required.
ca 371,spring,2023,CA (or FPA) 270 and 271 or prior approval.
ca 375,spring,2023,CA (or FPA) 270 or prior approval.
ca 386,spring,2023,60 credit hours.
ca 389,spring,2023,30 units of CA (or FPA) courses.
ca 393,spring,2023,CA (or FPA) 390 or approval of instructor.
ca 400,spring,2023,"60 units plus a minimum standing of completion of second year in any of the programs offered in the School for the Contemporary Arts, and prior approval."
ca 401,spring,2023,"60 units plus a minimum standing of completion of second year in any of the programs offered in the School for the Contemporary Arts, and prior approval."
ca 406,spring,2023,60 units.
ca 407,spring,2023,60 units and permission of Internship Coordinator.
ca 412w,spring,2023,"Eight upper division units; and one of CA (or FPA) 210W (or 210), 316 (or 337), 318 (or 335), or 357W."
ca 414,spring,2023,"CA (or FPA) 117 (or 167), 186, 210W (or 210) and 45 units."
ca 416,spring,2023,CA (or FPA) 316 (or 337) or CA (or FPA) 318 (or 335).
ca 420,spring,2023,CA (or FPA) 285 and CA (or FPA) 321.
ca 425,spring,2023,"CA 324, 424."
ca 428,spring,2023,CA (or FPA) 427 or prior approval.
ca 432,spring,2023,CA (or FPA) 430.
ca 445,spring,2023,CA 346.
ca 446,spring,2023,CA 445.
ca 449,spring,2023,CA 241 or permission of instructor.
ca 450,spring,2023,Prior approval by audition.
ca 461,spring,2023,CA (or FPA) 460 and status as an approved major in visual art.
ca 471,spring,2023,CA (or FPA) 370 or 371 and prior approval.
ca 823,spring,2023,
ca 824,spring,2023,
ca 827,spring,2023,
ca 829,spring,2023,"CA (or FPA) 821 and two of the following: CA (or FPA) 823, 824, 825, 826, or 828."
ca 830,spring,2023,
ca 883,spring,2023,
ca 889,spring,2023,
ca 891,spring,2023,CA 890.
ca 892,spring,2023,
ca 898,spring,2023,
chem 110,spring,2023,"Pre-Calculus 12 (or equivalent), MATH 100 (may be taken concurrently), or permission of the Department. No previous training in chemistry is required for this course."
chem 111,spring,2023,"Pre-Calculus 12 (or equivalent), MATH 100 (may be taken concurrently), or permission of the Department. No previous training in chemistry is required for this course."
chem 120,spring,2023,"Chemistry 12 with a minimum grade of C, or CHEM 110 or 111 with a minimum grade of C-."
chem 121,spring,2023,"Chemistry 12 with a minimum grade of C, or CHEM 109 or 111 with a minimum grade of C-."
