course,section,term,year,prereq_text,prereq_codes,prereq_unparseable,schedule,instructors,units
PSYC 241,D100,summer,2021,PSYC 102.,PSYC 102,False,[],Shannon Zaitsoff,3
PSYC 268,J100,summer,2021,PSYC 102.,PSYC 102,False,"[{'days': 'We', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",Ilvy Goossens,3
PSYC 280,C100,summer,2021,PSYC 100. Recommended: BISC 101.,PSYC 100,False,[],Neil Watson,3
PSYC 280,D100,summer,2021,PSYC 100. Recommended: BISC 101.,PSYC 100,False,"[{'days': 'Tu, Th', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Neil Watson,3
PSYC 325,D100,summer,2021,PSYC 201W and PSYC 221 (or PSYC 280).,PSYC 201W;PSYC 221;PSYC 280,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Lesley Schimanski,3
PSYC 359,D100,summer,2021,PSYC 201 and PSYC 250 (or PSYC 241).,PSYC 201;PSYC 250;PSYC 241,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Vanessa Fong,3
PSYC 362,C100,summer,2021,PSYC 201 and 260.,PSYC 201,False,[],Rebecca Cobb;Richard Rigby,3
PSYC 382,J100,summer,2021,"PSYC 201, 221, and 280.",PSYC 201,False,"[{'days': 'Th', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",Lesley Schimanski,3
PSYC 388,D100,summer,2021,PSYC 201 and 280.,PSYC 201,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Ralph Mistlberger,3
PSYC 391,D100,summer,2021,PSYC 201. Other prerequisites vary by topic offering.,PSYC 201,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Gulnaz Anjum,3
PSYC 461,D100,summer,2021,"PSYC 201, 210, 260, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.",PSYC 201,False,"[{'days': 'Mo, We, Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Rebecca Cobb,4
SA 101,C100,summer,2021,,,False,[],Natasha Ferenczi,4
SA 101,D100,summer,2021,,,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Natasha Kim Ferenczi,4
SA 150,D100,summer,2021,,,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Ataman Avdan,4
SA 201W,C100,summer,2021,Recommended: SA 101.,,False,[],Natasha Ferenczi,4
SA 203,C100,summer,2021,,,False,[],Agnes MacDonald,4
SA 250,D100,summer,2021,SA 150.,SA 150,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",Ataman Avdan,4
SA 260,D100,summer,2021,,,False,"[{'days': 'Mo, We', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Amanda Watson,4
SA 302W,D100,summer,2021,,,False,"[{'days': 'Tu, Th', 'startTime': '8:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Amanda Watson,4
SA 304,D100,summer,2021,SA 101 or 150 or 201W.,SA 101,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Agnes MacDonald,4
SA 316,C100,summer,2021,SA 101 or 150 or 201w.,SA 101,False,[],Ataman Avdan,4
SA 318,D100,summer,2021,SA 101 or 150 or 201W.,SA 101,False,"[{'days': 'Th', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Stacy Pigg,4
SA 321,D100,summer,2021,SA 101 or 150 or 201W.,SA 101,False,"[{'days': 'Tu, Th', 'startTime': '16:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",Cynthia Patton,4
SA 326,D100,summer,2021,SA 101 or 150 or 201W.,SA 101,False,"[{'days': 'Fr', 'startTime': '12:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Ataman Avdan,4
SA 331,D100,summer,2021,SA 101 or 150 or 201W.,SA 101,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Deborah Dergousoff,4
SA 335,D100,summer,2021,SA 101 or 150 or 201W.,SA 101,False,"[{'days': 'Mo, We', 'startTime': '17:30', 'endTime': '21:20', 'campus': 'Burnaby'}]",Cynthia Patton,4
SA 350,D100,summer,2021,SA 250.,SA 250,False,"[{'days': 'We', 'startTime': '9:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Agnes MacDonald,4
SA 352,D900,summer,2021,SA 101 or 201W.,SA 101,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Bascom Guffin,4
SA 355,D100,summer,2021,SA 255 and SA 257.,SA 255;SA 257,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Katherine Watson,4
SA 356W,D100,summer,2021,SA 255.,SA 255,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Natasha Kim Ferenczi,4
SA 358,C100,summer,2021,SA 101 or 150 or 201W.,SA 101,False,[],Ataman Avdan,4
SA 363,C100,summer,2021,SA 101 or 150 or 201W.,SA 101,False,[],Ataman Avdan,4
SA 420,C100,summer,2021,"72 units including SA 101 or 150 or SA 201W, or acceptance into the diploma program in gerontology, or by consent of instructor.",SA 101;SA 201W,False,[],Andrew Wister,4
SPAN 102,D100,summer,2021,,,False,[],Natalia Daza-Sanchez,3
SPAN 103,D100,summer,2021,"SPAN 102, grade 12 Spanish, or equivalent.",SPAN 102,False,[],Carolina Lemay,3
WL 100,D100,summer,2021,,,False,[],Mark Deggan,3
WL 104W,C100,summer,2021,,,False,[],Mark Deggan,3
WL 307,D100,summer,2021,45 units.,,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Anosh Irani,4
WL 320,D100,summer,2021,45 units.,,False,"[{'days': 'Th', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Mark Deggan,3
BUS 200,D200,summer,2021,,,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 200,E100,summer,2021,,,False,"[{'days': 'We', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,3
BUS 202,D100,summer,2021,"This course is only open to approved Business Administration majors, joint majors, or second degree students admitted to the faculty through the Business Foundation Program - Transfer Stream.",,False,"[{'days': 'Fr', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 202,E100,summer,2021,"This course is only open to approved Business Administration majors, joint majors, or second degree students admitted to the faculty through the Business Foundation Program - Transfer Stream.",,False,"[{'days': 'We', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,3
BUS 207,D100,summer,2021,"ECON 103, 105, MATH 157, all with a minimum grade of C-; 15 units.",ECON 103;MATH 157,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 207,D200,summer,2021,"ECON 103, 105, MATH 157, all with a minimum grade of C-; 15 units.",ECON 103;MATH 157,False,"[{'days': 'Fr', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 217W,D100,summer,2021,"BUS 201 with a minimum grade of C- and 15 units; OR 45 units and corequisite: BUS 202; OR Business Administration joint major, joint honours, or double degree students with 45 units; OR Data Science majors with 15 units.",BUS 201;BUS 202,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 217W,D200,summer,2021,"BUS 201 with a minimum grade of C- and 15 units; OR 45 units and corequisite: BUS 202; OR Business Administration joint major, joint honours, or double degree students with 45 units; OR Data Science majors with 15 units.",BUS 201;BUS 202,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 217W,E100,summer,2021,"BUS 201 with a minimum grade of C- and 15 units; OR 45 units and corequisite: BUS 202; OR Business Administration joint major, joint honours, or double degree students with 45 units; OR Data Science majors with 15 units.",BUS 201;BUS 202,False,"[{'days': 'Th', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,3
BUS 221,D100,summer,2021,,,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 232,D100,summer,2021,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 15 units. MATH 150, MATH 151, MATH 154, or MATH 157 may be taken concurrently with BUS 232.",MATH 150;MATH 151;MATH 154;MATH 157;BUS 232,False,"[{'days': 'Tu, Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4
BUS 232,D200,summer,2021,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 15 units. MATH 150, MATH 151, MATH 154, or MATH 157 may be taken concurrently with BUS 232.",MATH 150;MATH 151;MATH 154;MATH 157;BUS 232,False,"[{'days': 'Mo', 'startTime': '13:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,4
BUS 233,D100,summer,2021,12 units.,,False,"[{'days': 'Th', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 237,D100,summer,2021,12 units.,,False,"[{'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 237,E100,summer,2021,12 units.,,False,"[{'days': 'We', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",,3
BUS 238,D100,summer,2021,12 units.,,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 251,D100,summer,2021,12 units.,,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 251,D200,summer,2021,12 units.,,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3
BUS 254,D100,summer,2021,BUS 251 with a minimum grade of C-; 15 units.,BUS 251,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 254,D200,summer,2021,BUS 251 with a minimum grade of C-; 15 units.,BUS 251,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3
BUS 272,D100,summer,2021,12 units.,,False,"[{'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,3
BUS 272,E100,summer,2021,12 units.,,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",,3
BUS 303,D100,summer,2021,45 units.,,False,"[{'days': 'We', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 303,D300,summer,2021,45 units.,,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 312,D100,summer,2021,"BUS 254 (or 324) with a minimum grade of C-; 45 units. Recommended: BUS 207, ECON 201, or ECON 301.",BUS 254,False,"[{'days': 'Tu, Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
BUS 312,D200,summer,2021,"BUS 254 (or 324) with a minimum grade of C-; 45 units. Recommended: BUS 207, ECON 201, or ECON 301.",BUS 254,False,"[{'days': 'Tu, Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,4
BUS 315,D100,summer,2021,"BUS 312, BUS 336 and BUS 207 or ECON 201 or ECON 301, all with a minimum grade of C-; 45 units.",BUS 312;BUS 336;BUS 207;ECON 201;ECON 301,False,"[{'days': 'We, Fr', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
BUS 315,E100,summer,2021,"BUS 312, BUS 336 and BUS 207 or ECON 201 or ECON 301, all with a minimum grade of C-; 45 units.",BUS 312;BUS 336;BUS 207;ECON 201;ECON 301,False,"[{'days': 'Mo, We', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",,4
BUS 316,D100,summer,2021,"BUS 312, 336, both with a minimum grade of C-; 45 units.",BUS 312,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 316,E100,summer,2021,"BUS 312, 336, both with a minimum grade of C-; 45 units.",BUS 312,False,"[{'days': 'Mo', 'startTime': '16:30', 'endTime': '19:20', 'campus': 'Burnaby'}]",,3
BUS 320,D100,summer,2021,BUS 254 with a minimum grade of C-; 45 units.,BUS 254,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 320,D200,summer,2021,BUS 254 with a minimum grade of C-; 45 units.,BUS 254,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 321,D100,summer,2021,BUS 320 with a minimum grade of C-; 45 units.,BUS 320,False,"[{'days': 'We', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 325,D100,summer,2021,,,False,[],,3
BUS 327,D100,summer,2021,,,False,[],,3
BUS 330,D100,summer,2021,,,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3
BUS 331,D100,summer,2021,"BUS 330 (or BUS 329) with a minimum grade of C-, 45 units.",BUS 330;BUS 329,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3
BUS 336,D100,summer,2021,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; BUS 232, ECON 233, or STAT 270, with a minimum grade of C-; 45 units.",MATH 150;MATH 151;MATH 154;MATH 157;BUS 232;ECON 233;STAT 270,False,"[{'days': 'Tu, Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,4
BUS 336,D200,summer,2021,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; BUS 232, ECON 233, or STAT 270, with a minimum grade of C-; 45 units.",MATH 150;MATH 151;MATH 154;MATH 157;BUS 232;ECON 233;STAT 270,False,"[{'days': 'Tu', 'startTime': '13:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,4
BUS 340,D100,summer,2021,"This course is only open to students admitted to the Business Administration Minor between Fall 2012 - Summer 2016 and who have 45 units, OR to students admitted to the Business Administration Minor Fall 2016 - onwards and who have 45 units, and corequisite BUS 200.",BUS 200,False,"[{'days': 'Tu, Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
BUS 341,D100,summer,2021,"This course is only open to students admitted to the Business Administration Minor between Fall 2012 - Summer 2016 and who have 45 units, OR to students admitted to the Business Administration Minor Fall 2016 - onwards and who have 45 units, and corequisite BUS 200.",BUS 200,False,"[{'days': 'Fr', 'startTime': '9:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,4
BUS 343,D100,summer,2021,45 units.,,False,"[{'days': 'Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 343,D200,summer,2021,45 units.,,False,"[{'days': 'Fr', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,3
BUS 345,D100,summer,2021,"BUS 343, 336, both with a minimum grade of C-; 45 units; OR Data Science majors with BUS 343 with a minimum grade of C- and 45 units.",BUS 343,False,"[{'days': 'Fr', 'startTime': '9:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,4
BUS 346,D100,summer,2021,45 units.,,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 347,D100,summer,2021,BUS 343 with a minimum grade of C-; 45 units.,BUS 343,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 360W,D100,summer,2021,"This course is open to students admitted prior to Fall 2014 to the Business Administration major, honours, or second degree program and who have 45 units, OR to students admitted Fall 2014 - Summer 2017 to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C-, OR to student admitted Fall 2017 - onwards to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C- and BUS 217W with a minimum grade of C-, OR to Business Administration joint major or joint honours students with BUS 217W with a minimum grade of C- and 45 units, OR to Business and Economics Joint Major students with ECON 220W with a minimum grade of C- and 45 units, OR to Mechatronic Systems Engineering and Business Administration double degree students with 45 units, OR to Management Systems Science or Actuarial Science majors with 45 units OR to Data Science major with BUS 217W with a minimum grade of C- and 45 units.",BUS 130;BUS 217W;ECON 220W,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
BUS 360W,D200,summer,2021,"This course is open to students admitted prior to Fall 2014 to the Business Administration major, honours, or second degree program and who have 45 units, OR to students admitted Fall 2014 - Summer 2017 to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C-, OR to student admitted Fall 2017 - onwards to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C- and BUS 217W with a minimum grade of C-, OR to Business Administration joint major or joint honours students with BUS 217W with a minimum grade of C- and 45 units, OR to Business and Economics Joint Major students with ECON 220W with a minimum grade of C- and 45 units, OR to Mechatronic Systems Engineering and Business Administration double degree students with 45 units, OR to Management Systems Science or Actuarial Science majors with 45 units OR to Data Science major with BUS 217W with a minimum grade of C- and 45 units.",BUS 130;BUS 217W;ECON 220W,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
BUS 360W,D300,summer,2021,"This course is open to students admitted prior to Fall 2014 to the Business Administration major, honours, or second degree program and who have 45 units, OR to students admitted Fall 2014 - Summer 2017 to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C-, OR to student admitted Fall 2017 - onwards to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C- and BUS 217W with a minimum grade of C-, OR to Business Administration joint major or joint honours students with BUS 217W with a minimum grade of C- and 45 units, OR to Business and Economics Joint Major students with ECON 220W with a minimum grade of C- and 45 units, OR to Mechatronic Systems Engineering and Business Administration double degree students with 45 units, OR to Management Systems Science or Actuarial Science majors with 45 units OR to Data Science major with BUS 217W with a minimum grade of C- and 45 units.",BUS 130;BUS 217W;ECON 220W,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
BUS 360W,D400,summer,2021,"This course is open to students admitted prior to Fall 2014 to the Business Administration major, honours, or second degree program and who have 45 units, OR to students admitted Fall 2014 - Summer 2017 to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C-, OR to student admitted Fall 2017 - onwards to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C- and BUS 217W with a minimum grade of C-, OR to Business Administration joint major or joint honours students with BUS 217W with a minimum grade of C- and 45 units, OR to Business and Economics Joint Major students with ECON 220W with a minimum grade of C- and 45 units, OR to Mechatronic Systems Engineering and Business Administration double degree students with 45 units, OR to Management Systems Science or Actuarial Science majors with 45 units OR to Data Science major with BUS 217W with a minimum grade of C- and 45 units.",BUS 130;BUS 217W;ECON 220W,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,4
BUS 360W,D500,summer,2021,"This course is open to students admitted prior to Fall 2014 to the Business Administration major, honours, or second degree program and who have 45 units, OR to students admitted Fall 2014 - Summer 2017 to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C-, OR to student admitted Fall 2017 - onwards to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C- and BUS 217W with a minimum grade of C-, OR to Business Administration joint major or joint honours students with BUS 217W with a minimum grade of C- and 45 units, OR to Business and Economics Joint Major students with ECON 220W with a minimum grade of C- and 45 units, OR to Mechatronic Systems Engineering and Business Administration double degree students with 45 units, OR to Management Systems Science or Actuarial Science majors with 45 units OR to Data Science major with BUS 217W with a minimum grade of C- and 45 units.",BUS 130;BUS 217W;ECON 220W,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
BUS 360W,E100,summer,2021,"This course is open to students admitted prior to Fall 2014 to the Business Administration major, honours, or second degree program and who have 45 units, OR to students admitted Fall 2014 - Summer 2017 to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C-, OR to student admitted Fall 2017 - onwards to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C- and BUS 217W with a minimum grade of C-, OR to Business Administration joint major or joint honours students with BUS 217W with a minimum grade of C- and 45 units, OR to Business and Economics Joint Major students with ECON 220W with a minimum grade of C- and 45 units, OR to Mechatronic Systems Engineering and Business Administration double degree students with 45 units, OR to Management Systems Science or Actuarial Science majors with 45 units OR to Data Science major with BUS 217W with a minimum grade of C- and 45 units.",BUS 130;BUS 217W;ECON 220W,False,"[{'days': 'We', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,4
BUS 360W,E200,summer,2021,"This course is open to students admitted prior to Fall 2014 to the Business Administration major, honours, or second degree program and who have 45 units, OR to students admitted Fall 2014 - Summer 2017 to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C-, OR to student admitted Fall 2017 - onwards to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, with a minimum grade of C- and BUS 217W with a minimum grade of C-, OR to Business Administration joint major or joint honours students with BUS 217W with a minimum grade of C- and 45 units, OR to Business and Economics Joint Major students with ECON 220W with a minimum grade of C- and 45 units, OR to Mechatronic Systems Engineering and Business Administration double degree students with 45 units, OR to Management Systems Science or Actuarial Science majors with 45 units OR to Data Science major with BUS 217W with a minimum grade of C- and 45 units.",BUS 130;BUS 217W;ECON 220W,False,"[{'days': 'Th', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,4
BUS 361,D100,summer,2021,45 units.,,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 361,D200,summer,2021,45 units.,,False,"[{'days': 'Th', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 362,D100,summer,2021,BUS 237 with a minimum grade of C-; 45 units; OR Data Science majors with 45 units.,BUS 237,False,"[{'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4
BUS 374,D100,summer,2021,45 units; BUS 272 (or 372) with a minimum grade of C-.,BUS 272,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 381,D100,summer,2021,BUS 272 (or 372) with a minimum grade of C-; 45 units.,BUS 272,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3
BUS 381,E100,summer,2021,BUS 272 (or 372) with a minimum grade of C-; 45 units.,BUS 272,False,"[{'days': 'We', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,3
BUS 393,D100,summer,2021,45 units. BUEC 391 is not to be taken concurrently with BUS 393.,BUEC 391;BUS 393,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3
BUS 393,D200,summer,2021,45 units. BUEC 391 is not to be taken concurrently with BUS 393.,BUEC 391;BUS 393,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 393,E100,summer,2021,45 units. BUEC 391 is not to be taken concurrently with BUS 393.,BUEC 391;BUS 393,False,"[{'days': 'Mo', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",,3
BUS 410,D100,summer,2021,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.",BUS 315,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3
BUS 410,E100,summer,2021,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.",BUS 315,False,"[{'days': 'We', 'startTime': '16:30', 'endTime': '19:20', 'campus': 'Burnaby'}]",,3
BUS 413,D100,summer,2021,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.",BUS 315,False,"[{'days': 'We, Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4
BUS 417,D100,summer,2021,"BUS 315, 360W, both with a minimum grade of C-; 60 units. Recommended: BUS 221.",BUS 315,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,4
BUS 418,D100,summer,2021,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.",BUS 315,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 418,E100,summer,2021,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.",BUS 315,False,"[{'days': 'Mo', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,3
BUS 419,D100,summer,2021,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.",BUS 315,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 420,D100,summer,2021,"BUS 321, 360W, both with a minimum grade of C-; 60 units.",BUS 321,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 420,E100,summer,2021,"BUS 321, 360W, both with a minimum grade of C-; 60 units.",BUS 321,False,"[{'days': 'Tu', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,3
BUS 421,D100,summer,2021,"BUS 207 (or ECON 201 or ECON 301), BUS 321, BUS 360W, all with a minimum grade of C-; 60 units.",BUS 207;ECON 201;ECON 301;BUS 321;BUS 360W,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
BUS 424,D100,summer,2021,"BUS 322 or 319, 336, 360W, all with a minimum grade of C-; 60 units.",BUS 322,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
BUS 426,D100,summer,2021,"BUS 321, 360W, both with a minimum grade of C-; 60 units.",BUS 321,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Michael Favere-Marchesi,3
BUS 426,E100,summer,2021,"BUS 321, 360W, both with a minimum grade of C-; 60 units.",BUS 321,False,"[{'days': 'Mo', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",Michael Favere-Marchesi,3
BUS 430,D100,summer,2021,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,BUS 360W,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3
