course,section,term,year,prereq_text,prereq_codes,prereq_unparseable,schedule,instructors,units
CMPT 300,D100,summer,2021,"CMPT 225 and (CMPT 295 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.",CMPT 225;CMPT 295;ENSC 251;ENSC 252,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Harinder Khangura,3
CMPT 307,D100,summer,2021,"CMPT 225, MACM 201, MATH 151 (or MATH 150), and MATH 232 or 240, all with a minimum grade of C-.",CMPT 225;MACM 201;MATH 151;MATH 150;MATH 232,False,"[{'days': 'Mo, We, Fr', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",David Mitchell,3
CMPT 310,D100,summer,2021,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.",CMPT 225;MACM 101;ENSC 251;ENSC 252,False,"[{'days': 'We', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Toby Donaldson;Milan Tofiloski,3
CMPT 320,D100,summer,2021,A CMPT course with a minimum grade of C- and 45 units.,,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Harinder Khangura;Jacqueline Nelsen,3
CMPT 340,D100,summer,2021,"Completion of 60 units including one of CMPT 125, 126, 128, 135, with a minimum grade of C- or CMPT 102 with a grade of B or higher.",CMPT 125;CMPT 102,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Ghassan Hamarneh,3
CMPT 353,D100,summer,2021,"CMPT 225 and (STAT 101, STAT 270, ENSC 280, or MSE 210), with a minimum grade of C-.",CMPT 225;STAT 101;STAT 270;ENSC 280;MSE 210,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Gregory Baker,3
CMPT 354,D100,summer,2021,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.",CMPT 225;MACM 101;ENSC 251;ENSC 252,False,"[{'days': 'Mo', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Jack Thomas,3
CMPT 363,D100,summer,2021,CMPT 225 with a minimum grade of C-.,CMPT 225,False,"[{'days': 'Tu', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",Victor Cheung,3
CMPT 365,D100,summer,2021,CMPT 225 with a minimum grade of C-.,CMPT 225,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Jiangchuan Liu,3
CMPT 371,D100,summer,2021,"CMPT 225 and (MATH 151 or MATH 150), with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 151 (MATH 150).",CMPT 225;MATH 151;MATH 150;MATH 154;MATH 157,False,"[{'days': 'Mo, We, Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Janice Regan,3
CMPT 376W,D200,summer,2021,"CMPT 105W and (CMPT 275 or CMPT 276), with a minimum grade of C-.",CMPT 105W;CMPT 275;CMPT 276,False,"[{'days': 'Mo, We, Fr', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Steve Pearce,3
CMPT 379,D100,summer,2021,"MACM 201, (CMPT 295 or ENSC 215) and CMPT 225, all with a minimum grade of C-.",MACM 201;CMPT 295;ENSC 215;CMPT 225,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Thomas Shermer,3
CMPT 383,D100,summer,2021,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.",CMPT 225;MACM 101;ENSC 251;ENSC 252,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Gregory Baker,3
CMPT 409,D100,summer,2021,CMPT 307 with a minimum grade of C-.,CMPT 307,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Steve Pearce,3
CMPT 431,D100,summer,2021,"CMPT 300, 371, both with a minimum grade of C-.",CMPT 300,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Alaa Alameldeen,3
CMPT 454,D100,summer,2021,"CMPT 300 and 354, with a minimum grade of C-.",CMPT 300,False,"[{'days': 'Mo, We, Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Ouldooz Baghban Karimi,3
CMPT 459,D100,summer,2021,CMPT 354 with a minimum grade of C-.,CMPT 354,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Jian Pei,3
CMPT 470,E100,summer,2021,"(CMPT 275 or CMPT 276) and CMPT 354, with a minimum grade of C-.",CMPT 275;CMPT 276;CMPT 354,False,"[{'days': 'Th', 'startTime': '17:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",Bobby Chan,3
CMPT 471,D100,summer,2021,"CMPT 300 and 371, with a minimum grade of C-.",CMPT 300,False,"[{'days': 'Mo, We, Fr', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Janice Regan,3
CMPT 479,D100,summer,2021,CMPT 300 with a minimum grade of C-.,CMPT 300,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Tao Wang,3
CMPT 489,D100,summer,2021,CMPT 383 with a minimum grade of C-.,CMPT 383,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,3
ENSC 195,D100,summer,2021,,,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
ENSC 196,D100,summer,2021,,,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
ENSC 220,D100,summer,2021,"(PHYS 121 or PHYS 126 or PHYS 141), ENSC 120, MATH 232 and (MATH 260 or MATH 310), all with a minimum grade of C-. MATH 232 and/or (MATH 260 or MATH 310) may be taken concurrently.",PHYS 121;PHYS 126;PHYS 141;ENSC 120;MATH 232;MATH 260;MATH 310,False,"[{'days': 'Tu, Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,4
ENSC 225,E100,summer,2021,"(ENSC 220 or MSE 250), MATH 232, and (MATH 260 or MATH 310), all with a minimum grade of C-.",ENSC 220;MSE 250;MATH 232;MATH 260;MATH 310,False,"[{'days': 'Mo, We', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",,4
ENSC 251,D100,summer,2021,"CMPT 128 or CMPT 135 or (CMPT 125 and CMPT 127), all with a minimum grade of C-.",CMPT 128;CMPT 135;CMPT 125;CMPT 127,False,"[{'days': 'Mo, We', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,4
ENSC 254,D100,summer,2021,"(ENSC 251 & ENSC 252) or (CMPT 150 & CMPT 225 & enrolled as a Computing Science Major), all with a minimum grade of C-. ENSC 254 is a required course for all Engineering Science Majors and Honours students (no course substitutions are permitted).",ENSC 251;ENSC 252;CMPT 150;CMPT 225;ENSC 254,False,"[{'days': 'Tu, Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,4
ENSC 280,D100,summer,2021,"((PHYS 121 and ENSC 120) or PHYS 141) and (MATH 251 and MATH 232), all with a minimum grade of C-. MATH 251 and/or MATH 232 may be taken concurrently with ENSC 280. Engineering Science Majors and Honours students are required to take ENSC 280 (no course substitutions will be accepted).",PHYS 121;ENSC 120;PHYS 141;MATH 251;MATH 232;ENSC 280,False,"[{'days': 'Mo, We', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,4
ENSC 295,D100,summer,2021,ENSC 195 or 196.,ENSC 195,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
ENSC 295,D200,summer,2021,ENSC 195 or 196.,ENSC 195,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
ENSC 320,D100,summer,2021,"(ENSC 220 or MSE 250), MATH 232, and (MATH 260 or MATH 310), all with a minimum grade of C-.",ENSC 220;MSE 250;MATH 232;MATH 260;MATH 310,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4
ENSC 395,D100,summer,2021,ENSC 295 or 296 and a minimum of 75 units.,ENSC 295,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:00', 'endTime': '20:00', 'campus': None}]",,3
ENSC 406,D100,summer,2021,"100 units including one of ENSC 100, ENSC 106, CMPT 106, or MSE 102, with a minimum grade of C-.",ENSC 100;ENSC 106;CMPT 106;MSE 102,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,2
ENSC 425,D100,summer,2021,"ENSC 320, ENSC 325, (ENSC 380 or MSE 280), all with a minimum grade of C- and a minimum of 80 units.",ENSC 320;ENSC 325;ENSC 380;MSE 280,False,"[{'days': 'Tu, Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
ENSC 429,D100,summer,2021,"(ENSC 327 or ENSC 328), (ENSC 380 or MSE 280), all with a minimum grade of C- and a minimum of 80 units.",ENSC 327;ENSC 328;ENSC 380;MSE 280,False,"[{'days': 'We, Fr', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,4
ENSC 440,D100,summer,2021,ENSC 405W with a minimum grade of C-. Students will be automatically enrolled in ENSC 440 in the term immediately following successful completion of ENSC 405W.,ENSC 405W;ENSC 440,False,"[{'days': 'We', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,3
ENSC 462,D100,summer,2021,To be determined by the instructor subject to approval by the department chair.,,True,"[{'days': 'Mo, We', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4
ENSC 470,E100,summer,2021,"Completion of 80 units including (PHYS 121 or 126 or 141) and (MATH 260 or MATH 310), with a minimum grade of C-.",PHYS 121;MATH 260;MATH 310,False,"[{'days': 'We, Fr', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,4
ENSC 482,D100,summer,2021,"MATH 232, MACM 316, (ENSC 280 or MSE 210 or PHYS 231), all with a minimum grade of C- and a minimum of 80 units.",MATH 232;MACM 316;ENSC 280;MSE 210;PHYS 231,False,"[{'days': 'Mo, We', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4
MSE 100,D100,summer,2021,,,False,"[{'days': 'Mo', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Krishna Vijayaraghavan,3
MSE 102,D100,summer,2021,,,False,[],Helen Bailey,3
MSE 293,D100,summer,2021,,,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:30', 'endTime': '16:50', 'campus': None}]",,3
MSE 294,D100,summer,2021,,,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:30', 'endTime': '16:50', 'campus': None}]",,3
MSE 300,D100,summer,2021,More than 75 units.,,False,"[{'days': 'We', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Ramtin Rakhsha,3
MSE 311,D100,summer,2021,"MSE 222 (or ENSC 282), MSE 251 (or ENSC 226).",MSE 222;ENSC 282;MSE 251;ENSC 226,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Behraad Bahreyni,3
MSE 312,D100,summer,2021,"MSE 110 (or ENSC 182), MSE 320 (or ENSC 382), MSE 381 (or ENSC 383). MSE 381 may be taken concurrently.",MSE 110;ENSC 182;MSE 320;ENSC 382;MSE 381;ENSC 383,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Carolyn Sparrey;Helen Bailey;Mehrdad Moallem,4
MSE 353,D100,summer,2021,MSE 251 (previously ENSC 226).,MSE 251;ENSC 226,False,"[{'days': 'Mo', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",Patrick Palmer,4
MSE 381,D100,summer,2021,MSE 280 (or ENSC 380).,MSE 280;ENSC 380,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Mohammad Narimani,4
MSE 393,I100,summer,2021,MSE 293 or 294.,MSE 293,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:30', 'endTime': '16:50', 'campus': None}]",,3
MSE 405W,D100,summer,2021,MSE 300 or ENSC 311.,MSE 300;ENSC 311,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Maureen Hindy,4
MSE 405W,D200,summer,2021,MSE 300 or ENSC 311.,MSE 300;ENSC 311,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,4
MSE 450,D100,summer,2021,"MSE 352, MSE 381 (or ENSC 383), and completion of 90 units.",MSE 352;MSE 381;ENSC 383,False,"[{'days': 'Mo', 'startTime': '9:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
MSE 481,D100,summer,2021,MSE 352 (or ENSC 252) and MSE 381 (or ENSC 383) and a minimum of 80 credits.,MSE 352;ENSC 252;MSE 381;ENSC 383,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Mohammad Narimani,3
MSE 493,D100,summer,2021,MSE 393 or 394 and a minimum of 75 units.,MSE 393,False,"[{'days': 'Mo, Tu, We, Th, Fr', 'startTime': '8:30', 'endTime': '16:50', 'campus': None}]",,3
SEE 221,D100,summer,2021,"PHYS 140, MATH 152.",PHYS 140;MATH 152,False,"[{'days': 'Mo, We', 'startTime': '13:30', 'endTime': '14:50', 'campus': 'Burnaby'}]",,4
SEE 230,D100,summer,2021,"PHYS 141, MATH 232. Corequisite: (MATH 260 or MATH 310).",PHYS 141;MATH 232;MATH 260;MATH 310,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4
SEE 241,D100,summer,2021,"PHYS 141, MATH 232. Corequisite: MATH 251.",PHYS 141;MATH 232;MATH 251,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",,3
SEE 300,D100,summer,2021,A minimum of 75 units.,,False,"[{'days': 'Mo', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,3
SEE 310,D100,summer,2021,"Completion of one co-op work term; SEE 251, 224, 242.",SEE 251,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4
SEE 324,D100,summer,2021,"PHYS 141, SEE 224, SEE 225.",PHYS 141;SEE 224;SEE 225,False,"[{'days': 'We', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
SEE 331,D100,summer,2021,SEE 231 and SEE 251.,SEE 231;SEE 251,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",,4
SEE 332,D100,summer,2021,"SEE 251, SEE 331.",SEE 251;SEE 331,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3
SEE 341,D100,summer,2021,"SEE 242, SEE 230.",SEE 242;SEE 230,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3
SEE 342,D100,summer,2021,SEE 341.,SEE 341,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,4
SEE 351,D100,summer,2021,"(MATH 260 or MATH 310), and SEE 224. Corequisite: SEE 324.",MATH 260;MATH 310;SEE 224;SEE 324,False,"[{'days': 'We', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3
SEE 352,D100,summer,2021,"SEE 222, SEE 224, SEE 331.",SEE 222;SEE 224;SEE 331,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",,3
SEE 354,D100,summer,2021,"SEE 222, SEE 331, SEE 324.",SEE 222;SEE 331;SEE 324,False,"[{'days': 'We', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3
CHIN 100,D100,summer,2021,,,False,"[{'days': 'Tu, Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Jia Fei,3
CHIN 100,D300,summer,2021,,,False,"[{'days': 'We, Fr', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Jia Fei,3
CHIN 101,D100,summer,2021,CHIN 100 or equivalent.,CHIN 100,False,"[{'days': 'Tu, Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Billie Ng,3
COGS 100,D100,summer,2021,Open to all students.,,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Jeremy Turner,3
COGS 110,D100,summer,2021,,,False,"[{'days': 'We', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3
CRIM 101,C100,summer,2021,,,False,[],David Macalister,3
CRIM 101,D100,summer,2021,,,False,"[{'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Tamie Fennig,3
CRIM 103,C100,summer,2021,PSYC 100 and 102 are recommended.,PSYC 100,False,[],Jennifer Wong,3
CRIM 104,C100,summer,2021,SA 150 is recommended.,SA 150,False,[],Farzana Kara,3
CRIM 131,D100,summer,2021,,,False,"[{'days': 'Mo', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",Keiron McConnell,3
CRIM 135,C100,summer,2021,,,False,[],Helene Love,3
CRIM 220,D100,summer,2021,Any 100 division CRIM course is recommended.,,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",Tamie Fennig,3
CRIM 300W,C100,summer,2021,CRIM 101.,CRIM 101,False,[],Alexandra Lysova,3
CRIM 300W,D900,summer,2021,CRIM 101.,CRIM 101,False,"[{'days': 'Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Valerie Spicer,3
CRIM 317,D100,summer,2021,CRIM 101.,CRIM 101,False,"[{'days': 'Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Amy Conroy,3
CRIM 320,C100,summer,2021,CRIM 101; one of CRIM 120 or 220. CRIM 320 may be taken concurrently with CRIM 321.,CRIM 101;CRIM 120;CRIM 320;CRIM 321,False,[],Cristina Pastia,3
CRIM 321,C100,summer,2021,CRIM 101; one of CRIM 120 or 220. This course may be taken concurrently with CRIM 320.,CRIM 101;CRIM 120;CRIM 320,False,[],Alissa Greer;Jennifer Kusz,3
CRIM 321,D100,summer,2021,CRIM 101; one of CRIM 120 or 220. This course may be taken concurrently with CRIM 320.,CRIM 101;CRIM 120;CRIM 320,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Tamie Fennig,3
CRIM 330,C100,summer,2021,CRIM 101 and 230.,CRIM 101,False,[],Helene Love,3
CRIM 335,D100,summer,2021,CRIM 101 and CRIM 135.,CRIM 101;CRIM 135,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Amy Conroy,3
CRIM 343,D100,summer,2021,CRIM 101. Recommended: CRIM 241.,CRIM 101,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Danielle Murdoch,3
CRIM 355,C100,summer,2021,45 units.,,False,[],Suzanna Michener,3
CRIM 380,C100,summer,2021,CRIM 101.,CRIM 101,False,[],Richard Frank;Logan Macnair,3
CRIM 402,C100,summer,2021,CRIM 101.,CRIM 101,False,[],Vienna Lam,3
CRIM 413,C100,summer,2021,CRIM 101.,CRIM 101,False,[],Garth Davies;Maike Knoechelmann,3
