Date,Faculty,Subject,CatNbr,Level,Credit,Course Title,Sect,Type,MaxEnrol,Location,ActEnrol,NonCoopAFTE,CoopAFTE,TotAFTE,SeatsRemaining,%CapRemaining,%Filled,Status,CrsFlag,LastSemTaught5Yrs,#SemTaught2Yrs
04-Jul,ARTS,FREN,417,400,3,Topics in Structure of French,D100,SEM,21,BURNABY,3,0.3,0.0,0.3,18,86%,14%,,REG,1187,Not taught in last 2 yrs
04-Jul,ARTS,FREN,440,400,3,Topics in French Genre Studies,D100,SEM,21,BURNABY,1,0.1,0.0,0.1,20,95%,5%,,REG,1217,2
04-Jul,ARTS,FREN,452,400,3,Francophone Cultures or Cinema,D100,SEM,21,BURNABY,5,0.5,0.0,0.5,16,76%,24%,,REG,1217,2
04-Jul,ARTS,GA,101,100,3,Introduction to Global Asia,D100,LEC,71,BURNABY,6,0.6,0.0,0.6,65,92%,8%,,REG,1221,4
04-Jul,ARTS,GA,200,200,3,Intro to Chinese Civilization,D100,LEC,40,BURNABY,2,0.2,0.0,0.2,38,95%,5%,,REG,1217,2
04-Jul,ARTS,GA,301,300,3,Experiences and Perspectives,D100,SEM,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1201,Not taught in last 2 yrs
04-Jul,ARTS,GA,400,400,3,Selected Topics in Global Asia,D100,SEM,20,BURNABY,1,0.1,0.0,0.1,19,95%,5%,,REG,1221,3
04-Jul,ARTS,GERM,100,100,3,Introductory German I,D200,TUT,19,BURNABY,2,0.2,0.0,0.2,17,89%,11%,,REG,1224,3
04-Jul,ARTS,GERM,100,100,3,Introductory German I,D300,TUT,19,BURNABY,1,0.1,0.0,0.1,18,95%,5%,,REG,1224,3
04-Jul,ARTS,GERM,200,200,3,Intermediate German I,D100,TUT,25,BURNABY,3,0.3,0.0,0.3,22,88%,12%,,REG,1217,1
04-Jul,ARTS,GERM,300,300,3,Advanced German,D100,SEM,25,BURNABY,3,0.3,0.0,0.3,22,88%,12%,,REG,1221,1
04-Jul,ARTS,GERO,101,100,3,Aging and Society,D100,LEC,25,BURNABY,6,0.6,0.0,0.6,19,76%,24%,,REG,1221,2
04-Jul,ARTS,GERO,302,300,3,Health Promotion and Aging,D100,SEM,30,HRBRCNTR,1,0.1,0.0,0.1,29,97%,3%,,REG,1194,Not taught in last 2 yrs
04-Jul,ARTS,GERO,410,400,3,Special Topics Gerontology I,E100,SEM,30,HRBRCNTR,1,0.1,0.0,0.1,29,97%,3%,,REG,1217,1
04-Jul,ARTS,GERO,420,400,4,Sociology of Aging,C100,OLC,35,BURNABY,1,0.1,0.0,0.1,34,97%,3%,,REG,1224,6
04-Jul,ARTS,GRK,100,100,3,Introductory Modern Greek I,B100,OLC,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1217,1
04-Jul,ARTS,GSWS,100,100,3,Sex Talk,D100,LEC,264,BURNABY,31,3.1,0.0,3.1,233,88%,12%,,REG,1224,4
04-Jul,ARTS,GSWS,101,100,3,Gender Talk,D900,LEC,60,SURREY,4,0.4,0.0,0.4,56,93%,7%,,REG,1221,5
04-Jul,ARTS,GSWS,101,100,3,Gender Talk,OL01,OLC,222,BURNABY,19,1.9,0.0,1.9,203,91%,9%,,REG,1221,5
04-Jul,ARTS,GSWS,102,100,3,Feminist Action,OL01,OLC,80,BURNABY,13,1.3,0.0,1.3,67,84%,16%,,REG,1221,3
04-Jul,ARTS,GSWS,205,200,3,Gender and Popular Culture,D100,LEC,50,BURNABY,9,0.9,0.0,0.9,41,82%,18%,,REG,1221,3
04-Jul,ARTS,GSWS,305,300,4,Gender - Paid & Unpaid Labour,D100,LEC,15,BURNABY,6,0.8,0.0,0.8,9,60%,40%,,REG,1217,1
04-Jul,ARTS,GSWS,312,300,4,"Immigrants, Women Migration",D100,SEM,40,BURNABY,4,0.5,0.0,0.5,36,90%,10%,,REG,1217,3
04-Jul,ARTS,GSWS,316,300,4,Disciplining Sex: Fem. Science,B100,SEM,65,BURNABY,27,3.6,0.0,3.6,38,58%,42%,,REG,1221,2
04-Jul,ARTS,GSWS,320,300,4,"Special Topics Gender, Sex, WS",E100,LEC,40,BURNABY,7,0.9,0.0,0.9,33,83%,18%,,REG,1221,5
04-Jul,ARTS,GSWS,321,300,4,Special Topics Women's Studies,D100,LEC,40,BURNABY,5,0.7,0.0,0.7,35,88%,13%,,REG,1221,5
04-Jul,ARTS,GSWS,321,300,4,Special Topics Women's Studies,E100,LEC,40,BURNABY,3,0.4,0.0,0.4,37,93%,8%,,REG,1221,5
04-Jul,ARTS,GSWS,350,300,4,Public Policy for Women,D100,LEC,40,BURNABY,5,0.7,0.0,0.7,35,88%,13%,,REG,1187,Not taught in last 2 yrs
04-Jul,ARTS,HIST,101,100,3,Can to Confederation,D100,LEC,153,BURNABY,21,2.1,0.0,2.1,132,86%,14%,,REG,1217,4
04-Jul,ARTS,HIST,102W,100,3,Canada since Confederation,B100,LEC,60,SURREY,1,0.1,0.0,0.1,59,98%,2%,,REG,1224,6
04-Jul,ARTS,HIST,102W,100,3,Canada since Confederation,F100,LEC,20,BURNABY,4,0.4,0.0,0.4,16,80%,20%,,REG,1224,6
04-Jul,ARTS,HIST,130,100,3,Introduction to Global History,B100,OLC,68,BURNABY,11,1.1,0.0,1.1,57,84%,16%,,REG,1217,2
04-Jul,ARTS,HIST,130,100,3,Introduction to Global History,B900,OLC,34,SURREY,1,0.1,0.0,0.1,33,97%,3%,,REG,1217,2
04-Jul,ARTS,HIST,135,100,3,Capitalism,D100,LEC,60,BURNABY,8,0.8,0.0,0.8,52,87%,13%,,REG,1207,1
04-Jul,ARTS,HIST,146,100,3,Africa after Slave Trade,B100,OLC,40,BURNABY,5,0.5,0.0,0.5,35,88%,13%,,REG,1217,2
04-Jul,ARTS,HIST,151,100,3,Modern Middle East,D100,LEC,71,BURNABY,6,0.6,0.0,0.6,65,92%,8%,,REG,1221,4
04-Jul,ARTS,HIST,200,200,3,Making History,D100,SEM,20,BURNABY,4,0.4,0.0,0.4,16,80%,20%,,REG,1224,3
04-Jul,ARTS,HIST,212,200,3,The U.S. to 1877,D100,LEC,30,BURNABY,3,0.3,0.0,0.3,27,90%,10%,,REG,1217,2
04-Jul,ARTS,HIST,224,200,3,Europe:Fr.Rev.-W.W.I,D100,LEC,71,BURNABY,10,1.0,0.0,1.0,61,86%,14%,,REG,1217,1
04-Jul,ARTS,HIST,254,200,3,China to 1800,D100,LEC,102,BURNABY,6,0.6,0.0,0.6,96,94%,6%,,REG,1217,2
04-Jul,ARTS,HIST,265,200,3,Revolutionary Age to Present,D100,LEC,25,BURNABY,3,0.3,0.0,0.3,22,88%,12%,,REG,1217,2
04-Jul,ARTS,HIST,276,200,3,History of Mediterranean,D100,LEC,15,BURNABY,1,0.1,0.0,0.1,14,93%,7%,,REG,1197,Not taught in last 2 yrs
04-Jul,ARTS,HIST,300,300,4,Historiography,D100,LEC,20,BURNABY,7,0.9,0.0,0.9,13,65%,35%,,REG,1217,2
04-Jul,ARTS,HIST,327,300,4,Canadian Labour,D100,LEC,30,BURNABY,5,0.7,0.0,0.7,25,83%,17%,,REG,1201,Not taught in last 2 yrs
04-Jul,ARTS,HIST,334,300,4,The Making of Imperial Russia,D100,LEC,40,BURNABY,3,0.4,0.0,0.4,37,93%,8%,,REG,1204,Not taught in last 2 yrs
04-Jul,ARTS,HIST,338,300,4,World War II,OL01,OLC,60,BURNABY,7,0.9,0.0,0.9,53,88%,12%,,REG,1224,6
04-Jul,ARTS,HIST,350,300,4,The Ottoman Empire and Turkey,D100,LEC,30,BURNABY,2,0.3,0.0,0.3,28,93%,7%,,REG,1207,1
04-Jul,ARTS,HIST,352,300,4,Religion and Politics in Iran,D100,LEC,30,BURNABY,2,0.3,0.0,0.3,28,93%,7%,,REG,1217,2
04-Jul,ARTS,HIST,366,300,4,Social Cultural Hist Mod China,D100,LEC,40,BURNABY,3,0.4,0.0,0.4,37,93%,8%,,REG,1197,Not taught in last 2 yrs
04-Jul,ARTS,HIST,382,300,4,African-American History,B100,OLC,35,BURNABY,5,0.7,0.0,0.7,30,86%,14%,,REG,1207,1
04-Jul,ARTS,HIST,400,400,4,Methodology,D100,SEM,13,BURNABY,5,0.7,0.0,0.7,8,62%,38%,,REG,1217,2
04-Jul,ARTS,HIST,401,400,4,Problems Modern German Hist,D100,SEM,20,BURNABY,1,0.1,0.0,0.1,19,95%,5%,,REG,1217,2
04-Jul,ARTS,HIST,415,400,4,Victorian Britain,D100,SEM,20,BURNABY,2,0.3,0.0,0.3,18,90%,10%,,REG,1197,Not taught in last 2 yrs
04-Jul,ARTS,HIST,424,400,4,Problems Cultural Hist Canada,D100,SEM,20,BURNABY,4,0.5,0.0,0.5,16,80%,20%,,REG,1221,2
04-Jul,ARTS,HIST,425W,400,4,Gender and History,D100,SEM,20,BURNABY,1,0.1,0.0,0.1,19,95%,5%,,REG,1217,2
04-Jul,ARTS,HIST,427,400,4,Topics in Indigenous Histories,D100,SEM,20,BURNABY,5,0.7,0.0,0.7,15,75%,25%,,REG,1217,2
04-Jul,ARTS,HIST,438W,400,4,History British Empire,D100,LEC,20,BURNABY,1,0.1,0.0,0.1,19,95%,5%,,REG,1217,3
04-Jul,ARTS,HIST,463W,400,4,Resistance/Rebellion,D100,LEC,20,BURNABY,4,0.5,0.0,0.5,16,80%,20%,,REG,1217,2
04-Jul,ARTS,HUM,101W,100,3,Introduction to the Humanities,D100,LEC,135,BURNABY,4,0.4,0.0,0.4,131,97%,3%,,REG,1224,6
04-Jul,ARTS,HUM,102W,100,3,Classical Mythology,D900,LEC,40,SURREY,3,0.3,0.0,0.3,37,93%,8%,,REG,1224,6
04-Jul,ARTS,HUM,102W,100,3,Classical Mythology,OL01,OLC,84,BURNABY,8,0.8,0.0,0.8,76,90%,10%,,REG,1224,6
04-Jul,ARTS,HUM,106,100,3,Art and the Humanities,D100,LEC,40,BURNABY,4,0.4,0.0,0.4,36,90%,10%,,REG,Not taught in last 5 yrs,Not taught in last 2 yrs
04-Jul,ARTS,HUM,110,100,3,The Greek World,D100,LEC,40,BURNABY,9,0.9,0.0,0.9,31,78%,23%,,REG,1217,1
04-Jul,ARTS,HUM,130,100,3,Intro to Religious Studies,D100,LEC,89,BURNABY,4,0.4,0.0,0.4,85,96%,4%,,REG,1224,6
04-Jul,ARTS,HUM,130,100,3,Intro to Religious Studies,OL01,OLC,90,BURNABY,9,0.9,0.0,0.9,81,90%,10%,,REG,1224,6
04-Jul,ARTS,HUM,150,100,3,Warfare in the Hellenic World,D900,LEC,40,SURREY,2,0.2,0.0,0.2,38,95%,5%,,REG,1217,2
04-Jul,ARTS,HUM,203,200,3,Asian Thought and Literature,D100,LEC,40,BURNABY,4,0.4,0.0,0.4,36,90%,10%,,REG,1217,2
04-Jul,ARTS,HUM,231,200,3,Daily Life in Greece and Rome,D100,LEC,20,BURNABY,1,0.1,0.0,0.1,19,95%,5%,,REG,1217,1
04-Jul,ARTS,HUM,277,200,3,History of Greek Civilization,OL01,OLC,45,BURNABY,2,0.2,0.0,0.2,43,96%,4%,,REG,1224,5
04-Jul,ARTS,HUM,309,300,4,Literatures and Arts-Cultures,B100,SEM,30,BURNABY,6,0.8,0.0,0.8,24,80%,20%,,REG,1221,4
04-Jul,ARTS,HUM,318,300,4,Heroines in Greece and Beyond,B100,SEM,30,BURNABY,4,0.5,0.0,0.5,26,87%,13%,,REG,1217,1
04-Jul,ARTS,HUM,321W,300,4,Humanities/Critical Thinking,B100,SEM,30,HRBRCNTR,1,0.1,0.0,0.1,29,97%,3%,,REG,1221,3
04-Jul,ARTS,HUM,330,300,4,Religions in Context,D100,SEM,30,BURNABY,3,0.4,0.0,0.4,27,90%,10%,,REG,1221,4
04-Jul,ARTS,HUM,332,300,4,Mythology in Context,B100,SEM,30,BURNABY,5,0.7,0.0,0.7,25,83%,17%,,REG,1211,1
04-Jul,ARTS,HUM,340,300,4,Great Cities,D100,SEM,30,BURNABY,2,0.3,0.0,0.3,28,93%,7%,,REG,1224,6
04-Jul,ARTS,HUM,350,300,4,Great Figures,B100,SEM,30,BURNABY,2,0.3,0.0,0.3,28,93%,7%,,REG,1217,3
04-Jul,ARTS,HUM,360,300,4,Themes: Humanistic Tradition,B100,SEM,30,BURNABY,3,0.4,0.0,0.4,27,90%,10%,,REG,1224,4
04-Jul,ARTS,INDG,101,100,3,Intro to Indigenous Studies,D100,LEC,110,BURNABY,18,1.8,0.0,1.8,92,84%,16%,,REG,1224,6
04-Jul,ARTS,INDG,101,100,3,Intro to Indigenous Studies,D200,LEC,30,BURNABY,13,1.3,0.0,1.3,17,57%,43%,,REG,1224,6
04-Jul,ARTS,INDG,101,100,3,Intro to Indigenous Studies,D900,LEC,30,SURREY,1,0.1,0.0,0.1,29,97%,3%,,REG,1224,6
04-Jul,ARTS,INDG,101,100,3,Intro to Indigenous Studies,OL01,OLC,60,BURNABY,16,1.6,0.0,1.6,44,73%,27%,,REG,1224,6
04-Jul,ARTS,INDG,201W,200,3,Indigenous Perspective on Hist,D100,LEC,30,BURNABY,3,0.3,0.0,0.3,27,90%,10%,,REG,1224,6
04-Jul,ARTS,INDG,201W,200,3,Indigenous Perspective on Hist,OL01,OLC,30,BURNABY,9,0.9,0.0,0.9,21,70%,30%,,REG,1224,6
04-Jul,ARTS,INDG,210,200,3,Indigenous Digital Media Intro,OL01,OLC,30,BURNABY,1,0.1,0.0,0.1,29,97%,3%,,REG,1221,1
04-Jul,ARTS,INDG,211,200,3,Residential Schools Research,B100,LEC,30,BURNABY,5,0.5,0.0,0.5,25,83%,17%,,REG,Not taught in last 5 yrs,Not taught in last 2 yrs
04-Jul,ARTS,INDG,232,200,3,Ethnoecology in INDG Studies,D100,LEC,30,BURNABY,4,0.4,0.0,0.4,26,87%,13%,,REG,1217,2
04-Jul,ARTS,INDG,286,200,3,Indigenous Peoples & BC: Intro,B100,LEC,30,BURNABY,4,0.4,0.0,0.4,26,87%,13%,,REG,1217,1
04-Jul,ARTS,INDG,301,300,3,Applied INDG Studies Research,D100,SEM,30,BURNABY,3,0.3,0.0,0.3,27,90%,10%,,REG,1217,2
04-Jul,ARTS,INDG,333,300,3,Indigenous Ethnozoology,OL01,OLC,30,BURNABY,11,1.1,0.0,1.1,19,63%,37%,,REG,1211,1
04-Jul,ARTS,INDG,401,400,3,Indig Peoples & Public Policy,D100,SEM,18,BURNABY,6,0.6,0.0,0.6,12,67%,33%,,REG,1221,3
04-Jul,ARTS,INDG,419,400,3,Aboriginal/Indigenous Justice,OL01,OLC,15,BURNABY,4,0.4,0.0,0.4,11,73%,27%,,REG,1207,1
04-Jul,ARTS,INDG,422,400,3,Special Topics in INDG,D100,SEM,18,BURNABY,3,0.3,0.0,0.3,15,83%,17%,,REG,1224,1
04-Jul,ARTS,INDG,433,400,4,Indig Envmntl Justice/Activism,D100,LEC,18,BURNABY,3,0.4,0.0,0.4,15,83%,17%,,REG,1221,1
04-Jul,ARTS,IS,101,100,3,Intro to International Studies,D100,LEC,115,BURNABY,15,1.5,0.0,1.5,100,87%,13%,,REG,1224,6
04-Jul,ARTS,IS,101,100,3,Intro to International Studies,D900,LEC,60,SURREY,1,0.1,0.0,0.1,59,98%,2%,,REG,1224,6
04-Jul,ARTS,IS,200,200,3,Security and Global Governance,D100,LEC,80,BURNABY,10,1.0,0.0,1.0,70,88%,13%,,REG,1221,3
04-Jul,ARTS,IS,210,200,3,Comparative World Politics,D100,LEC,100,BURNABY,8,0.8,0.0,0.8,92,92%,8%,,REG,1221,2
04-Jul,ARTS,IS,221,200,3,Workers in the Global Economy,D100,LEC,5,HRBRCNTR,1,0.1,0.0,0.1,4,80%,20%,,REG,1221,4
04-Jul,ARTS,IS,230,200,3,Beyond the Nation-State,D100,LEC,96,BURNABY,7,0.7,0.0,0.7,89,93%,7%,,REG,1221,2
04-Jul,ARTS,IS,265,200,3,Revolutionary Age to Present,D100,LEC,75,BURNABY,5,0.5,0.0,0.5,70,93%,7%,,REG,1217,2
04-Jul,ARTS,IS,300,300,4,Research Methods in IS,D100,SEM,35,HRBRCNTR,2,0.3,0.0,0.3,33,94%,6%,,REG,1221,4
04-Jul,ARTS,IS,305,300,4,Global Resistance & Protest,E100,LEC,35,HRBRCNTR,5,0.7,0.0,0.7,30,86%,14%,,REG,1217,2
04-Jul,ARTS,IS,306,300,4,State Failure & Reconstruction,D100,SEM,20,BURNABY,3,0.4,0.0,0.4,17,85%,15%,,REG,1221,2
04-Jul,ARTS,IS,309,300,4,Spec. Top. Security & Conflict,D100,LEC,35,HRBRCNTR,2,0.3,0.0,0.3,33,94%,6%,,REG,1221,3
04-Jul,ARTS,IS,322,300,4,Central Asia: Conflict & Sec.,D100,LEC,31,HRBRCNTR,6,0.8,0.0,0.8,25,81%,19%,,REG,1217,2
04-Jul,ARTS,IS,329,300,4,Special Topics in Development,D100,LEC,30,HRBRCNTR,5,0.7,0.0,0.7,25,83%,17%,,REG,1221,2
04-Jul,ARTS,IS,350W,300,4,Seminar on Global Problems,D100,SEM,25,HRBRCNTR,3,0.4,0.0,0.4,22,88%,12%,,REG,1224,6
04-Jul,ARTS,IS,402,400,4,Global Security Governance,D100,SEM,17,HRBRCNTR,2,0.3,0.0,0.3,15,88%,12%,,REG,1217,2
04-Jul,ARTS,IS,410,400,4,"Politics, Institutions",D100,SEM,5,HRBRCNTR,3,0.4,0.0,0.4,2,40%,60%,,REG,1221,2
04-Jul,ARTS,IS,451,400,4,Seminar on Core Texts,D100,SEM,25,HRBRCNTR,2,0.3,0.0,0.3,23,92%,8%,,REG,1224,6
04-Jul,ARTS,ITAL,100,100,3,Intro Italian I,B100,OLC,75,BURNABY,11,1.1,0.0,1.1,64,85%,15%,,REG,1224,6
04-Jul,ARTS,ITAL,110,100,3,Introductory Italian II,B100,OLC,50,BURNABY,1,0.1,0.0,0.1,49,98%,2%,,REG,1221,2
04-Jul,ARTS,ITAL,210,200,3,Intermediate Italian II,B100,OLC,25,BURNABY,2,0.2,0.0,0.2,23,92%,8%,,REG,Not taught in last 5 yrs,Not taught in last 2 yrs
04-Jul,ARTS,JAPN,100,100,3,Japanese I,D100,TUT,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1224,6
04-Jul,ARTS,JAPN,100,100,3,Japanese I,D400,TUT,19,BURNABY,2,0.2,0.0,0.2,17,89%,11%,,REG,1224,6
04-Jul,ARTS,JAPN,100,100,3,Japanese I,D500,TUT,19,BURNABY,1,0.1,0.0,0.1,18,95%,5%,,REG,1224,6
04-Jul,ARTS,JAPN,100,100,3,Japanese I,E100,TUT,19,BURNABY,1,0.1,0.0,0.1,18,95%,5%,,REG,1224,6
04-Jul,ARTS,JAPN,110,100,3,Japanese II,D100,TUT,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1224,3
04-Jul,ARTS,JAPN,210,200,3,Japanese IV,D100,TUT,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1224,3
04-Jul,ARTS,JAPN,300,300,3,Intermediate Japanese I,E100,TUT,25,HRBRCNTR,1,0.1,0.0,0.1,24,96%,4%,,REG,1221,2
04-Jul,ARTS,LBST,100,100,3,Equality & Inequality at Work,D100,LEC,50,BURNABY,2,0.2,0.0,0.2,48,96%,4%,,REG,1224,3
04-Jul,ARTS,LBST,101,100,3,Intro.Labour Studies,D100,LEC,40,BURNABY,2,0.2,0.0,0.2,38,95%,5%,,REG,1224,6
04-Jul,ARTS,LBST,101,100,3,Intro.Labour Studies,OL01,OLC,40,BURNABY,4,0.4,0.0,0.4,36,90%,10%,,REG,1224,6
04-Jul,ARTS,LBST,202,200,3,Labour Research for Social Chg,D100,LEC,20,BURNABY,1,0.1,0.0,0.1,19,95%,5%,,REG,1217,2
04-Jul,ARTS,LBST,301W,300,3,Labour Movements,D100,SEM,30,HRBRCNTR,1,0.1,0.0,0.1,29,97%,3%,,REG,1221,4
04-Jul,ARTS,LBST,308,300,3,Labour Process,D100,SEM,30,BURNABY,1,0.1,0.0,0.1,29,97%,3%,,REG,1217,3
04-Jul,ARTS,LBST,313,300,3,Canadian Labour Law,E100,SEM,30,BURNABY,1,0.1,0.0,0.1,29,97%,3%,,REG,1217,2
04-Jul,ARTS,LING,100,100,3,Cmns & Language,D100,LEC,195,BURNABY,6,0.6,0.0,0.6,189,97%,3%,,REG,1224,6
04-Jul,ARTS,LING,100,100,3,Cmns & Language,D900,LEC,60,SURREY,1,0.1,0.0,0.1,59,98%,2%,,REG,1224,6
04-Jul,ARTS,LING,111,100,3,The Wonder of Words,D100,LEC,141,BURNABY,5,0.5,0.0,0.5,136,96%,4%,,REG,1224,6
04-Jul,ARTS,LING,160,100,3,"Language, Culture and Society",B100,LEC,75,BURNABY,3,0.3,0.0,0.3,72,96%,4%,,REG,1224,6
04-Jul,ARTS,LING,200,200,3,Foundations of English Grammar,B100,LEC,75,BURNABY,2,0.2,0.0,0.2,73,97%,3%,,REG,1224,6
04-Jul,ARTS,LING,220,200,3,Introduction to Linguistics,D100,LEC,126,BURNABY,7,0.7,0.0,0.7,119,94%,6%,,REG,1224,6
