course,term,year,prereqs
bus 341,spring,2021,"This course is only open to students admitted to the Business Administration Minor between Fall 2012 - Summer 2016 and who have 45 units, OR to students admitted to the Business Administration Minor Fall 2016 - onwards and who have 45 units, and corequisite BUS 200."
bus 343,spring,2021,45 units.
bus 345,spring,2021,"BUS 343, 336; 45 units; OR Data Science majors with BUS 343 and 45 units."
bus 346,spring,2021,45 units.
bus 347,spring,2021,BUS 343; 45 units.
bus 360w,spring,2021,"This course is open to students admitted prior to Fall 2014 to the Business Administration major, honours, or second degree program and who have 45 units, OR to students admitted Fall 2014 - Summer 2017 to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301, OR to student admitted Fall 2017 - onwards to the Business Administration major, honours, or second degree program and who have 45 units and BUS 130 or 201 or 202 or 301 and BUS 217W, OR to Business Administration joint major or joint honours students with BUS 217W and 45 units, OR to Business and Economics Joint Major students with ECON 220W and 45 units, OR to Mechatronic Systems Engineering and Business Administration double degree students with 45 units, OR to Management Systems Science or Actuarial Science majors with 45 units OR to Data Science major with BUS 217W and 45 units."
bus 361,spring,2021,45 units.
bus 362,spring,2021,BUS 237; 45 units; OR Data Science majors with 45 units.
bus 374,spring,2021,45 units; BUS 272 (or 372).
bus 381,spring,2021,BUS 272 (or 372); 45 units.
bus 393,spring,2021,45 units. BUEC 391 is not to be taken concurrently with BUS 393.
bus 396,spring,2021,45 units.
bus 401,spring,2021,"BUS 311 (or BUS 254 and BUS 312), BUS 340, BUS 341, and 60 units. The course is only open to students in the Business Minor program."
bus 404,spring,2021,"Instructor permission, following acceptance into the technology entrepreneurship@SFU program; BUS 360W (or successful completion of an upper division Writing (W) course). This course may not be applied toward the Bachelor of Business Administration's requirements of three 400 division BUS or BUEC courses. Corequisite BUS 477."
bus 410,spring,2021,"BUS 315, 316, 360W; 60 units."
bus 413,spring,2021,"BUS 315, 316, 360W; 60 units."
bus 417,spring,2021,"BUS 315, 360W; 60 units. Recommended: BUS 221."
bus 418,spring,2021,"BUS 315, 316, 360W; 60 units."
bus 419,spring,2021,"BUS 315, 316, 360W; 60 units."
bus 420,spring,2021,"BUS 321, 360W; 60 units."
bus 421,spring,2021,"BUS 207 (or ECON 201 or ECON 301), BUS 321, BUS 360W, and 60 units."
bus 424,spring,2021,"BUS 322 or 319, 336, 360W; 60 units."
bus 425,spring,2021,
bus 426,spring,2021,"BUS 321, 360W and 60 units."
bus 428,spring,2021,"BUS 321, BUS 360W, 60 units."
bus 430,spring,2021,360W; 60 units. Recommended: BUS 346.
bus 432,spring,2021,BUS 360W and one of BUS 272 or 381; 60 units. Recommended: BUS 346.
bus 435,spring,2021,BUS 360W and 60 units. Recommended: BUS 346.
bus 437,spring,2021,"BUS 336, 360W; 60 units; OR Data Science majors with BUS 360W and 60 units."
bus 439,spring,2021,"BUS 345 or BUS 440, BUS 360W, BUS 437 or BUS 441, BUS 445, BUS 462, and BUS 464; 90 units; OR Data Science majors with BUS 360W, BUS 445, CMPT 354 and 90 units."
bus 440,spring,2021,"BUS 336, 360W, 60 units; OR Data Science majors with BUS 360W, 60 units."
bus 441,spring,2021,"BUS 360W, BUS 343; 60 units."
bus 443,spring,2021,"BUS 360W (or another upper division Writing (W) course), 343; 60 units."
bus 444,spring,2021,"BUS 343, 360W; 60 units."
bus 445,spring,2021,"BUS 343, 336, 360W, 60 units; OR Data Science majors with BUS 343, 360W, and 60 units."
bus 447,spring,2021,"BUS 343, 360W; 60 units. Recommended: BUS 346."
bus 448,spring,2021,"BUS 347, 360W; 60 units."
bus 449,spring,2021,"BUS 343, 360W; 60 units."
bus 450,spring,2021,BUS 360W (or another upper division Writing (W) course); 60 units. Recommended: BUS 338.
bus 453,spring,2021,BUS 360W (or another upper division Writing (W) course); 60units. Recommended: BUS 338.
bus 462,spring,2021,"BUS 336, 360W; 60 units. Corequisite: BUS 336 can be taken concurrently."
bus 464,spring,2021,"BUS 360W, 362; 60 units."
bus 465,spring,2021,"BUS 360W. Recommended: BUS 362, BUS 464, CMPT 354."
bus 468,spring,2021,"BUS 237, 360W; 90 units. Recommended: BUS 362."
bus 471,spring,2021,60 units; BUS 360W.
bus 473,spring,2021,"BUS 336, 360W; 60 units."
bus 474,spring,2021,"BUS 360W, 336 and 473; 60 units."
bus 475,spring,2021,BUS 360W; 60 units.
bus 477,spring,2021,"BUS 338, BUS 360W (or another upper division Writing (W) course); 60 units. Recommended: BUS 314, BUS 361."
bus 478,spring,2021,"BUS 207 (or ECON 201 or ECON 301), BUS 312, 343, 360W and either BUS
374 or 381; 90 units."
bus 481,spring,2021,BUS 381 and 360W; 60 units.
bus 482,spring,2021,"60 units; BUS 272, 381 and 360W."
bus 483,spring,2021,"BUS 393, BUS 360W and 60 units."
bus 484,spring,2021,BUS 381 and 360W; 60 units.
bus 485,spring,2021,"BUS 272, 360W, and either 374 or 381; 60 units."
bus 486,spring,2021,"BUS 272, 360W, and either 374 or 381; 60 units."
bus 488,spring,2021,"BUS 360W, BUS 374 or 381; 60 units."
bus 493,spring,2021,as stated by the faculty at the time of offering and BUS 360W; 60 units.
bus 494,spring,2021,as stated by the faculty at the time of offering and BUS 360W; 60 units.
bus 498,spring,2021,permission of the faculty and BUS 360W; 60 units.
bus 510,spring,2021,
bus 511,spring,2021,
bus 552,spring,2021,
bus 553,spring,2021,
bus 555,spring,2021,BUS 510 or equivalent.
bus 556,spring,2021,
bus 557,spring,2021,
bus 559,spring,2021,
bus 561,spring,2021,
bus 615,spring,2021,
bus 641,spring,2021,
bus 645,spring,2021,
bus 647,spring,2021,
bus 649,spring,2021,
bus 651,spring,2021,
bus 653,spring,2021,
bus 654,spring,2021,
bus 661,spring,2021,
bus 662,spring,2021,
bus 670,spring,2021,
bus 696,spring,2021,
bus 704,spring,2021,
bus 707,spring,2021,
bus 708,spring,2021,BUS 705.
bus 711,spring,2021,
bus 716,spring,2021,
bus 719,spring,2021,
bus 726,spring,2021,
bus 727,spring,2021,
bus 734,spring,2021,
bus 751,spring,2021,
bus 752,spring,2021,
bus 753,spring,2021,
bus 756,spring,2021,
bus 792,spring,2021,
bus 793,spring,2021,
bus 796,spring,2021,"BUS 790 Lab to Market, BUS 791 Opportunity Identification and Assessment"
bus 801,spring,2021,
bus 803,spring,2021,
bus 818,spring,2021,BUS 814 (corequisite acceptable).
bus 826,spring,2021,
bus 846,spring,2021,BUS 845.
bus 870,spring,2021,
bus 880,spring,2021,
bus 963,spring,2021,
bus 983,spring,2021,Enrollment in PhD program.
bus 984,spring,2021,Enrollment in PhD program.
bus 985,spring,2021,Enrollment in PhD program.
bus 987,spring,2021,Enrollment in PhD program.
bus 990,spring,2021,Enrollment in PhD program.
bus 992,spring,2021,Enrollment in PhD program.
bus 993,spring,2021,
ca 104,spring,2021,
ca 118,spring,2021,
ca 120,spring,2021,
ca 123,spring,2021,CA (or FPA) 122. Corequisite: CA 123 and CA 124 must be taken concurrently.
ca 124,spring,2021,
ca 131,spring,2021,CA (or FPA) 130 and prior approval.
ca 135,spring,2021,
ca 137,spring,2021,
ca 140,spring,2021,
ca 142,spring,2021,
ca 146,spring,2021,CA (or FPA) 140 and 145.
ca 149,spring,2021,
ca 150,spring,2021,
ca 153,spring,2021,CA 152.
ca 161,spring,2021,CA (or FPA) 160.
ca 170,spring,2021,
ca 171,spring,2021,
ca 216,spring,2021,"CA (or FPA) 135, 136, 137, 186, 235, 236, 316 (or 337), 318 (or 335), 416 (or 436) or 30 units."
ca 221,spring,2021,CA (or FPA) 220.
ca 228w,spring,2021,
ca 231,spring,2021,CA (or FPA) 230 and CA (or FPA) 233.
ca 232,spring,2021,CA (or FPA) 131.
ca 233,spring,2021,CA (or FPA) 131 and prior approval. Corequisite: CA 230.
ca 235,spring,2021,"One of CA (or FPA) 117 (or 167), 118 (or 168), 135, 136 or 137 or 30 units."
ca 243,spring,2021,Prior approval.
ca 245,spring,2021,CA (or FPA) 146.
ca 246,spring,2021,"CA (or FPA) 140 and 245, and prior approval from the area."
ca 251,spring,2021,CA (or FPA) 250 and 254. Corequisite: CA (or FPA) 255.
ca 252,spring,2021,CA (or FPA) 150 or CA 152 or CA 153.
ca 255,spring,2021,
ca 261,spring,2021,CA (or FPA) 260. A course materials fee is required.
ca 264,spring,2021,CA (or FPA) 160. A course materials fee is required.
ca 265,spring,2021,CA (or FPA) 160. A course materials fee is required.
ca 269,spring,2021,CA (or FPA) 160. A course materials fee is required.
ca 270,spring,2021,CA (or FPA) 170.
ca 271,spring,2021,CA (or FPA) 171.
ca 285,spring,2021,"One of CA (or FPA) 122, 130, 145, 150, 160, 170."
ca 306,spring,2021,45 units.
ca 314,spring,2021,"CA (or FPA) 117 (or 167), 186, and 210W (or 210)."
ca 316,spring,2021,9 units in CA (or FPA) courses including CA (or FPA) 136 or 137.
ca 319w,spring,2021,60 units including at least six units in CA (or FPA) history/theory courses.
ca 321,spring,2021,CA (or FPA) 320.
ca 323,spring,2021,CA (or FPA) 322 or prior approval.
ca 329,spring,2021,CA (or FPA) 221 or prior approval.
ca 339,spring,2021,"CA (or FPA) 231, or CA (or FPA) 251 with prior approval."
ca 340,spring,2021,CA (or FPA) 104 and 45 CA (or FPA) credits.
ca 343,spring,2021,CA (or FPA) 243.
ca 345,spring,2021,"CA (or FPA) 246 or 247, and prior approval."
ca 346,spring,2021,CA (or FPA) 345.
ca 347,spring,2021,CA (or FPA) 247.
ca 351,spring,2021,"CA (or FPA) 252, 253, 350, and 354. Corequisite: CA 355."
ca 353,spring,2021,"CA (or FPA 253), or prior approval."
ca 355,spring,2021,
ca 361,spring,2021,CA (or FPA) 360 and 366. Corequisite: CA 367.
ca 364,spring,2021,CA (or FPA) 160. A course materials fee is required.
ca 365,spring,2021,CA (or FPA) 160. A course materials fee is required.
ca 367,spring,2021,CA (or FPA) 366. Corequisite: CA 361.
ca 369,spring,2021,CA (or FPA) 160. A course materials fee is required.
ca 371,spring,2021,CA (or FPA) 270 and 271 or prior approval.
ca 375,spring,2021,CA (or FPA) 270 or prior approval.
ca 386,spring,2021,60 credit hours.
ca 389,spring,2021,30 units of CA (or FPA) courses.
ca 393,spring,2021,CA (or FPA) 390 or approval of instructor.
ca 400,spring,2021,"60 units plus a minimum standing of completion of second year in any of the programs offered in the School for the Contemporary Arts, and prior approval."
ca 401,spring,2021,"60 units plus a minimum standing of completion of second year in any of the programs offered in the School for the Contemporary Arts, and prior approval."
ca 406,spring,2021,60 units.
ca 416,spring,2021,CA (or FPA) 316 (or 337) or CA (or FPA) 318 (or 335).
ca 420,spring,2021,CA (or FPA) 285 and CA (or FPA) 321.
ca 425,spring,2021,"CA (or FPA) 285 and CA (or FPA) 326 or 327 with prior approval by application. Students must also be concurrently enrolled in a dance technique course at the appropriate level. These courses include CA 221, 321, 323, and 421."
ca 428,spring,2021,CA (or FPA) 427 or prior approval.
ca 432,spring,2021,CA (or FPA) 430.
ca 443,spring,2021,CA (or FPA) 343.
ca 445,spring,2021,CA (or FPA) 346.
ca 446,spring,2021,CA (or FPA) 445.
ca 447,spring,2021,CA (or FPA) 347. Recommended: CMPT 001 or 110.
ca 450,spring,2021,Prior approval by audition.
ca 457,spring,2021,Prior approval from the instructor.
ca 461,spring,2021,CA (or FPA) 460 and status as an approved major in visual art.
ca 471,spring,2021,CA (or FPA) 370 or 371 and prior approval.
ca 826,spring,2021,
ca 827,spring,2021,
ca 829,spring,2021,"CA (or FPA) 821 and two of the following: CA (or FPA) 823, 824, 825, or 826."
ca 883,spring,2021,
ca 887,spring,2021,
ca 889,spring,2021,
ca 898,spring,2021,
chem 110,spring,2021,"Pre-Calculus 12 (or equivalent), MATH 100 (may be taken concurrently), or permission of the Department. No previous training in chemistry is required for this course."
chem 120,spring,2021,"Chemistry 12 with a minimum grade of C, or CHEM 110 or 111 with a minimum grade of C-."
chem 122,spring,2021,CHEM 120 or 121 with a minimum grade of C-.
chem 125,spring,2021,"Chemistry 12 with a minimum grade of C, or CHEM 109 or CHEM 111 with a minimum grade of C-. Corequisite: CHEM 120."
chem 126,spring,2021,CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.
chem 210,spring,2021,CHEM 122 with a minimum grade of C-.
chem 216,spring,2021,"CHEM 122 and CHEM 126, both with a minimum grade of C-. Corequisite: CHEM 210."
chem 260,spring,2021,"CHEM 122, MATH 152, and PHYS 121, 126 or 141 (or PHYS 102 with a minimum grade of B), all with a minimum grade of C-. Recommended: MATH 232."
chem 266,spring,2021,CHEM 260 with a minimum grade of C-.
chem 280,spring,2021,CHEM 120 or CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.
chem 282,spring,2021,CHEM 281 with a minimum grade of C-.
chem 283,spring,2021,CHEM 281 with a minimum grade of C-.
chem 284,spring,2021,"CHEM 282 with a minimum of C+, or permission of the Department."
chem 286,spring,2021,CHEM 281 with a minimum grade of C-. Corequisite: CHEM 282 or 283.
chem 306,spring,2021,"Completion of 28 units in a science program, including first-year calculus, chemistry and physics. Minimum CGPA 2.67 (or permission of co-op co-ordinator)."
chem 307,spring,2021,CHEM 306 and completion of 42 units toward a BSc degree. Minimum CGPA 2.67 (or permission of co-op co-ordinator).
chem 316,spring,2021,"CHEM 215 and 260, both with a minimum grade of C-, or permission of the Department."
chem 332,spring,2021,"CHEM 230, 236W and 260, all with a minimum grade of C-, or permission of the Department."
chem 336,spring,2021,CHEM 236W with a minimum grade of C-. Corequisite: CHEM 332.
chem 360,spring,2021,CHEM 260 with a minimum grade of C-. Recommended: MATH 251.
chem 372,spring,2021,"CHEM 281 and CHEM 360, both with a minimum grade of C-."
