course,section,term,year,prereq_text,prereq_codes,prereq_unparseable,schedule,instructors,units
BISC 317,D100,fall,2024,"BISC 101 and 102, both with a minimum grade of C-.",BISC 101,False,"[{'days': 'We, Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",Gerhard Gries,3
BISC 328,D100,fall,2024,"BISC 101 and 102, both with a minimum grade of C-. Recommended: BISC 204.",BISC 101,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Zamir Punja;Miranda Meents,3
BISC 333,D100,fall,2024,"BISC 202, MBB 222, and MBB 231, all with a minimum grade of C-.",BISC 202;MBB 222;MBB 231,False,"[{'days': 'Mo, We, Fr', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Harald Hutter,3
BISC 341,D100,fall,2024,Acceptance in the Biological Sciences Co-operative Education Program.,,True,[],Natalia Bussard,3
BISC 357,D100,fall,2024,"BISC 202, MBB 222, and MBB 231, all with a minimum grade of C-. Recommended: MBB 331.",BISC 202;MBB 222;MBB 231,False,"[{'days': 'Mo, We, Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Kathleen Fitzpatrick,4
BISC 360W,D100,fall,2024,"BISC 202, (BISC 204 or GEOG 215), and STAT 201, all with a minimum grade of C-.",BISC 202;BISC 204;GEOG 215;STAT 201,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Isabelle Côté;Chelsea Little;Erin Barley,3
BISC 366,D100,fall,2024,"BISC 205 and MBB 231, both with a minimum grade of C-.",BISC 205;MBB 231,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Miranda Meents,3
BISC 410,D100,fall,2024,"BISC 102 and (BISC 204 or GEOG 215), both with a minimum grade of C-.",BISC 102;BISC 204;GEOG 215,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",David Green,3
BISC 425,D100,fall,2024,"(BISC 205 or BPK 205) and MBB 231, both with a minimum grade of C-.",BISC 205;BPK 205;MBB 231,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Inigo Novales Flamarique,3
BISC 433,D100,fall,2024,"MBB 222, MBB 231, and BISC 303, all with a minimum grade of C-.",MBB 222;MBB 231;BISC 303,False,"[{'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Jane Fowler,3
BISC 441,D100,fall,2024,"BISC 202 or 204, both with a minimum grade of C-. Recommended: BISC 300.",BISC 202,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Bernard Crespi,3
BISC 471,D100,fall,2024,To be announced.,,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Sherryl Bisgrove,3
BISC 474,D100,fall,2024,To be announced.,,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Leah Bendell,3
BISC 475,D100,fall,2024,To be announced.,,False,"[{'days': 'We', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Tanya Brown,3
BPK 105,OL01,fall,2024,"Recommended: Grade 11 Biology, Chemistry and Physics.",,False,[],Ryan Peter Dill,3
BPK 110,D100,fall,2024,,,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Diana Bedoya,3
BPK 110,OL01,fall,2024,,,False,[],Leanne Ramer,3
BPK 140,D100,fall,2024,,,False,"[{'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Amanda Zacharuk,3
BPK 140,OL01,fall,2024,,,False,[],Leanne Ramer,3
BPK 141,OL01,fall,2024,,,False,[],Carmen Bott,3
BPK 142,D100,fall,2024,"One of Grade 12 Anatomy and Physiology, Biology, Chemistry or Physics with a grade of B or better; or one of BPK 105, BPK 110, BPK 143, BISC 100, BISC 113 or HSCI 100 with a grade of C or better.",BPK 105;BPK 110;BPK 143;BISC 100;BISC 113;HSCI 100,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Yuen-Fung Ng,3
BPK 143,D100,fall,2024,Recommended: Medical clearance from a personal physician.,,False,"[{'days': 'Mo, We', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Sessional;Liane Jean,3
BPK 201,D100,fall,2024,"MATH 150, 151 or 154, MATH 152 or 155 (may be taken concurrently), PHYS 101 (or 120 or 125 or 140), BPK 142.",MATH 150;MATH 152;PHYS 101;BPK 142,False,"[{'days': 'Mo, We, Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Maxwell Donelan,3
BPK 205,D100,fall,2024,"BISC 101, CHEM 281, PHYS 101 and 102.",BISC 101;CHEM 281;PHYS 101,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Nadine Wicks,3
BPK 207,D100,fall,2024,BPK 142 or permission of instructor.,BPK 142,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Sessional;Vinicius Da Silva,3
BPK 241,D100,fall,2024,BPK 142.,BPK 142,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Kevin Lunnie,3
BPK 301,D100,fall,2024,"PHYS 102 (or 121 or 126 or 141), BPK 201.",PHYS 102;BPK 201,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '12:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",James Wakeling,3
BPK 301,D200,fall,2024,"PHYS 102 (or 121 or 126 or 141), BPK 201.",PHYS 102;BPK 201,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",James Wakeling,3
BPK 303,D100,fall,2024,"BPK 201, BPK 241 and STAT 201 or an equivalent statistics course.",BPK 201;BPK 241;STAT 201,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Christopher Napier,3
BPK 304W,D100,fall,2024,"BPK 142, STAT 201 and two of BPK 201, 205 and 207.",BPK 142;STAT 201;BPK 201,False,"[{'days': 'Th', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Sabrina Lee,3
BPK 305,D100,fall,2024,"BPK 205, MBB 231 (or 201), MATH 155 (or 152). Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 205;MBB 231;MATH 155;BISC 305,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Damon Poburko,3
BPK 306,D100,fall,2024,"BPK 207. Corequisite: BPK 305. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 207;BPK 305;BPK 205;BISC 305;MBB 231;MATH 155,False,"[{'days': 'Mo, We, Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Charles Krieger;Nadine Wicks,3
BPK 310,D100,fall,2024,"BPK 205, MBB 201 (or 231). Recommended: BPK 201.",BPK 205;MBB 201,False,"[{'days': 'We', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Dave Clarke,3
BPK 311,D100,fall,2024,"BPK 105 or 205, and 110.",BPK 105,False,"[{'days': 'Fr', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Amandio Vieira,3
BPK 326,D100,fall,2024,"Admission to the major or honours program in Behavioural Neuroscience or Biomedical Physiology or Kinesiology. BPK 142, 201, 205 and at least 60 units. Behavioral Neuroscience Major and Honours students require BPK 142, 205, PSYC 280 and at least 60 units.",BPK 142;PSYC 280,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Kevin Lunnie,4
BPK 340,D100,fall,2024,"BPK 142, STAT 201 (or PSYC 201). Recommended: BPK 140.",BPK 142;STAT 201;PSYC 201,False,"[{'days': 'Th', 'startTime': '8:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Diana Bedoya,3
BPK 343,D100,fall,2024,"BPK 142, 143 and 205; STAT 201 or an equivalent statistics course, BPK 340 (may be taken concurrently). Students must successfully complete a Criminal Record Check prior to enrolling.",BPK 142;STAT 201;BPK 340,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Carmen Bott,3
BPK 375,OL01,fall,2024,"BPK 105 or 205, and 142.",BPK 105,False,[],Leanne Ramer,3
BPK 408W,D100,fall,2024,"STAT 201, (BISC 205 or BPK 305), (MBB 201 or MBB 231), and one of (BISC 302W, BISC 303, BISC 357, or BPK 304W), all with a C- or better. Enrollment of non-BPK and non-BISC majors require permission of the instructor or advisor.",STAT 201;BISC 205;BPK 305;MBB 201;MBB 231;BISC 302W;BISC 303;BISC 357;BPK 304W,False,"[{'days': 'Mo', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",Nadine Wicks,4
BPK 409,D100,fall,2024,"BPK 304W, 305 and 306.",BPK 304W,False,"[{'days': 'Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Sabrina Lee,3
BPK 409,D200,fall,2024,"BPK 304W, 305 and 306.",BPK 304W,False,"[{'days': 'Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Sabrina Lee,3
BPK 422,D100,fall,2024,To be announced in the Undergraduate Schedule of Classes and Examinations found at go.sfu.ca.,,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Leanne Ramer,3
BPK 423,D100,fall,2024,To be announced in the Undergraduate Schedule of Classes and Examinations found at go.sfu.ca.,,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Randy McIntosh;Sam Doesburg,3
BPK 432,D100,fall,2024,BPK 305 or BISC 305. Recommended: BPK 407.,BPK 305;BISC 305,False,"[{'days': 'Fr', 'startTime': '13:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Sam Doesburg;Randy McIntosh,3
BPK 448,D100,fall,2024,"BPK 201 or 207, and BPK 306, or for biomedical engineering students, BPK 201 and 208.",BPK 201;BPK 306,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Andy Hoffer,3
BPK 451,D100,fall,2024,BPK 352.,BPK 352,False,[],Natalia Bussard,3
CHEM 110,OL01,fall,2024,"Pre-Calculus 12 (or equivalent), MATH 100 (may be taken concurrently), or permission of the Department. No previous training in chemistry is required for this course.",MATH 100,False,[],Sophie Lavieri,3
CHEM 111,B100,fall,2024,"Pre-Calculus 12 (or equivalent), MATH 100 (may be taken concurrently), or permission of the Department. No previous training in chemistry is required for this course.",MATH 100,False,[],Sophie Lavieri;Rebecca Goyan,4
CHEM 121,D100,fall,2024,"Chemistry 12 with a minimum grade of B, or CHEM 109 or 111 with a minimum grade of C-.",CHEM 109,False,"[{'days': 'Mo, We, Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Daniel Leznoff;Jeffrey Warren,4
CHEM 121,D200,fall,2024,"Chemistry 12 with a minimum grade of B, or CHEM 109 or 111 with a minimum grade of C-.",CHEM 109,False,"[{'days': 'Mo, We, Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Daniel Leznoff;Jeffrey Warren,4
CHEM 121,D300,fall,2024,"Chemistry 12 with a minimum grade of B, or CHEM 109 or 111 with a minimum grade of C-.",CHEM 109,False,"[{'days': 'Mo, We, Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Surrey'}, {'days': 'Tu', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Surrey'}]",Rebecca Goyan,4
CHEM 122,D100,fall,2024,CHEM 120 or 121 with a minimum grade of C-.,CHEM 120,False,"[{'days': 'Mo, We, Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Charles Walsby,2
CHEM 126,LA04,fall,2024,CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.,CHEM 121;CHEM 122,False,"[{'days': 'We', 'startTime': '13:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",John Canal;Garry Mund,2
CHEM 126,LA06,fall,2024,CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.,CHEM 121;CHEM 122,False,"[{'days': 'Th', 'startTime': '13:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",John Canal;Garry Mund,2
CHEM 210,D100,fall,2024,CHEM 122 with a minimum grade of C-.,CHEM 122,False,"[{'days': 'Mo', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'We, Fr', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Dev Sharma,2
CHEM 216,LA01,fall,2024,"CHEM 122 and CHEM 126, both with a minimum grade of C-. Corequisite: CHEM 210.",CHEM 122;CHEM 126;CHEM 210,False,"[{'days': 'Tu', 'startTime': '13:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Dev Sharma,2
CHEM 230,D100,fall,2024,CHEM 122 with a minimum grade of C-. Students who expect to take further courses in inorganic chemistry should take CHEM 230 concurrently with CHEM 236W.,CHEM 122;CHEM 230;CHEM 236W,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'We, Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Carla Pretorius,3
CHEM 236W,LA01,fall,2024,CHEM 126 with a minimum grade of C-. Corequisite: CHEM 230.,CHEM 126;CHEM 230,False,"[{'days': 'We', 'startTime': '13:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Carla Pretorius,3
CHEM 260,D100,fall,2024,"CHEM 122, MATH 152, and PHYS 121, 126 or 141 (or PHYS 102 with a minimum grade of B), all with a minimum grade of C-. Recommended: MATH 232.",CHEM 122;MATH 152;PHYS 121;PHYS 102,False,"[{'days': 'Tu, Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Samira Siahrostami,4
CHEM 281,D100,fall,2024,CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.,CHEM 121;CHEM 122,False,"[{'days': 'Mo, We, Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",David Vocadlo,4
CHEM 282,D100,fall,2024,CHEM 281 with a minimum grade of C-.,CHEM 281,False,"[{'days': 'Mo, We, Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Pete Wilson,2
CHEM 283,D100,fall,2024,CHEM 281 with a minimum grade of C-.,CHEM 281,False,"[{'days': 'Mo, We, Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Pete Wilson,3
CHEM 286,LA06,fall,2024,CHEM 281 with a minimum grade of C-. Corequisite: CHEM 282 or 283.,CHEM 281;CHEM 282,False,"[{'days': 'Th', 'startTime': '13:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Uwe Kreis,2
CHEM 286,LA07,fall,2024,CHEM 281 with a minimum grade of C-. Corequisite: CHEM 282 or 283.,CHEM 281;CHEM 282,False,"[{'days': 'Fr', 'startTime': '13:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Uwe Kreis,2
CHEM 316,D100,fall,2024,"CHEM 210, 216, and 260, all with a minimum grade of C-, or permission of the department.",CHEM 210,False,"[{'days': 'Mo, We, Fr', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Bingyun Sun,4
CHEM 340,D100,fall,2024,"Completion of 60 units in a science or applied science program, including first year chemistry, physics and calculus. CHEM 230 is strongly recommended.",CHEM 230,False,"[{'days': 'Tu, Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Zuo-guang Ye,3
CHEM 364,D100,fall,2024,"CHEM 260 or PHYS 285, MATH 232, and MATH 251, all with a minimum grade of C-. Recommended: MATH 260 or MATH 310.",CHEM 260;PHYS 285;MATH 232;MATH 251,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Gary Leach,3
CHEM 380,D100,fall,2024,"(CHEM 282 or 283 or 284) and CHEM 286, both with a minimum grade of C-, or permission of the department.",CHEM 282;CHEM 286,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}, {'days': 'We, Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Erika Plettner;Patty Somers,4
CHEM 419,E100,fall,2024,CHEM 316 with a minimum grade of C-.,CHEM 316,False,"[{'days': 'Tu, Th', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",Hogan Yu,3
CHEM 439,D100,fall,2024,CHEM 332 with a minimum grade of C-.,CHEM 332,False,"[{'days': 'Tu, Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Tim Storr,3
DATA 180,E100,fall,2024,Major or honours in Data Science or permission of the program director.,,True,"[{'days': 'Tu', 'startTime': '18:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",Jiguo Cao,1
EASC 103,D100,fall,2024,,,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Cindy Hansen,3
EASC 207,D100,fall,2024,"MATH 152, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better.",MATH 152;PHYS 102;PHYS 133;PHYS 121;PHYS 126;PHYS 141,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '8:00', 'endTime': '9:50', 'campus': 'Burnaby'}]",Andy Calvert,3
EASC 301,D100,fall,2024,EASC 205 and 208. All with a grade of C- or better.,EASC 205,False,"[{'days': 'Mo, We', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Kevin Cameron,3
EASC 310W,D100,fall,2024,EASC 210. Recommended: BISC 102. All with a grade of C- or better.,EASC 210,False,"[{'days': 'Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",James Maceachern,3
EASC 402,D100,fall,2024,EASC 302 with a grade of C- or better.,EASC 302,False,"[{'days': 'Fr', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Shahin Dashtgard,3
EASC 408,D100,fall,2024,/Corequsite: EASC 309 with a C- or better.,EASC 309,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Daniel Gibson,3
FAN X99,D100,fall,2024,,,False,"[{'days': 'Tu, Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Petra Menz,4
FAN X99,D200,fall,2024,,,False,"[{'days': 'Tu, Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Petra Menz,4
FAN X99,D400,fall,2024,,,False,"[{'days': 'Tu, Th', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Surrey'}]",Mahsa Ansari,4
MACM 201,D100,fall,2024,MACM 101 or (ENSC 251 and one of MATH 232 or MATH 240).,MACM 101;ENSC 251;MATH 232;MATH 240,False,"[{'days': 'Mo, We, Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Nils Bruin,3
MACM 204,E100,fall,2024,"One of CMPT 102, 120, 126, 128 or 130 and MATH 251. MATH 251 can be taken as a corequisite. Students in excess of 80 units may not take MACM 204 for further credit.",CMPT 102;MATH 251;MACM 204,False,"[{'days': 'We', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Michael Monagan,2
MACM 316,D100,fall,2024,"MATH 152 or 155 or 158, and MATH 232 or 240, and computing experience.",MATH 152;MATH 232,False,"[{'days': 'Mo, We, Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Ralf Wittenberg,3
MATH 100,D100,fall,2024,"Pre-Calculus 11 or Foundations of Mathematics 11 (or equivalent)
with a grade of at least B or Pre-Calculus 12 (or equivalent), with a grade of at least C and SFU FAN credit, or SFU FAN X99 course with a grade of at least B-, or achieving a satisfactory grade on the Simon Fraser University Quantitative Placement Test. MATH 100 may not be counted towards the mathematics minor, major or honours degree requirements.",MATH 100,False,"[{'days': 'Mo, We, Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",Tom Archibald,3
MATH 130,D400,fall,2024,"Pre-Calculus 12 or Foundations of
Mathematics 12 (or equivalent) with a
grade of at least B, or MATH 100 with a grade of at least C.",MATH 100,False,"[{'days': 'We', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Surrey'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Surrey'}]",Alexander Rutherford,3
MATH 150,D100,fall,2024,"Pre-Calculus 12 (or equivalent) with a grade of at least B+, or MATH 100 with a grade of at least B-, or achieving a satisfactory grade on the Simon Fraser University Calculus Readiness Test.",MATH 100,False,"[{'days': 'Mo, We, Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",Jamie Mulholland,4
MATH 150,D400,fall,2024,"Pre-Calculus 12 (or equivalent) with a grade of at least B+, or MATH 100 with a grade of at least B-, or achieving a satisfactory grade on the Simon Fraser University Calculus Readiness Test.",MATH 100,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Surrey'}, {'days': 'Tu', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Surrey'}]",Natalia Kouzniak,4
MATH 151,D100,fall,2024,"Pre-Calculus 12 (or equivalent) with a grade of at least A, or MATH 100 with a grade of at least B, or achieving a satisfactory grade on the Simon Fraser University Calculus Readiness Test.",MATH 100,False,"[{'days': 'Mo, We, Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",Jamie Mulholland,3
MATH 151,D200,fall,2024,"Pre-Calculus 12 (or equivalent) with a grade of at least A, or MATH 100 with a grade of at least B, or achieving a satisfactory grade on the Simon Fraser University Calculus Readiness Test.",MATH 100,False,"[{'days': 'Mo, We, Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",MacKenzie Carr,3
MATH 151,D400,fall,2024,"Pre-Calculus 12 (or equivalent) with a grade of at least A, or MATH 100 with a grade of at least B, or achieving a satisfactory grade on the Simon Fraser University Calculus Readiness Test.",MATH 100,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Surrey'}, {'days': 'Tu', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Surrey'}]",Natalia Kouzniak,3
MATH 152,D100,fall,2024,"MATH 150 or 151, with a minimum grade of C-; or MATH 154 or 157 with a grade of at least B.",MATH 150;MATH 154,False,"[{'days': 'Mo, We, Fr', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}, {'days': 'Tu', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",Lyn Ge,3
