course,term,year,prereqs
chem 111,spring,2022,"Pre-Calculus 12 (or equivalent), MATH 100 (may be taken concurrently), or permission of the Department. No previous training in chemistry is required for this course."
chem 120,spring,2022,"Chemistry 12 with a minimum grade of C, or CHEM 110 or 111 with a minimum grade of C-."
chem 122,spring,2022,CHEM 120 or 121 with a minimum grade of C-.
chem 125,spring,2022,"Chemistry 12 with a minimum grade of C, or CHEM 109 or CHEM 111 with a minimum grade of C-. Corequisite: CHEM 120."
chem 126,spring,2022,CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.
chem 210,spring,2022,CHEM 122 with a minimum grade of C-.
chem 216,spring,2022,"CHEM 122 and CHEM 126, both with a minimum grade of C-. Corequisite: CHEM 210."
chem 266,spring,2022,CHEM 260 with a minimum grade of C-.
chem 280,spring,2022,CHEM 120 or CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.
chem 282,spring,2022,CHEM 281 with a minimum grade of C-.
chem 283,spring,2022,CHEM 281 with a minimum grade of C-.
chem 284,spring,2022,"CHEM 282 with a minimum of C+, or permission of the Department."
chem 285,spring,2022,"CHEM 120 and CHEM 125, both with a minimum grade of C-, or CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122 and CHEM 280."
chem 286,spring,2022,CHEM 281 with a minimum grade of C-. Corequisite: CHEM 282 or 283.
chem 306,spring,2022,"Completion of 28 units in a science program, including first-year calculus, chemistry and physics. Minimum CGPA 2.67 (or permission of co-op co-ordinator)."
chem 307,spring,2022,CHEM 306 and completion of 42 units toward a BSc degree. Minimum CGPA 2.67 (or permission of co-op co-ordinator).
chem 316,spring,2022,"CHEM 215 and 260, both with a minimum grade of C-, or permission of the Department."
chem 332,spring,2022,"CHEM 230, 236W and 260, all with a minimum grade of C-, or permission of the Department."
chem 336,spring,2022,CHEM 236W with a minimum grade of C-. Corequisite: CHEM 332.
chem 360,spring,2022,CHEM 260 with a minimum grade of C-. Recommended: MATH 251.
chem 381,spring,2022,CHEM 380 with a minimum grade of C-.
chem 406,spring,2022,CHEM 307 and completion of 56 units toward a BSc degree. Minimum CGPA of 2.67 (or permission of co-op co-ordinator).
chem 407,spring,2022,CHEM 406. Minimum CGPA of 2.67 (or permission of co-op co-ordinator).
chem 408,spring,2022,CHEM 407.
chem 433,spring,2022,CHEM 332 with a minimum grade of C-; or at least 6 units of upper division MBB; or permission of the Department.
chem 440,spring,2022,CHEM 340 with a minimum grade of C-.
chem 442,spring,2022,"CHEM 282 or 283, with a minimum grade of C-."
chem 459,spring,2022,"CHEM 380 with a minimum grade of C-, or permission of the instructor."
chem 462,spring,2022,"CHEM 260 or PHYS 285, with a minimum grade of C-."
chem 481,spring,2022,Permission of the Department; knowledge of chemistry at an advanced level. Normally taken after completion of 300-level course requirements.
chem 482,spring,2022,Permission of the Department. Normally taken during the fourth year of study.
chem 483,spring,2022,CHEM 481 and permission of the Department. This course cannot be counted towards the 400-level CHEM unit requirement for the Chemistry Majors program.
chem 484,spring,2022,Permission of the Department; knowledge of chemistry at an advanced level. Normally taken after completion of 300-level course requirements.
chem 740,spring,2022,
chem 742,spring,2022,
chem 759,spring,2022,
chem 802,spring,2022,
chem 808,spring,2022,For students in the PhD program.
chem 839,spring,2022,
chem 862,spring,2022,Enrollment in Chemistry graduate program.
chem 898,spring,2022,
chem 899,spring,2022,
chin 100,spring,2022,
chin 110,spring,2022,CHIN 100 or equivalent.
chin 152,spring,2022,CHIN 151 or equivalent.
chin 191,spring,2022,"CHIN 190 or equivalent. This course is for students of Chinese origin who have near native speaking ability in Chinese (Mandarin or other dialects), but limited knowledge of written Chinese."
chin 200,spring,2022,CHIN 110 (or CHIN 101) or equivalent.
chin 291,spring,2022,"CHIN 290 or equivalent. This course is for students of Chinese origin who have near native speaking ability in Chinese (Mandarin or other dialects), but basic knowledge of written Chinese."
chin 300,spring,2022,CHIN 210 (or 201).
chin 330,spring,2022,CHIN 291 or permission of the instructor.
cmns 110,spring,2022,
cmns 130,spring,2022,
cmns 201w,spring,2022,Nine CMNS units with a minimum grade of C-.
cmns 202,spring,2022,Nine CMNS units with a minimum grade of C-.
cmns 210,spring,2022,Nine CMNS units with a minimum grade of C-.
cmns 221,spring,2022,Nine CMNS units with a minimum grade of C-.
cmns 230,spring,2022,Nine CMNS units with a minimum grade of C-.
cmns 235,spring,2022,Nine CMNS units with a minimum grade of C-.
cmns 240,spring,2022,Nine CMNS units with a minimum grade of C-.
cmns 253w,spring,2022,Nine CMNS units with a minimum grade of C-.
cmns 258,spring,2022,
cmns 286,spring,2022,Nine CMNS units with a minimum grade of C-.
cmns 321,spring,2022,"One of CMNS 220, 221 or 223W, with a minimum grade of C-."
cmns 322,spring,2022,"60 units including CMNS 220, FPA 135, 136 or 137, with a minimum grade of C-."
cmns 325,spring,2022,"60 units including two CMNS, IAT or FPA upper division courses, both with a minimum grade of C-."
cmns 327,spring,2022,"60 units, including one of CMNS 210, 220, 221, 223 (or 223W), 230, 235, 240 or 253 (or 253W), with a minimum grade of C-."
cmns 348,spring,2022,"60 units including at least two of CMNS 210, 220, 221, 223 (or 223W), 230, 235, 240, or 253 (or 253W), with a minimum grade of C-."
cmns 349,spring,2022,"45 units, including at least one upper division course in CMNS, DIAL, ENV, EVSC, GEOG or BlSC, with a minimum grade of C-."
cmns 353,spring,2022,"CMNS 253W with a minimum grade of C- and one of CMNS 201W (201 or 260) or CMNS 202 (or 262), with a minimum grade of C-. Recommended: CMNS 362."
cmns 357,spring,2022,"CMNS 258 or CMNS 226, with a minimum grade of C-; or equivalent introductory media course with permission of the instructor."
cmns 362,spring,2022,"60 units including CMNS 253 (or 253W) with a minimum grade of C-, and two of CMNS 201W (201 or 260), CMNS 202 (or 262) or CMNS 261, both with a minimum grade of C-."
cmns 386,spring,2022,"Depends on topic, published before enrollment."
cmns 395,spring,2022,"Complete Bridging Online at least two terms before anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term of application, and have a minimum GPA of 2.7."
cmns 396,spring,2022,CMNS 395.
cmns 408,spring,2022,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 423,spring,2022,"75 units including CMNS 221 or 223 (or 223W), with a minimum grade of C-; and two CMNS upper division courses with a minimum grade of C-; and CGPA of 3.00 or higher."
cmns 424,spring,2022,"75 units including CMNS 221 or 223 (or 223W), with a minimum grade of C-; and two CMNS upper division courses with a minimum grade of C-; and CGPA of 3.00 or higher."
cmns 426,spring,2022,"75 units, including CMNS 226 with a minimum grade of C- and two of CMNS 220, 326, 358, both with a minimum grade of C-."
cmns 428,spring,2022,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 437,spring,2022,"75 units, including CMNS 235, 240 or 331, with a minimum grade of C-."
cmns 440,spring,2022,"60 units including CMNS 230 or CMNS 240, with a minimum grade of C-; or written permission of the instructor."
cmns 446,spring,2022,"75 units, including CMNS 346 with a minimum grade of C-; and one of CMNS 201W (201 or 260), CMNS 202 (or 262) or CMNS 261, with a minimum grade of C-. Recommended: CMNS 253 (or 253W) and CMNS 362."
cmns 448,spring,2022,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 452,spring,2022,"75 units including one of CMNS 202 (or 262), 220, 221, 223 (or 223W), with a minimum grade of C-, and at least two CMNS upper division courses with a minimum grade of C-."
cmns 453,spring,2022,"75 units, including CMNS 253W, 353 or 354, with a minimum grade of C-. CMNS 362 is recommended."
cmns 455w,spring,2022,"60 units, including CMNS 253W with a minimum grade of C-."
cmns 458,spring,2022,Two upper division CMNS courses with a minimum grade of C- and permission of instructor.
cmns 461,spring,2022,75 units including CMNS 460 with a minimum grade of C-.
cmns 479,spring,2022,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 480,spring,2022,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 481,spring,2022,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 482,spring,2022,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 483,spring,2022,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 486,spring,2022,Depends on topic; published before enrollment.
cmns 487,spring,2022,Depends on topic; published before enrollment.
cmns 488,spring,2022,Depends on topic; published before enrollment.
cmns 489,spring,2022,75 units and permission of the school.
cmns 494,spring,2022,CMNS 396.
cmns 495,spring,2022,CMNS 494.
cmns 496,spring,2022,CMNS 495.
cmns 497,spring,2022,Students accepted into honours program only.
cmns 498,spring,2022,"Successful completion of CMNS 497-5, Honours Research Proposal, with grade of ""B"" or higher."
cmns 8dd,spring,2022,
cmns 801,spring,2022,
cmns 802,spring,2022,
cmns 824,spring,2022,
cmns 830,spring,2022,
cmns 850,spring,2022,
cmns 851,spring,2022,
cmns 858,spring,2022,
cmns 880,spring,2022,
cmns 881,spring,2022,
cmns 891,spring,2022,
cmns 892,spring,2022,
cmns 893,spring,2022,"CMNS 801 and one of CMNS 800, CMNS 802 or CMNS 804."
cmns 895,spring,2022,
cmns 896,spring,2022,"CMNS 801 and one of CMNS 800, 802, or 804."
cmns 897,spring,2022,
cmns 898,spring,2022,
cmns 899,spring,2022,
cmpt 105w,spring,2022,
cmpt 120,spring,2022,BC Math 12 or equivalent is recommended.
cmpt 125,spring,2022,"CMPT 120 or CMPT 130, with a minimum grade of C-."
cmpt 130,spring,2022,"BC Math 12 (or equivalent, or any of MATH 100, 150, 151, 154, or 157, with a minimum grade of C-)."
cmpt 135,spring,2022,CMPT 130 with a minimum grade of C-.
cmpt 213,spring,2022,CMPT 225 with a minimum grade of C-.
cmpt 218,spring,2022,
cmpt 225,spring,2022,"(MACM 101 and (CMPT 125, CMPT 129 or CMPT 135)) or (ENSC 251 and ENSC 252), all with a minimum grade of C-."
cmpt 276,spring,2022,"One W course, CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (MATH 151 or MATH 150), all with a minimum grade of C-. MATH 154 or MATH 157 with at least a B+ may be substituted for MATH 151 or MATH 150."
cmpt 295,spring,2022,"Either (MACM 101 and (CMPT 125 or CMPT 135)) or (MATH 151 and CMPT 102 for students in an Applied Physics program), all with a minimum grade of C-."
cmpt 300,spring,2022,"CMPT 225 and (CMPT 295 or ENSC 254), all with a minimum grade of C-."
cmpt 305,spring,2022,"CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and STAT 270, all with a minimum grade of C-."
cmpt 307,spring,2022,"CMPT 225, MACM 201, (MATH 150 or MATH 151), and (MATH 232 or MATH 240), all with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 150 or MATH 151."
cmpt 310,spring,2022,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 318,spring,2022,CMPT 225 with a minimum grade of C-. Additional prerequisites to be determined by the instructor subject to approval by the undergraduate program chair.
cmpt 320,spring,2022,A CMPT course with a minimum grade of C- and 45 units.
cmpt 353,spring,2022,"CMPT 225 and (STAT 101, STAT 270, ENSC 280, or MSE 210), with a minimum grade of C-."
cmpt 354,spring,2022,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 361,spring,2022,"CMPT 225 and MATH 232 or 240, all with a minimum grade of C-."
cmpt 363,spring,2022,CMPT 225 with a minimum grade of C-.
cmpt 365,spring,2022,CMPT 225 with a minimum grade of C-.
cmpt 371,spring,2022,"CMPT 225 and (MATH 151 or MATH 150), with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 151 (MATH 150)."
cmpt 376w,spring,2022,"CMPT 105W and (CMPT 275 or CMPT 276), with a minimum grade of C-."
cmpt 383,spring,2022,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 405,spring,2022,CMPT 307 with a minimum grade of C-.
cmpt 415,spring,2022,Permission of Instructor and School.
cmpt 416,spring,2022,Permission of the department.
cmpt 419,spring,2022,
cmpt 426,spring,2022,"Students must complete Bridging Online (visit www.sfu.ca/coop/bol for further details) at least two terms before their anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term. Normally, students will have completed a minimum of 45 units by the end of the term of application, CMPT 275 or 276, and have a minimum CGPA of 2.50."
cmpt 427,spring,2022,"CMPT 426, CGPA of 2.50."
cmpt 428,spring,2022,"CMPT 427, CGPA of 2.50."
cmpt 429,spring,2022,"CMPT 428, CGPA of 2.50."
cmpt 430,spring,2022,"CMPT 429, CGPA of 2.50."
cmpt 431,spring,2022,"CMPT 300, 371, both with a minimum grade of C-."
cmpt 433,spring,2022,"CMPT 295 and CMPT 300, with a minimum grade of C-."
cmpt 454,spring,2022,"CMPT 300 and 354, with a minimum grade of C-."
cmpt 459,spring,2022,CMPT 354 with a minimum grade of C-.
cmpt 461,spring,2022,"CMPT 361, MACM 201 and 316, all with a minimum grade of C-."
cmpt 466,spring,2022,"CMPT 361 and MACM 316, with a minimum grade of C- or permission of the instructor."
cmpt 473,spring,2022,(CMPT 275 or CMPT 276) with a minimum grade of C- and 15 upper division CMPT units.
cmpt 475,spring,2022,"CMPT 275 or 276, MACM 201, all with a minimum grade of C- and 15 units of upper division courses. Recommended: Co-op experience."
cmpt 494,spring,2022,Students must have completed at least 15 units of upper division CMPT courses. Successful Capstone Project Proposal.
cmpt 495,spring,2022,CMPT 494 with a minimum grade of C-. CMPT 495 must be taken in the term immediately following the successful completion of CMPT 494 and must be for the same project and faculty supervisor.
cmpt 497,spring,2022,Submission of a satisfactory capstone project proposal.
cmpt 626,spring,2022,12 units of CMPT coursework at the 700-level or higher with a CGPA of at least 3.0. Department Consent is required for enrollment.
cmpt 631,spring,2022,"12 units of CMPT course work with an SFU CGPA of at least 3.0. Approval of supervisor and a GPC representative is required prior to applying for, or accepting an internship."
cmpt 700,spring,2022,
cmpt 705,spring,2022,
cmpt 724,spring,2022,
cmpt 726,spring,2022,
cmpt 727,spring,2022,
cmpt 733,spring,2022,CMPT 732: Programming for Big Data 1
cmpt 741,spring,2022,
cmpt 756,spring,2022,
cmpt 762,spring,2022,
cmpt 766,spring,2022,
cmpt 769,spring,2022,
cmpt 786,spring,2022,
cmpt 863,spring,2022,
cmpt 889,spring,2022,
cmpt 894,spring,2022,
cmpt 895,spring,2022,
cmpt 896,spring,2022,
cmpt 897,spring,2022,
cmpt 898,spring,2022,
cmpt 899,spring,2022,
cmpt 980,spring,2022,Instructor discretion.
cmpt 981,spring,2022,
cmpt 982,spring,2022,
cmpt 983,spring,2022,
cmpt 984,spring,2022,
cmpt 985,spring,2022,
cogs 100,spring,2022,Open to all students.
cogs 110,spring,2022,
cogs 200,spring,2022,COGS 100.
cogs 315,spring,2022,"One of: PHIL 110, 210, 310, 314, MACM 101, BUEC 232 or STAT 270."
crim 101,spring,2022,
crim 103,spring,2022,PSYC 100 and 102 are recommended.
crim 104,spring,2022,SA 150 is recommended.
crim 131,spring,2022,
crim 135,spring,2022,
crim 210,spring,2022,CRIM 101 and CRIM 131.
crim 220,spring,2022,Any 100 division CRIM course is recommended.
crim 230,spring,2022,CRIM 135.
crim 241,spring,2022,CRIM 131.
crim 251,spring,2022,CRIM 131.
crim 300w,spring,2022,CRIM 101.
crim 302,spring,2022,CRIM 101.
crim 312,spring,2022,CRIM 101.
crim 315,spring,2022,45 units.
crim 317,spring,2022,CRIM 101.
crim 318,spring,2022,CRIM 101.
crim 320,spring,2022,CRIM 101; one of CRIM 120 or 220. CRIM 320 may be taken concurrently with CRIM 321.
crim 321,spring,2022,CRIM 101; one of CRIM 120 or 220. This course may be taken concurrently with CRIM 320.
crim 326,spring,2022,CRIM 101 and CRIM 103.
crim 330,spring,2022,CRIM 101 and 230.
crim 331,spring,2022,CRIM 101 and 230.
crim 332,spring,2022,CRIM 101 and 135.
crim 343,spring,2022,CRIM 101. Recommended: CRIM 241.
crim 350,spring,2022,CRIM 101.
crim 355,spring,2022,45 units.
crim 356,spring,2022,45 units.
crim 358,spring,2022,CRIM 101. Recommended: CRIM 320 or equivalent.
crim 370,spring,2022,"CRIM 320 and 330, and written application to the school no later than the last day of classes of the preceding term. CRIM 370 and 470 may not be taken concurrently."
crim 380,spring,2022,CRIM 101.
crim 402,spring,2022,CRIM 101.
crim 406,spring,2022,CRIM 101.
crim 413,spring,2022,CRIM 101.
crim 417,spring,2022,CRIM 101.
crim 418,spring,2022,CRIM 101.
crim 423,spring,2022,CRIM 413.
crim 433,spring,2022,CRIM 101.
crim 438,spring,2022,CRIM 330 is recommended.
crim 452,spring,2022,CRIM 101. Recommended: CRIM 357.
crim 453,spring,2022,CRIM 101.
crim 454,spring,2022,CRIM 101.
crim 456,spring,2022,CRIM 101.
crim 458,spring,2022,CRIM 251.
crim 459,spring,2022,CRIM 101.
crim 464,spring,2022,CRIM 101.
crim 470,spring,2022,"CRIM 320, 321 and 330. Written application to the school no later than the last day of classes of the preceding term. Reserved for criminology honours and majors. Recommended: CRIM 370."
crim 480,spring,2022,CRlM 380.
crim 499,spring,2022,A minimum grade of B in CRIM 490 and 491 is required.
crim 801,spring,2022,"CRIM 800, or permission of the instructor."
crim 816,spring,2022,
crim 861,spring,2022,
crim 862,spring,2022,
crim 865,spring,2022,CRIM 860 or permission of instructor.
crim 870,spring,2022,
crim 897,spring,2022,Completion of all course work within the PhD program.
crim 898,spring,2022,
crim 899,spring,2022,
dial 461,spring,2022,45 units and permission of instructor.
dmed 501,spring,2022,
dmed 521,spring,2022,DMED 520.
dmed 530,spring,2022,
dmed 531,spring,2022,DMED 530.
dmed 540,spring,2022,
easc 101,spring,2022,
easc 106,spring,2022,
easc 201,spring,2022,or Corequisite: EASC 210 with a grade of C- or better.
easc 204,spring,2022,"EASC 210, PHYS 101 or 120 or 125 or 140. All with a grade of C- or better."
easc 205,spring,2022,"EASC 202, CHEM 122, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better."
easc 208,spring,2022,"EASC 202, CHEM 121, 122 and 126. All with a grade of C- or better."
easc 210,spring,2022,EASC 101 with a grade of C- or better.
easc 300,spring,2022,To be determined by instructor.
easc 305,spring,2022,"EASC 101; MATH 152, PHYS 121 or 126 or 102 or 141, and STAT 201 or 270 (all with a grade of C- or better), and six units in any 200 division or higher EASC courses."
easc 313,spring,2022,"EASC 101, 204 or permission of instructor. All with a grade of C- or better."
easc 317,spring,2022,"EASC 207 with a grade of C- or better, or permission of instructor."
easc 400,spring,2022,To be determined by instructor.
easc 403,spring,2022,"EASC 201, EASC 209W or GEOG 213, and EASC 308. All with a grade of C- or better."
easc 408,spring,2022,/Corequsite: EASC 309 with a C- or better.
easc 415,spring,2022,EASC 304.
easc 420,spring,2022,"EASC 201, EASC 207, EASC 304. All with a grade of C- or better."
easc 491,spring,2022,75 units including 30 units in earth science courses and permission of the department.
easc 493,spring,2022,75 units including 30 units in earth sciences courses and permission of the department.
easc 499,spring,2022,"105 units, admittance to the honours program and consent of a thesis supervisor."
easc 609,spring,2022,"Recommended: undergraduate courses in advanced mathematics, remote sensing, geophysics, natural hazards (or permission of instructor)."
easc 610,spring,2022,"Knowledge and/or experience in sedimentary geology, stratigraphy, and facies models."
easc 611,spring,2022,
easc 613,spring,2022,
easc 617,spring,2022,
easc 624,spring,2022,"An undergraduate background that includes courses at any level in structural geology, plate tectonics, geochemistry, geophysics, petrology (sedimentary, metamorphic, and igneous), plus permission from the instructor."
easc 635,spring,2022,Permission of instructor. Undergraduate physical hydrogeology and aqueous geochemistry courses required.
easc 704,spring,2022,Permission of the instructor.
easc 705,spring,2022,Permission of the instructor.
easc 708,spring,2022,Permission of the instructor.
easc 711,spring,2022,Permission of the instructor.
easc 810,spring,2022,Enrollment in MSc program.
easc 898,spring,2022,Enrollment in MSc program.
easc 901,spring,2022,Enrollment in PhD program.
easc 910,spring,2022,Enrollment in PhD program.
easc 998,spring,2022,Enrollment in PhD Program.
eco 600,spring,2022,
eco 622,spring,2022,"ECOR 9100 - Concepts of ER and the Physical Environment; 
ECO 611 - Concepts of ER and the
Biological Environment; 
ECOR 9110 - Planning and Monitoring for ER."
eco 641,spring,2022,ECO 622 - Project Management & Policy for ER; ECOR 911O- Planning and Monitoring for ER.
econ 103,spring,2022,
econ 104,spring,2022,
econ 105,spring,2022,
econ 201,spring,2022,"ECON 103 and 105, with a minimum grade of C-; MATH 157 with a minimum grade of C-."
econ 220w,spring,2022,"ECON 201 with a minimum grade of C-, minimum 30 units and no more than 80 units."
econ 260,spring,2022,"ECON 103 or 200, with a minimum grade of C-."
econ 290,spring,2022,"ECON 103 or 200, with a minimum grade of C-."
econ 302,spring,2022,"ECON 201 or 301, with a minimum grade of C-; 60 units."
econ 305,spring,2022,"ECON 201 or 301, with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 103 and 105 at Simon Fraser University at their first attempt can complete ECON 305 concurrently with ECON 201 after 30 units. Students seeking permission to enroll on this basis must contact the undergraduate advisor in economics."
econ 310,spring,2022,"ECON 103 and 105, with a minimum grade of C-; 60 units."
econ 325,spring,2022,"ECON 201 or 301, with a minimum grade of C-; 60 units."
econ 329,spring,2022,"ECON 103 and ECON 105, with a minimum grade of C-."
econ 331,spring,2022,"ECON 201 or 301, with a minimum grade of C-; 60 units."
econ 333,spring,2022,"ECON 103 or 200, ECON 105 or 205, ECON 233 or BUS (or BUEC) 232 or STAT 270, MATH 157, all with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 233, BUS (or BUEC) 232 or STAT 270 can take ECON 333 after 30 units. Students seeking permission to enroll based on their ECON 233, BUS (or BUEC) 232 or STAT 270 grade must contact the Undergraduate Advisor in Economics."
econ 335,spring,2022,
econ 342,spring,2022,"ECON 103 or 200 and 105 or 205, all with a minimum grade of C-; 60 units or permission of the department."
econ 345,spring,2022,"ECON 103 or 200 and 105 or 205, all with a minimum grade of C-; 60 units or permission of the department."
econ 354,spring,2022,"ECON 103 and 105, with a minimum grade of C-; 60 units."
econ 355w,spring,2022,"ECON 103 or 200 and 105 or 205, all with a minimum grade of C-; 60 units."
econ 398,spring,2022,"ECON 103 or 200 and ECON 105 or 205, all with a minimum grade of C-; 60 units."
econ 403,spring,2022,"ECON 302, 305 and 331, all with a minimum grade of C-. Students who have completed both MATH 232 and 251 may substitute them for ECON 331. Entry into this course requires a minimum CGPA of 3.0 or permission of the department."
econ 427w,spring,2022,"ECON 201 or 301, and ECON (or BUEC) 333 or ECON 302, all with a minimum grade of C-."
econ 428,spring,2022,"ECON 302, ECON 305, both with a minimum grade of C-."
econ 434,spring,2022,"ECON 333 (or BUEC 333) and ECON 302, all with a minimum grade of C-."
econ 446,spring,2022,"ECON 201 or 301, ECON 305 and ECON 345, all with a minimum grade of C-."
econ 452w,spring,2022,ECON 302 with a minimum grade of C-.
econ 453,spring,2022,"ECON 201 or 301 and ECON (or BUEC) 333, all with a minimum grade of C-."
econ 455w,spring,2022,ECON 333 with a minimum grade of C-.
econ 460,spring,2022,ECON 302 with a minimum grade of C-.
econ 484,spring,2022,To be determined by the instructor subject to approval by the department chair.
econ 499w,spring,2022,ECON 494 with a minimum grade of C-.
econ 750,spring,2022,"Completion of core MA degree requirements of ECON 802, 807 (or 808), 835, and 836 with a minimum GPA of 3.0."
econ 751,spring,2022,ECON 750.
econ 752,spring,2022,ECON 751 and department approval.
econ 804,spring,2022,ECON 802 and 803 or equivalent.
econ 807,spring,2022,ECON 798 or equivalent. Offered once a year.
econ 809,spring,2022,ECON 808.
econ 826,spring,2022,
econ 836,spring,2022,ECON 835 or equivalent.
econ 838,spring,2022,ECON 837.
econ 899,spring,2022,"ECON 802, 807 (or 808), 835, and 836 (or 837)."
econ 900,spring,2022,
econ 912,spring,2022,
econ 913,spring,2022,
econ 921,spring,2022,
econ 987,spring,2022,
econ 990,spring,2022,
econ 991,spring,2022,
edpr 501,spring,2022,
edpr 502,spring,2022,
edpr 503,spring,2022,
edpr 504,spring,2022,
edpr 525,spring,2022,
edpr 526,spring,2022,
edpr 533,spring,2022,
edpr 535,spring,2022,
edpr 538,spring,2022,
edpr 542,spring,2022,
edpr 564,spring,2022,
edpr 565,spring,2022,
edpr 571,spring,2022,
edpr 572,spring,2022,
edpr 573,spring,2022,
edpr 574,spring,2022,
edpr 575,spring,2022,
edpr 578,spring,2022,
educ 100w,spring,2022,
educ 199,spring,2022,
educ 212,spring,2022,"Students who have credit for MATH 150, MATH 151, MATH 154, MATH 157 need permission of the instructor to participate in EDUC 211 and EDUC 212."
educ 220,spring,2022,
educ 222,spring,2022,
educ 230,spring,2022,
educ 240,spring,2022,
educ 250,spring,2022,
educ 252,spring,2022,
educ 311,spring,2022,60 units.
educ 315,spring,2022,EDUC 220 or PSYC 250 or LING 100. Students may be required to successfully complete a Criminal Record Check.
educ 320,spring,2022,EDUC 220.
educ 322,spring,2022,EDUC 220 or PSYC 250.
educ 323,spring,2022,60 units including EDUC 220.
educ 324,spring,2022,EDUC 220 or PSYC 250 and 60 units.
educ 326,spring,2022,"One of EDUC 100, 220, 230, or 240; or EDUC 401/402, or corequisite EDUC 403."
educ 327,spring,2022,"60 units, including EDUC 220."
educ 328,spring,2022,EDUC 220 or EDUC 401/402 or corequisite EDUC 403.
educ 341,spring,2022,60 units including three units in EDUC courses.
educ 352w,spring,2022,EDUC 252.
educ 370,spring,2022,"Completion of at least 60 units, including 3 units in Education."
educ 371w,spring,2022,60 units; or permission of instructor.
educ 380,spring,2022,FREN 301 or 304 or 370 or equivalent.
educ 401w,spring,2022,Admission to Professional Development Program. Students must successfully complete a Criminal Record Check.
educ 402w,spring,2022,Admission to PDP or PLP program. Students must successfully complete a Criminal Record Check.
educ 404,spring,2022,EDUC 401/402 or corequisite EDUC 403.
educ 405,spring,2022,EDUC 401/402 or EDUC 402/403. Students must successfully complete a Criminal Record Check.
educ 406,spring,2022,Permission will not be given to students without previous teaching experience. Students must successfully complete a Criminal Record Check.
educ 422,spring,2022,PSYC 250 or corequisite of EDUC 315 or 473. Students may be required to successfully complete a Criminal Record Check.
educ 423,spring,2022,Or corequisite: EDUC 323.
educ 426,spring,2022,"Students may be required to successfully complete a Criminal Record Check. 60 units including EDUC 220 or PSYC 250, or EDUC 401/402 or Corequsite: EDUC 403."
educ 437,spring,2022,60 units including 3 units in Education.
educ 458,spring,2022,60 units.
educ 464,spring,2022,EDUC 401/402 or PSYC 250 or corequisite EDUC 403.
educ 466,spring,2022,Corequisite: EDUC 464.
educ 469,spring,2022,60 units.
educ 471,spring,2022,60 units.
educ 472,spring,2022,EDUC 401/402 or corequisite EDUC 403.
educ 483,spring,2022,EDUC 401/402 or corequisite EDUC 403.
educ 490,spring,2022,"60 units, consent of supervising faculty member, and approval of the director of undergraduate programs."
educ 491,spring,2022,"60 units, consent of supervising faculty member, and approval of the director of undergraduate programs."
educ 492,spring,2022,"60 units, consent of supervising faculty member, and approval of the director of undergraduate programs."
educ 495,spring,2022,This will be announced prior to the beginning of each term.
educ 702,spring,2022,
educ 703,spring,2022,
educ 704,spring,2022,
educ 705,spring,2022,
educ 800,spring,2022,EDUC 799. Students must successfully complete a Criminal Record Check.
educ 802,spring,2022,EDUC 801. Students must successfully complete a Criminal Record Check.
educ 806,spring,2022,
educ 807,spring,2022,Acceptance into the MEd in Educational Practice program.
educ 811,spring,2022,
educ 813,spring,2022,
educ 816,spring,2022,
educ 817,spring,2022,
educ 820,spring,2022,
educ 823,spring,2022,
educ 825,spring,2022,
educ 829,spring,2022,
educ 830,spring,2022,
educ 842,spring,2022,
educ 847,spring,2022,
educ 852,spring,2022,
educ 854,spring,2022,
educ 855,spring,2022,
educ 863,spring,2022,EDUC 810 or 864.
educ 864,spring,2022,
educ 866,spring,2022,
educ 874,spring,2022,EDUC 870.
