course,term,year,prereqs
chem 316,spring,2024,"CHEM 210, 216, and 260, all with a minimum grade of C-, or permission of the department."
chem 332,spring,2024,"CHEM 230, 236W and 260, all with a minimum grade of C-, or permission of the Department."
chem 336,spring,2024,CHEM 236W with a minimum grade of C-. Corequisite: CHEM 332.
chem 340,spring,2024,"Completion of 60 units in a science or applied science program, including first year chemistry, physics and calculus. CHEM 230 is strongly recommended."
chem 360,spring,2024,CHEM 260 with a minimum grade of C-. Recommended: MATH 251.
chem 372,spring,2024,"CHEM 281 and CHEM 360, both with a minimum grade of C-."
chem 381,spring,2024,CHEM 380 with a minimum grade of C-.
chem 396,spring,2024,"50 units, including one 3rd year CHEM core course (CHEM 316, 332, 336, 360, 366, 380 or NUSC 341). A student may enroll in this course only with prior written agreement of a faculty member to act as a research supervisor."
chem 406,spring,2024,CHEM 307 and completion of 56 units toward a BSc degree. Minimum CGPA of 2.67 (or permission of co-op co-ordinator).
chem 407,spring,2024,CHEM 406. Minimum CGPA of 2.67 (or permission of co-op co-ordinator).
chem 408,spring,2024,CHEM 407.
chem 419,spring,2024,CHEM 316 with a minimum grade of C-.
chem 439,spring,2024,CHEM 332 with a minimum grade of C-.
chem 449,spring,2024,"CHEM 210, 260, 283 (or 284), and 12 units of upper division CHEM, all with a minimum grade of C-; or permission of the department."
chem 459,spring,2024,"CHEM 380 with a minimum grade of C-, or permission of the instructor."
chem 481,spring,2024,Permission of the Department; knowledge of chemistry at an advanced level. Normally taken after completion of 300-level course requirements.
chem 482,spring,2024,Permission of the Department. Normally taken during the fourth year of study.
chem 483,spring,2024,CHEM 481 and permission of the Department. This course cannot be counted towards the 400-level CHEM unit requirement for the Chemistry Majors program.
chem 484,spring,2024,Permission of the Department; knowledge of chemistry at an advanced level. Normally taken after completion of 300-level course requirements.
chem 759,spring,2024,
chem 802,spring,2024,
chem 808,spring,2024,For students in the PhD program.
chem 819,spring,2024,
chem 839,spring,2024,
chem 849,spring,2024,
chem 898,spring,2024,
chem 899,spring,2024,
chin 100,spring,2024,
chin 110,spring,2024,CHIN 100 or equivalent.
chin 191,spring,2024,"CHIN 190 or equivalent. This course is for students of Chinese origin who have near native speaking ability in Chinese (Mandarin or other dialects), but limited knowledge of written Chinese."
chin 200,spring,2024,CHIN 110 (or CHIN 101) or equivalent.
chin 291,spring,2024,"CHIN 290 or equivalent. This course is for students of Chinese origin who have near native speaking ability in Chinese (Mandarin or other dialects), but basic knowledge of written Chinese."
chin 330,spring,2024,CHIN 291 or permission of the instructor.
cmns 110,spring,2024,
cmns 130,spring,2024,
cmns 202,spring,2024,Nine CMNS units with a minimum grade of C-.
cmns 210,spring,2024,Nine CMNS units with a minimum grade of C-.
cmns 215,spring,2024,Nine CMNS units with a minimum grade of C-.
cmns 221,spring,2024,Nine CMNS units with a minimum grade of C-.
cmns 240,spring,2024,Nine CMNS units with a minimum grade of C-.
cmns 311,spring,2024,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 313,spring,2024,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 314,spring,2024,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 315,spring,2024,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 316,spring,2024,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 353,spring,2024,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 362,spring,2024,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 395,spring,2024,"Complete Bridging Online at least two terms before anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term of application, and have a minimum GPA of 2.7."
cmns 396,spring,2024,CMNS 395.
cmns 424,spring,2024,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 425,spring,2024,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 426,spring,2024,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 440,spring,2024,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 452,spring,2024,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 453,spring,2024,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 461,spring,2024,75 units including CMNS 460 with a minimum grade of C-.
cmns 479,spring,2024,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 480,spring,2024,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 481,spring,2024,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 482,spring,2024,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 487,spring,2024,Depends on topic; published before enrollment.
cmns 489,spring,2024,75 units and permission of the school.
cmns 494,spring,2024,CMNS 396.
cmns 495,spring,2024,CMNS 494.
cmns 496,spring,2024,CMNS 495.
cmns 497,spring,2024,Students accepted into honours program only.
cmns 498,spring,2024,"Successful completion of CMNS 497-5, Honours Research Proposal, with grade of ""B"" or higher."
cmns 801,spring,2024,
cmns 802,spring,2024,
cmns 830,spring,2024,
cmns 849,spring,2024,
cmns 850,spring,2024,
cmns 851,spring,2024,
cmns 858,spring,2024,
cmns 880,spring,2024,
cmns 881,spring,2024,
cmns 891,spring,2024,
cmns 892,spring,2024,
cmns 893,spring,2024,"CMNS 801 and one of CMNS 800, CMNS 802 or CMNS 804."
cmns 895,spring,2024,
cmns 896,spring,2024,"CMNS 801 and one of CMNS 800, 802, or 804."
cmns 897,spring,2024,
cmns 898,spring,2024,
cmns 899,spring,2024,
cmpt 120,spring,2024,BC Math 12 or equivalent is recommended.
cmpt 125,spring,2024,"CMPT 120 or CMPT 130, with a minimum grade of C-."
cmpt 135,spring,2024,CMPT 130 with a minimum grade of C-.
cmpt 201,spring,2024,"(CMPT 125 or CMPT 135) and MACM 101, both with a minimum grade of C-."
cmpt 210,spring,2024,"MACM 101, MATH 152, CMPT 125 or CMPT 135, and (MATH 240 or MATH 232), all with a minimum grade of C-."
cmpt 213,spring,2024,CMPT 225 with a minimum grade of C-.
cmpt 225,spring,2024,"(MACM 101 and (CMPT 125, CMPT 129 or CMPT 135)) or (ENSC 251 and ENSC 252), all with a minimum grade of C-."
cmpt 276,spring,2024,"One W course, CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (MATH 151 or MATH 150), all with a minimum grade of C-. MATH 154 or MATH 157 with at least a B+ may be substituted for MATH 151 or MATH 150."
cmpt 295,spring,2024,"Either (MACM 101 and (CMPT 125 or CMPT 135)) or (MATH 151 and CMPT 102 for students in an Applied Physics program), all with a minimum grade of C-."
cmpt 300,spring,2024,"CMPT 225 and (CMPT 295 or ENSC 254), all with a minimum grade of C-."
cmpt 305,spring,2024,"CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (STAT 270 or STAT 271), all with a minimum grade of C-."
cmpt 307,spring,2024,"CMPT 225, (MACM 201 or CMPT 210), (MATH 150 or MATH 151), and (MATH 232 or MATH 240), all with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 150 or MATH 151."
cmpt 310,spring,2024,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 318,spring,2024,CMPT 225 with a minimum grade of C-. Additional prerequisites to be determined by the instructor subject to approval by the undergraduate program chair.
cmpt 340,spring,2024,"Completion of 60 units including one of CMPT 125, 126, 128, 135, with a minimum grade of C- or CMPT 102 with a grade of B or higher."
cmpt 353,spring,2024,"CMPT 225 and (STAT 101, STAT 270, STAT 271, ENSC 280, or MSE 210), with a minimum grade of C-."
cmpt 354,spring,2024,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 361,spring,2024,"CMPT 225 and MATH 232 or 240, all with a minimum grade of C-."
cmpt 363,spring,2024,"CMPT 225 and CMPT 263, both with a minimum grade of C-."
cmpt 365,spring,2024,CMPT 225 with a minimum grade of C-.
cmpt 371,spring,2024,"CMPT 225 and (MATH 151 or MATH 150), with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 151 (MATH 150)."
cmpt 372,spring,2024,"CMPT 272 and CMPT 225, both with a minimum grade of C-."
cmpt 383,spring,2024,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 404,spring,2024,(MACM 201 or CMPT 210) with a minimum grade of C-. CMPT 307 and 308 are recommended.
cmpt 405,spring,2024,CMPT 307 with a minimum grade of C-.
cmpt 409,spring,2024,CMPT 307 with a minimum grade of C-.
cmpt 410,spring,2024,"CMPT 310 and MACM 316, both with a minimum grade of C-."
cmpt 413,spring,2024,"Completion of nine units in Computing Science upper division courses or, in exceptional cases, permission of the instructor."
cmpt 415,spring,2024,Permission of Instructor and School.
cmpt 416,spring,2024,Permission of the department.
cmpt 419,spring,2024,
cmpt 420,spring,2024,"CMPT 410 or CMPT 419 (Machine Learning), with a minimum grade of C-."
cmpt 426,spring,2024,"Students must complete Bridging Online (visit www.sfu.ca/coop/bol for further details) at least two terms before their anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term. Normally, students will have completed a minimum of 45 units by the end of the term of application, CMPT 275 or 276, and have a minimum CGPA of 2.50."
cmpt 427,spring,2024,"CMPT 426, CGPA of 2.50."
cmpt 428,spring,2024,"CMPT 427, CGPA of 2.50."
cmpt 429,spring,2024,"CMPT 428, CGPA of 2.50."
cmpt 430,spring,2024,"CMPT 429, CGPA of 2.50."
cmpt 431,spring,2024,"CMPT 300, 371, both with a minimum grade of C-."
cmpt 433,spring,2024,"CMPT 295 and CMPT 300, with a minimum grade of C-."
cmpt 454,spring,2024,"CMPT 300 and 354, with a minimum grade of C-."
cmpt 459,spring,2024,CMPT 354 with a minimum grade of C-.
cmpt 461,spring,2024,CMPT 361 with a minimum grade of C-.
cmpt 469,spring,2024,CMPT 361 with a minimum grade of C-.
cmpt 471,spring,2024,"CMPT 300 and 371, with a minimum grade of C-."
cmpt 474,spring,2024,CMPT 371 with a minimum grade of C-.
cmpt 475,spring,2024,"CMPT 275 or CMPT 276, (MACM 201 or CMPT 210) , all with a minimum grade of C- and 15 units of upper division courses. Recommended: Co-op experience."
cmpt 476,spring,2024,"MATH 232 or MATH 240, with a minimum grade of C-."
cmpt 479,spring,2024,CMPT 300 with a minimum grade of C-.
cmpt 493,spring,2024,"CMPT 275 or CMPT 276, at least 80 units, CGPA and UDGPA over 3.0, enrolled in any CS major program. Participation in the practicum is competitive and an application must be submitted to the Undergraduate Chair by a defined due date announced each term."
cmpt 494,spring,2024,Students must have completed at least 15 units of upper division CMPT courses. Successful Capstone Project Proposal.
cmpt 495,spring,2024,CMPT 494 with a minimum grade of C-. CMPT 495 must be taken in the term immediately following the successful completion of CMPT 494 and must be for the same project and faculty supervisor.
cmpt 496,spring,2024,"Students must have completed 90 units, including 15 units of upper division CMPT courses, and have a GPA of at least 3.00. The proposal must be submitted to the undergraduate chair at least 15 days in advance of the term. The proposal must be signed by the supervisor(s) and the undergraduate chair."
cmpt 497,spring,2024,Submission of a satisfactory capstone project proposal.
cmpt 498,spring,2024,"Students must have completed 90 units, including 15 units of upper division CMPT courses, and have a GPA of at least 3.00. The proposal must be submitted to the Undergraduate Chair at least 15 days in advance of the term. The proposal must be signed by the supervisor(s) and the undergraduate chair."
cmpt 626,spring,2024,12 units of CMPT coursework at the 700-level or higher with a CGPA of at least 3.0. Department Consent is required for enrollment.
cmpt 627,spring,2024,CMPT 626 and a CGPA of at least 3.0. Department Consent is required for enrollment.
cmpt 628,spring,2024,CMPT 627 and a CGPA of at least 3.0. Department Consent is required for enrollment.
cmpt 629,spring,2024,Permission of the Graduate Program Chair.
cmpt 631,spring,2024,"12 units of CMPT course work with an SFU CGPA of at least 3.0. Approval of supervisor and a GPC representative is required prior to applying for, or accepting an internship."
cmpt 700,spring,2024,
cmpt 701,spring,2024,
cmpt 705,spring,2024,
cmpt 713,spring,2024,
cmpt 722,spring,2024,CMPT 361 or equivalent and CMPT 726.
cmpt 724,spring,2024,
cmpt 726,spring,2024,
cmpt 727,spring,2024,
cmpt 728,spring,2024,
cmpt 729,spring,2024,
cmpt 733,spring,2024,CMPT 732.
cmpt 741,spring,2024,
cmpt 743,spring,2024,CMPT 742. This course is only available to students enrolled in the master of visual computing program.
cmpt 756,spring,2024,
cmpt 757,spring,2024,This course is only available to students enrolled into the Visual Computing Specialization of the Professional Master's program in Computer Science.
cmpt 769,spring,2024,
cmpt 783,spring,2024,CMPT 782. This course is only available to students enrolled in the master of cybersecurity program.
cmpt 785,spring,2024,
cmpt 820,spring,2024,
cmpt 863,spring,2024,
cmpt 889,spring,2024,
cmpt 894,spring,2024,
cmpt 895,spring,2024,
cmpt 896,spring,2024,
cmpt 897,spring,2024,
cmpt 898,spring,2024,
cmpt 899,spring,2024,
cmpt 980,spring,2024,Instructor discretion.
cmpt 981,spring,2024,
cmpt 982,spring,2024,
cmpt 983,spring,2024,
cmpt 984,spring,2024,
cmpt 985,spring,2024,
cogs 100,spring,2024,Open to all students.
cogs 110,spring,2024,
cogs 200,spring,2024,COGS 100.
cogs 315,spring,2024,"One of: PHIL 110, 210, 310, 314, MACM 101, BUEC 232 or STAT 270."
crim 101,spring,2024,
crim 103,spring,2024,PSYC 100 and 102 are recommended.
crim 104,spring,2024,SA 150 is recommended.
crim 131,spring,2024,
crim 135,spring,2024,
crim 210,spring,2024,CRIM 101 and CRIM 131.
crim 220,spring,2024,Any 100 division CRIM course is recommended.
crim 230,spring,2024,CRIM 135.
crim 241,spring,2024,CRIM 131.
crim 251,spring,2024,CRIM 131.
crim 302,spring,2024,CRIM 101.
crim 303,spring,2024,Any 100 division CRIM course.
crim 311,spring,2024,CRIM 101.
crim 314,spring,2024,CRIM 101. Recommended: CRIM 131.
crim 315,spring,2024,45 units.
crim 318,spring,2024,CRIM 101.
crim 320,spring,2024,CRIM 101; one of CRIM 120 or 220. CRIM 320 may be taken concurrently with CRIM 321.
crim 321,spring,2024,CRIM 101; one of CRIM 120 or 220. This course may be taken concurrently with CRIM 320.
crim 330,spring,2024,CRIM 101 and 230.
crim 332,spring,2024,CRIM 101 and 135.
crim 340,spring,2024,CRIM 101 and 220.
crim 343,spring,2024,CRIM 101. Recommended: CRIM 241.
crim 344,spring,2024,CRIM 101 and CRIM 135.
crim 346,spring,2024,CRIM 101. Recommended: CRIM 241
crim 351,spring,2024,CRIM 101 and 251.
crim 355,spring,2024,45 units.
crim 356,spring,2024,45 units.
crim 370,spring,2024,"CRIM 320 and 330, and written application to the school no later than the last day of classes of the preceding term. CRIM 370 and 470 may not be taken concurrently."
crim 406,spring,2024,CRIM 101.
crim 416,spring,2024,CRIM 101.
crim 417,spring,2024,CRIM 101.
crim 418,spring,2024,CRIM 101.
crim 429,spring,2024,CRIM 101 or FNST 101 or 201 or permission of instructor.
crim 433,spring,2024,CRIM 101.
crim 452,spring,2024,CRIM 101. Recommended: CRIM 357.
crim 453,spring,2024,CRIM 101.
crim 459,spring,2024,CRIM 101.
crim 470,spring,2024,"CRIM 320, 321 and 330. Written application to the school no later than the last day of classes of the preceding term. Reserved for criminology honours and majors. Recommended: CRIM 370."
crim 485,spring,2024,"Permission of the school, and minimum 90 units and CGPA of 2.75. Applicants must be declared Criminology majors."
crim 486,spring,2024,"Permission of the school, and minimum 90 units and CGPA of 2.75. Applicants must be declared Criminology majors and must be enrolled in or have completed CRIM 320, 321 and 485. Corequisite: CRIM 488. A criminal record check may be required dependent on agency."
crim 487,spring,2024,"CRIM 485, a minimum of 90 units and CGPA of 2.75, and/or permission of the School. Applicants must be declared Criminology majors. Corequisite: CRIM 489. A criminal record check may be required dependent on agency."
crim 488,spring,2024,"Permission of the school, CRIM 485, a minimum of 90 units and CGPA of 2.75. Applicants must be declared Criminology majors. Corequisite: CRIM 486. A criminal record check may be required dependent on agency."
crim 489,spring,2024,"CRIM 485, a minimum of 90 units and CGPA of 2.75, and/or permission of the School. Applicants must be declared Criminology majors. Corequisite: CRIM 487. A criminal record check may be required dependent on agency."
crim 499,spring,2024,A minimum grade of B in CRIM 490 and 491 is required.
crim 801,spring,2024,"CRIM 800, or permission of the instructor."
crim 812,spring,2024,
crim 861,spring,2024,
crim 862,spring,2024,
crim 863,spring,2024,"CRIM 861, or permission of the instructor."
crim 870,spring,2024,
crim 872,spring,2024,
crim 873,spring,2024,
crim 890,spring,2024,CRIM 897.
crim 897,spring,2024,Completion of all course work within the PhD program.
crim 898,spring,2024,
crim 899,spring,2024,
dmed 501,spring,2024,
dmed 521,spring,2024,DMED 520.
dmed 530,spring,2024,
dmed 531,spring,2024,DMED 530.
dmed 540,spring,2024,
easc 101,spring,2024,
easc 103,spring,2024,
easc 107,spring,2024,
easc 201,spring,2024,EASC 101 with a grade of C- or better. EASC 210 recommended.
easc 204,spring,2024,"EASC 210, PHYS 101 or 120 or 125 or 140. All with a grade of C- or better."
easc 205,spring,2024,"EASC 202, CHEM 122, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better."
easc 208,spring,2024,"EASC 202, CHEM 121, 122 and 126. All with a grade of C- or better."
easc 210,spring,2024,EASC 101 with a grade of C- or better.
easc 305,spring,2024,"EASC 101; MATH 152, PHYS 121 or 126 or 102 or 141, and STAT 201 or 270 (all with a grade of C- or better), and six units in any 200-division or higher EASC courses."
easc 311,spring,2024,EASC 301 with a grade of C- or better. EASC 302 recommended.
easc 313,spring,2024,EASC 204 with a grade of C- or better.
easc 403,spring,2024,"EASC 201, EASC 209W or GEOG 213, and EASC 308. All with a grade of C- or better."
easc 405,spring,2024,"EASC 304 or GEOG 311, with a grade of C- or better."
easc 420,spring,2024,"EASC 302 or EASC 312, and EASC 304. All with a grade of C- or better."
easc 491,spring,2024,75 units including 30 units in earth science courses and permission of the department.
easc 493,spring,2024,75 units including 30 units in earth sciences courses and permission of the department.
easc 498,spring,2024,Permission of the department. Normally taken after completion of 300-level program requirements.
easc 499,spring,2024,"EASC 498 with a grade of B or better, admittance to the honours program, and permission of the department."
easc 603,spring,2024,Undergraduate courses in physical and chemical hydrogeology (or equivalent) and consent of the department.
easc 608,spring,2024,Permission of the instructor.
easc 609,spring,2024,"Recommended: undergraduate courses in advanced mathematics, remote sensing, geophysics, natural hazards (or permission of instructor)."
easc 610,spring,2024,"Prior knowledge and/or experience in sedimentary geology, stratigraphy, and facies models is required."
easc 617,spring,2024,
easc 635,spring,2024,Permission of instructor. Undergraduate physical hydrogeology and aqueous geochemistry courses required.
easc 699,spring,2024,Enrollment in EASC MSc or PhD program or permission of instructor.
easc 710,spring,2024,Prerequisite: permission of the instructor.
easc 711,spring,2024,Permission of the instructor.
easc 810,spring,2024,Enrollment in MSc program.
easc 898,spring,2024,Enrollment in MSc program.
easc 901,spring,2024,Enrollment in PhD program.
easc 910,spring,2024,Enrollment in PhD program.
easc 998,spring,2024,Enrollment in PhD Program.
eco 641,spring,2024,ECO 622 - Project Management & Policy for ER; ECOR 911O- Planning and Monitoring for ER.
econ 102,spring,2024,
econ 103,spring,2024,
econ 105,spring,2024,
econ 113,spring,2024,
econ 115,spring,2024,
econ 201,spring,2024,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; MATH 157 with a minimum grade of C-.
econ 233,spring,2024,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 15 units. MATH 150, MATH 151, MATH 154, or MATH 157 may be taken concurrently with ECON 233."
econ 260,spring,2024,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.
econ 280,spring,2024,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.
econ 302,spring,2024,ECON 201 with a minimum grade of C-; 60 units.
econ 305,spring,2024,ECON 201 with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 103 and 105 at Simon Fraser University at their first attempt can complete ECON 305 concurrently with ECON 201 after 30 units. Students seeking permission to enroll on this basis must contact the undergraduate advisor in economics.
econ 310,spring,2024,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units.
econ 325,spring,2024,ECON 201 with a minimum grade of C-; 60 units.
econ 331,spring,2024,"ECON 103 and 105, with a minimum grade of C-; MATH 157 with a minimum grade of C-; 60 units or permission of the department."
econ 333,spring,2024,"ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; ECON 233 or BUS (or BUEC) 232 or STAT 270, MATH 157, all with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 233, BUS (or BUEC) 232 or STAT 270 can take ECON 333 after 30 units. Students seeking permission to enroll based on their ECON 233, BUS (or BUEC) 232 or STAT 270 grade must contact the undergraduate advisor in economics."
econ 335,spring,2024,
econ 345,spring,2024,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units or permission of the department.
econ 403,spring,2024,"ECON 302, 305 and 331, all with a minimum grade of C-. Students who have completed both MATH 232 and 251 may substitute them for ECON 331. Entry into this course requires a minimum CGPA of 3.0 or permission of the department."
econ 425,spring,2024,ECON 302 with a minimum grade of C-.
econ 437,spring,2024,"ECON 201 or ECON 301, with a minimum grade of C-."
econ 446,spring,2024,"ECON 201, ECON 305 and ECON 345, all with a minimum grade of C-."
econ 483,spring,2024,To be determined by the instructor subject to approval by the department chair.
econ 498,spring,2024,"ECON 201 and ECON 305, all with a minimum grade of C- and permission of the undergraduate chair of the department."
econ 750,spring,2024,"Completion of core MA degree requirements of ECON 802, 807 (or 808), 835, and 836 with a minimum GPA of 3.0."
econ 751,spring,2024,ECON 750.
econ 752,spring,2024,ECON 751 and department approval.
econ 804,spring,2024,ECON 802 and 803 or equivalent.
econ 807,spring,2024,ECON 798 or equivalent. Offered once a year.
econ 809,spring,2024,ECON 808.
econ 828,spring,2024,
econ 832,spring,2024,"ECON 802, 807 or 808, or with the approval of the instructor."
econ 836,spring,2024,ECON 835 or equivalent.
econ 838,spring,2024,ECON 837.
econ 899,spring,2024,"ECON 802, 807 (or 808), 835, and 836 (or 837)."
econ 900,spring,2024,
econ 912,spring,2024,
econ 921,spring,2024,
econ 987,spring,2024,
econ 990,spring,2024,
econ 991,spring,2024,
edpr 510,spring,2024,
edpr 525,spring,2024,
edpr 535,spring,2024,
edpr 551,spring,2024,
edpr 561,spring,2024,
edpr 562,spring,2024,
edpr 577,spring,2024,
educ 199,spring,2024,
educ 212,spring,2024,"Students who have credit for MATH 150, MATH 151, MATH 154, MATH 157 need permission of the instructor to participate in EDUC 211 and EDUC 212."
educ 220,spring,2024,
educ 222,spring,2024,
educ 230,spring,2024,
educ 240,spring,2024,
educ 250,spring,2024,
educ 252,spring,2024,
educ 311,spring,2024,60 units.
educ 315,spring,2024,EDUC 220 or PSYC 250 or LING 100. Students may be required to successfully complete a Criminal Record Check.
educ 320,spring,2024,EDUC 220.
educ 322,spring,2024,EDUC 220 or PSYC 250.
educ 323,spring,2024,60 units including EDUC 220.
educ 324,spring,2024,EDUC 220 or PSYC 250 and 60 units.
educ 326,spring,2024,"One of EDUC 100, 220, 230, or 240; or EDUC 401/402, or corequisite EDUC 403."
educ 327,spring,2024,"60 units, including EDUC 220."
educ 328,spring,2024,EDUC 220 or EDUC 401/402 or corequisite EDUC 403.
educ 341,spring,2024,60 units including three units in EDUC courses.
educ 370,spring,2024,"Completion of at least 60 units, including 3 units in Education."
educ 376,spring,2024,
educ 380,spring,2024,FREN 301 or 304 or 370 or equivalent.
educ 382,spring,2024,60 units.
educ 388,spring,2024,
educ 398,spring,2024,Will be announced prior to the beginning of each term.
educ 403,spring,2024,EDUC 402. Students must successfully complete a Criminal Record Check.
educ 404,spring,2024,EDUC 401/402 or corequisite EDUC 403.
educ 405,spring,2024,EDUC 401/402 or EDUC 402/403. Students must successfully complete a Criminal Record Check.
educ 422,spring,2024,PSYC 250 or corequisite of EDUC 315 or 473. Students may be required to successfully complete a Criminal Record Check.
educ 423,spring,2024,Or corequisite: EDUC 323.
educ 426,spring,2024,"Students may be required to successfully complete a Criminal Record Check. 60 units including EDUC 220 or PSYC 250, or EDUC 401/402 or Corequsite: EDUC 403."
educ 437,spring,2024,60 units including 3 units in Education.
educ 458,spring,2024,60 units.
educ 464,spring,2024,EDUC 401/402 or PSYC 250 or corequisite EDUC 403.
educ 465,spring,2024,60 units.
educ 466,spring,2024,Corequisite: EDUC 464.
educ 468,spring,2024,60 units including 6 units in Education courses.
educ 471,spring,2024,60 units.
educ 472,spring,2024,EDUC 401/402 or corequisite EDUC 403.
educ 702,spring,2024,
educ 703,spring,2024,
educ 704,spring,2024,
educ 705,spring,2024,
educ 802,spring,2024,EDUC 801. Students must successfully complete a Criminal Record Check.
educ 805,spring,2024,
educ 806,spring,2024,
educ 807,spring,2024,Acceptance into the MEd in Educational Practice program.
educ 811,spring,2024,
educ 813,spring,2024,
educ 817,spring,2024,
educ 820,spring,2024,
educ 823,spring,2024,
educ 825,spring,2024,
educ 829,spring,2024,
educ 837,spring,2024,
educ 847,spring,2024,
educ 850,spring,2024,
educ 852,spring,2024,
educ 855,spring,2024,
educ 863,spring,2024,EDUC 810 or 864.
educ 864,spring,2024,
educ 866,spring,2024,
educ 872,spring,2024,
educ 874,spring,2024,EDUC 870.
educ 881,spring,2024,
educ 883,spring,2024,
educ 885,spring,2024,
educ 886,spring,2024,
educ 888,spring,2024,
educ 892,spring,2024,
educ 898,spring,2024,
educ 899,spring,2024,
educ 904,spring,2024,
educ 905,spring,2024,
educ 910,spring,2024,
educ 912,spring,2024,
educ 922,spring,2024,
educ 924,spring,2024,
educ 925,spring,2024,
educ 926,spring,2024,
educ 927,spring,2024,
educ 935,spring,2024,"EDUC 864, EDUC 890, EDUC 891, EDUC 892, EDUC 893. Corequisite: EDUC 934."
educ 962,spring,2024,
educ 983,spring,2024,
educ 984,spring,2024,
engl 204,spring,2024,12 units or one 100-division English course.
engl 209,spring,2024,12 units or one 100-division English course.
engl 211,spring,2024,12 units or one 100-division English course.
engl 214,spring,2024,12 units or one 100-division English course.
engl 304,spring,2024,30 units or two 200-division English courses.
engl 312,spring,2024,30 units or two 200-division English courses.
engl 320,spring,2024,30 units or two 200-division English courses.
engl 330,spring,2024,30 units or two 200-division English courses.
engl 345,spring,2024,30 units or two 200-division English courses.
engl 355,spring,2024,30 units or two 200-division English courses.
engl 361,spring,2024,30 units or two 200-division English courses. Students in the Global Asia Program Minor may enroll with permission of the instructor.
engl 363,spring,2024,30 units or two 200-division English courses.
engl 364,spring,2024,30 units or two 200-division English courses. Recommended: ENGL 216.
engl 372,spring,2024,30 units; or two 200-division English courses; or formal declaration in the creative writing minor and ENGL 272.
engl 375,spring,2024,"30 units or two 200-division English courses. Recommended: One of English 199, 199W, or 214."
engl 383,spring,2024,30 units or two 200-division English courses.
engl 385,spring,2024,30 units or two 200-division English courses.
engl 490,spring,2024,"Two 100-division English courses, two 200-division English courses and two 300-division English courses. Reserved for English honours, major, joint major and minor students. Admission is by permission of the instructor and the department."
engl 491,spring,2024,"Two 100-division English courses, two 200-division English courses and two 300-division English courses. Reserved for English honours, major, joint major and minor students. Admission is by permission of the instructor and the department."
