course,term,year,prereqs
bus 430,summer,2025,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.
bus 434,summer,2025,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.
bus 437,summer,2025,"BUS 336, 360W, both with a minimum grade of C-; 60 units; OR Data Science majors with BUS 360W with a minimum grade of C- and 60 units."
bus 444,summer,2025,"BUS 343, 360W, both with a minimum grade of C-; 60 units."
bus 445,summer,2025,"BUS 343, 336, 360W, all with a minimum grade of C-, 60 units; OR Data Science majors with BUS 343, 360W, both with a minimum grade of C-, and 60 units."
bus 447,summer,2025,"BUS 343, 360W, both with a minimum grade of C-; 60 units. Recommended: BUS 346."
bus 462,summer,2025,"BUS 336, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units. Corequisite: BUS 336 can be taken concurrently."
bus 466,summer,2025,"BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units."
bus 468,summer,2025,"BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 90 units."
bus 473,summer,2025,"Students admitted prior to Fall 2023 with (BUS 373 or BUS 336) and BUS 360W, or students admitted Fall 2023 onward with BUS 373 and BUS 360W; both with a minimum grade of C-; 60 units."
bus 474,summer,2025,"Students admitted prior to Fall 2023 with (BUS 373 or BUS 336) and BUS 360W, or students admitted Fall 2023 onward with BUS 373 and BUS 360W; both with a minimum grade of C-; 60 units."
bus 475,summer,2025,"BUS 360W or corporate environmental and social sustainability certificate students with an upper division Writing (W) course, with a minimum grade of C-; 60 units."
bus 478,summer,2025,"BUS 207 (or ECON 201 or ECON 301), BUS 312, 343, 360W and either BUS 374 or 381, all with a minimum grade of C-; 90 units."
bus 481,summer,2025,"BUS 381 and 360W, with a minimum grade of C-; 60 units."
bus 485,summer,2025,"BUS 272, 360W, and either 374 or 381, all with a minimum grade of C-; 60 units."
bus 489,summer,2025,"(BUS 374 or BUS 381) and BUS 360W, or corporate environmental and social sustainability certificate students with an upper division Writing (W) course, all with a minimum grade of C-; 60 units."
bus 492,summer,2025,As stated by the faculty at the time of offering and BUS 360W with a minimum grade of C-; 60 units.
bus 496,summer,2025,"This course is only open to approved business administration majors admitted to the faculty in Fall 2022 and onward, BUS 300 with a P grade and BUS 360W with a minimum grade of C-; 95 units."
bus 510,summer,2025,
bus 511,summer,2025,
bus 553,summer,2025,
bus 555,summer,2025,BUS 510 or equivalent.
bus 556,summer,2025,
bus 557,summer,2025,
bus 561,summer,2025,
bus 579,summer,2025,
bus 603,summer,2025,
bus 605,summer,2025,Enrollment in the Americas stream of the EMBA.
bus 607,summer,2025,
bus 609,summer,2025,
bus 613,summer,2025,
bus 621,summer,2025,
bus 630,summer,2025,Only for students in the IBL EMBA program.
bus 632,summer,2025,
bus 641,summer,2025,
bus 655,summer,2025,
bus 668,summer,2025,Only for students in the IBL EMBA program.
bus 675,summer,2025,Only for students in Indigenous Business Leadership.
bus 695,summer,2025,BUS 694.
bus 703,summer,2025,
bus 709,summer,2025,
bus 711,summer,2025,
bus 714,summer,2025,
bus 715,summer,2025,
bus 718,summer,2025,30 units of course work in the MBA program.
bus 727,summer,2025,
bus 730,summer,2025,BUS 741.
bus 733,summer,2025,
bus 735,summer,2025,
bus 737,summer,2025,
bus 739,summer,2025,
bus 741,summer,2025,
bus 742,summer,2025,
bus 753,summer,2025,
bus 758,summer,2025,
bus 759,summer,2025,
bus 774,summer,2025,
bus 783,summer,2025,
bus 794,summer,2025,
bus 795,summer,2025,Bus 792 Financial Literacy for Entrepreneurs.
bus 796,summer,2025,"BUS 790 Lab to Market, BUS 791 Opportunity Identification and Assessment"
bus 797,summer,2025,BUS 790 Lab to Market; BUS 791 Opportunity Identification & Assessment; BUS 792 Financial Literacy for Entrepreneurs; BUS 793 Business Models; BUS 796 Business Plan I.
bus 829,summer,2025,
bus 830,summer,2025,
bus 831,summer,2025,
bus 832,summer,2025,
bus 838,summer,2025,
bus 840,summer,2025,
bus 841,summer,2025,BUS 831.
bus 842,summer,2025,BUS 832.
bus 844,summer,2025,
bus 880,summer,2025,BUS 881 or Academic Director approval.
bus 888,summer,2025,
bus 890,summer,2025,Students need permission from academic unit.
bus 965,summer,2025,BUS 890 or equivalent.
bus 984,summer,2025,Enrollment in PhD program.
bus 985,summer,2025,Enrollment in PhD program.
bus 990,summer,2025,Enrollment in PhD program.
bus 991,summer,2025,Enrollment in PhD program.
bus 992,summer,2025,Enrollment in PhD program.
bus 993,summer,2025,
ca 135,summer,2025,
ca 140,summer,2025,
ca 142,summer,2025,
ca 149,summer,2025,
ca 216,summer,2025,"One of CA 135, 136, 137, 186, 235, 236, 316 (or 337), 318 (or 335), 416 (or 436), or 30 units."
ca 305,summer,2025,30 units in CA.
ca 306,summer,2025,45 units including CA 304 and permission of Internship Coordinator.
ca 307,summer,2025,45 units including CA 304 and permission of Internship Coordinator.
ca 308,summer,2025,A minimum of 30 units and approval of Field School Director.
ca 309,summer,2025,A minimum of 30 units and permission of Field School Director.
ca 316,summer,2025,Nine units in CA courses including CA 136 or 137.
ca 386,summer,2025,60 units.
ca 400,summer,2025,"60 units plus a minimum standing of completion of second year in any of the programs offered in the School for the Contemporary Arts, and prior approval."
ca 401,summer,2025,"60 units plus a minimum standing of completion of second year in any of the programs offered in the School for the Contemporary Arts, and prior approval."
ca 405,summer,2025,30 units in CA.
ca 406,summer,2025,60 units including CA 304 and permission of Internship Coordinator.
ca 407,summer,2025,60 units including CA 304 and permission of Internship Coordinator.
ca 408,summer,2025,A minimum of 30 units and approval of Field School Director.
ca 409,summer,2025,A minimum of 30 units and approval of Field School Director.
ca 485,summer,2025,"One CA studio course at the upper level, a CGPA of 3.0 and an overall average of 3.5 in CA courses."
ca 827,summer,2025,
ca 829,summer,2025,"CA (or FPA) 821 and two of the following: CA (or FPA) 823, 824, 825, 826, or 828."
ca 830,summer,2025,
ca 887,summer,2025,
ca 889,summer,2025,
ca 892,summer,2025,
ca 895,summer,2025,CA 892.
ca 898,summer,2025,
ca 899,summer,2025,CA 895.
cenv 302,summer,2025,Admission into Environment Co-operative Education Program.
cenv 303,summer,2025,Readmission into Environment Co-operative Education Program.
cenv 402,summer,2025,Readmission into Environment Co-operative Education Program.
cenv 403,summer,2025,Readmission into Environment Co-operative Education Program.
cenv 404,summer,2025,Readmission into Environment Co-operative Education Program.
cenv 690,summer,2025,
cenv 691,summer,2025,Students must have completed at least one term's courses and permission of REM's co-op co-ordinator.
chem 110,summer,2025,"Pre-Calculus 12 (or equivalent), MATH 100 (may be taken concurrently), or permission of the department. No previous training in chemistry is required for this course."
chem 111,summer,2025,"Pre-Calculus 12 (or equivalent), MATH 100 (may be taken concurrently), or permission of the department. No previous training in chemistry is required for this course."
chem 120,summer,2025,"Chemistry 12 with a minimum grade of B, or CHEM 110 or 111 with a minimum grade of C-."
chem 121,summer,2025,"Chemistry 12 with a minimum grade of B, or CHEM 109 or 111 with a minimum grade of C-."
chem 122,summer,2025,CHEM 120 or 121 with a minimum grade of C-.
chem 125,summer,2025,"Chemistry 12 with a minimum grade of C, or CHEM 109 or CHEM 111 with a minimum grade of C-. Corequisite: CHEM 120."
chem 126,summer,2025,CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.
chem 210,summer,2025,CHEM 122 with a minimum grade of C-.
chem 216,summer,2025,"CHEM 122 and CHEM 126, both with a minimum grade of C-. Corequisite: CHEM 210."
chem 230,summer,2025,CHEM 122 with a minimum grade of C-. Students who expect to take further courses in inorganic chemistry should take CHEM 230 concurrently with CHEM 236W.
chem 236w,summer,2025,CHEM 126 with a minimum grade of C-. Corequisite: CHEM 230.
chem 281,summer,2025,CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122.
chem 282,summer,2025,CHEM 281 with a minimum grade of C-.
chem 283,summer,2025,CHEM 281 with a minimum grade of C-.
chem 284,summer,2025,"CHEM 282 with a minimum of C+, or permission of the Department."
chem 285,summer,2025,"CHEM 120 and CHEM 125, both with a minimum grade of C-, or CHEM 121 with a minimum grade of C-. Corequisite: CHEM 122 and CHEM 280."
chem 286,summer,2025,CHEM 281 with a minimum grade of C-. Corequisite: CHEM 282 or 283.
chem 296,summer,2025,"30 units, including five units of 2nd year CHEM courses. A student may enroll in this course only with prior written agreement of a faculty member to act as a research supervisor."
chem 306,summer,2025,"Completion of 28 units in a science program, including first-year calculus, chemistry and physics. Minimum CGPA 2.67 (or permission of co-op co-ordinator)."
chem 307,summer,2025,CHEM 306 and completion of 42 units toward a BSc degree. Minimum CGPA 2.67 (or permission of co-op co-ordinator).
chem 360,summer,2025,CHEM 260 with a minimum grade of C-. Recommended: MATH 251.
chem 366w,summer,2025,CHEM 266 with a minimum grade of C-. Corequisite: CHEM 360.
chem 391,summer,2025,"CHEM 230 and 282 (or 283), both with a minimum grade of C-, or permission of the department."
chem 396,summer,2025,"50 units, including one 3rd year CHEM core course (CHEM 316, 332, 336, 360, 366, 380 or NUSC 341). A student may enroll in this course only with prior written agreement of a faculty member to act as a research supervisor."
chem 406,summer,2025,CHEM 307 and completion of 56 units toward a BSc degree. Minimum CGPA of 2.67 (or permission of co-op co-ordinator).
chem 407,summer,2025,CHEM 406. Minimum CGPA of 2.67 (or permission of co-op co-ordinator).
chem 408,summer,2025,CHEM 407.
chem 481,summer,2025,Permission of the Department; knowledge of chemistry at an advanced level. Normally taken after completion of 300-level course requirements.
chem 482,summer,2025,Permission of the Department. Normally taken during the fourth year of study.
chem 483,summer,2025,CHEM 481 and permission of the Department. This course cannot be counted towards the 400-level CHEM unit requirement for the Chemistry Majors program.
chem 484,summer,2025,Permission of the Department; knowledge of chemistry at an advanced level. Normally taken after completion of 300-level course requirements.
chem 898,summer,2025,
chem 899,summer,2025,
chin 100,summer,2025,
chin 330,summer,2025,CHIN 291 or permission of the instructor.
cmns 110,summer,2025,
cmns 120w,summer,2025,
cmns 130,summer,2025,
cmns 226,summer,2025,Nine CMNS units with a minimum grade of C-. CMNS 220 recommended.
cmns 253w,summer,2025,Nine CMNS units with a minimum grade of C-.
cmns 258,summer,2025,
cmns 304w,summer,2025,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 311,summer,2025,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 312,summer,2025,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 313,summer,2025,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 316,summer,2025,17 CMNS units with a minimum grade of C- or 45 units with a minimum CGPA of 2.00.
cmns 395,summer,2025,Acceptance in the co-operative education program.
cmns 396,summer,2025,CMNS 395.
cmns 437,summer,2025,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 445,summer,2025,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 453,summer,2025,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 455w,summer,2025,26 CMNS units with a minimum grade of C- or 60 units with a minimum CGPA of 2.00.
cmns 479,summer,2025,Two upper division CMNS courses with a minimum grade of C- and permission of the instructor.
cmns 480,summer,2025,Two upper division CMNS courses with a minimum grade of C- and consent of instructor.
cmns 488,summer,2025,Depends on topic; published before enrollment.
cmns 494,summer,2025,CMNS 396.
cmns 495,summer,2025,CMNS 494.
cmns 496,summer,2025,CMNS 495.
cmns 497,summer,2025,Students accepted into honours program only.
cmns 498,summer,2025,Successful completion of CMNS 497 with grade of B or higher.
cmns 850,summer,2025,
cmns 851,summer,2025,
cmns 858,summer,2025,
cmns 880,summer,2025,
cmns 881,summer,2025,
cmns 891,summer,2025,
cmns 892,summer,2025,
cmns 893,summer,2025,"CMNS 801 and one of CMNS 800, CMNS 802 or CMNS 804."
cmns 895,summer,2025,
cmns 896,summer,2025,"CMNS 801 and one of CMNS 800, 802, or 804."
cmns 897,summer,2025,
cmns 898,summer,2025,
cmns 899,summer,2025,
cmpt 105w,summer,2025,
cmpt 120,summer,2025,BC Math 12 or equivalent is recommended.
cmpt 125,summer,2025,"CMPT 120 or CMPT 130, with a minimum grade of C-."
cmpt 201,summer,2025,"(CMPT 125 or CMPT 135) and MACM 101, both with a minimum grade of C-."
cmpt 210,summer,2025,"MACM 101, MATH 152, CMPT 125 or CMPT 135, and (MATH 240 or MATH 232), all with a minimum grade of C-."
cmpt 225,summer,2025,"(MACM 101 and (CMPT 125, CMPT 129 or CMPT 135)) or (ENSC 251 and ENSC 252), all with a minimum grade of C-."
cmpt 263,summer,2025,"CMPT 125 or CMPT 135, with a minimum grade of C-."
cmpt 276,summer,2025,"One W course, CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (MATH 151 or MATH 150), all with a minimum grade of C-. MATH 154 or MATH 157 with at least a B+ may be substituted for MATH 151 or MATH 150."
cmpt 295,summer,2025,"Either (MACM 101 and (CMPT 125 or CMPT 135)) or (MATH 151 and CMPT 102 for students in an Applied Physics program), all with a minimum grade of C-."
cmpt 307,summer,2025,"CMPT 225, (MACM 201 or CMPT 210), (MATH 150 or MATH 151), and (MATH 232 or MATH 240), all with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 150 or MATH 151."
cmpt 310,summer,2025,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 353,summer,2025,"CMPT 225 and (BUS 232, STAT 201, STAT 203, STAT 205, STAT 270, STAT 271, ENSC 280, MSE 210, or SEE 241), with a minimum grade of C-."
cmpt 354,summer,2025,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 365,summer,2025,CMPT 225 with a minimum grade of C-.
cmpt 371,summer,2025,"CMPT 225 and (MATH 151 or MATH 150), with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 151 (MATH 150)."
cmpt 376w,summer,2025,"CMPT 105W and (CMPT 275 or CMPT 276), with a minimum grade of C-."
cmpt 379,summer,2025,"(MACM 201 or CMPT 210), (CMPT 295 or ENSC 215) and CMPT 225, all with a minimum grade of C-."
cmpt 383,summer,2025,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-."
cmpt 415,summer,2025,Permission of Instructor and School.
cmpt 416,summer,2025,Permission of the department.
cmpt 426,summer,2025,"Students must complete Bridging Online (visit www.sfu.ca/coop/bol for further details) at least two terms before their anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term. Normally, students will have completed a minimum of 45 units by the end of the term of application, CMPT 275 or 276, and have a minimum CGPA of 2.50."
cmpt 427,summer,2025,"CMPT 426, CGPA of 2.50."
cmpt 428,summer,2025,"CMPT 427, CGPA of 2.50."
cmpt 429,summer,2025,"CMPT 428, CGPA of 2.50."
cmpt 430,summer,2025,"CMPT 429, CGPA of 2.50."
cmpt 469,summer,2025,CMPT 361 with a minimum grade of C-.
cmpt 479,summer,2025,"CMPT 201 or CMPT 300, with a minimum grade of C-."
