Date,Faculty,Subject,CatNbr,Level,Credit,Course Title,Sect,Type,MaxEnrol,Location,ActEnrol,NonCoopAFTE,CoopAFTE,TotAFTE,SeatsRemaining,%CapRemaining,%Filled,Status,CrsFlag,LastSemTaught5Yrs,#SemTaught2Yrs
04-Jul,SCI,STAT,100,100,3,Chance and Data Analysis,D100,LEC,500,BURNABY,9,0.9,0.0,0.9,491,98%,2%,,REG,1234,6
04-Jul,SCI,STAT,100,100,3,Chance and Data Analysis,D900,LEC,150,SURREY,2,0.2,0.0,0.2,148,99%,1%,,REG,1234,6
04-Jul,SCI,STAT,201,200,3,Statistics for Life Sciences,D100,LEC,405,BURNABY,26,2.6,0.0,2.6,379,94%,6%,,REG,1234,6
04-Jul,SCI,STAT,201,200,3,Statistics for Life Sciences,OL01,OLC,100,BURNABY,24,2.4,0.0,2.4,76,76%,24%,,REG,1234,6
04-Jul,SCI,STAT,203,200,3,Statistics for Social Sciences,D900,LEC,190,SURREY,2,0.2,0.0,0.2,188,99%,1%,,REG,1234,6
04-Jul,SCI,STAT,203,200,3,Statistics for Social Sciences,OL01,OLC,100,BURNABY,5,0.5,0.0,0.5,95,95%,5%,,REG,1234,6
04-Jul,SCI,STAT,260,200,2,Intro R for Data Science,D100,LEC,160,BURNABY,10,0.7,0.0,0.7,150,94%,6%,,REG,1231,4
04-Jul,SCI,STAT,261,200,1,Intro R Lab for Data Science,D100,LAB,20,BURNABY,6,0.2,0.0,0.2,14,70%,30%,,REG,1231,4
04-Jul,SCI,STAT,261,200,1,Intro R Lab for Data Science,D300,LAB,20,BURNABY,1,0.0,0.0,0.0,19,95%,5%,,REG,1231,4
04-Jul,SCI,STAT,261,200,1,Intro R Lab for Data Science,D400,LAB,20,BURNABY,1,0.0,0.0,0.0,19,95%,5%,,REG,1231,4
04-Jul,SCI,STAT,261,200,1,Intro R Lab for Data Science,D700,LAB,20,BURNABY,1,0.0,0.0,0.0,19,95%,5%,,REG,1231,4
04-Jul,SCI,STAT,261,200,1,Intro R Lab for Data Science,D800,LAB,20,BURNABY,1,0.0,0.0,0.0,19,95%,5%,,REG,1231,4
04-Jul,SCI,STAT,270,200,3,Probability and Statistics,D100,LEC,260,BURNABY,11,1.1,0.0,1.1,249,96%,4%,,REG,1234,6
04-Jul,SCI,STAT,270,200,3,Probability and Statistics,OL01,OLC,100,BURNABY,3,0.3,0.0,0.3,97,97%,3%,,REG,1234,6
04-Jul,SCI,STAT,285,200,3,Inter.Prob/Statistic,D100,LEC,65,BURNABY,2,0.2,0.0,0.2,63,97%,3%,,REG,1231,4
04-Jul,SCI,STAT,302,300,3,Experiment/Observational Data,OL01,OLC,100,BURNABY,11,1.1,0.0,1.1,89,89%,11%,,REG,1234,6
04-Jul,SCI,STAT,305,300,3,Introduction to Biostatistics,D100,LEC,325,BURNABY,6,0.6,0.0,0.6,319,98%,2%,,REG,1231,4
04-Jul,SCI,STAT,310,300,2,Data Science for Social Sci,D100,LEC,40,BURNABY,2,0.1,0.0,0.1,38,95%,5%,,REG,1227,2
04-Jul,SCI,STAT,311,300,2,Data Science Lab for Soc Sci,D100,LAB,20,BURNABY,2,0.1,0.0,0.1,18,90%,10%,,REG,1227,2
04-Jul,SCI,STAT,330,300,3,Math.Statistics,D100,LEC,75,BURNABY,6,0.6,0.0,0.6,69,92%,8%,,REG,1227,2
04-Jul,SCI,STAT,342,300,2,Intro to Stat Comp. Data-SAS,D100,LEC,130,BURNABY,3,0.2,0.0,0.2,127,98%,2%,,REG,1227,2
04-Jul,SCI,STAT,350,300,3,Linear Models,D100,LEC,75,BURNABY,6,0.6,0.0,0.6,69,92%,8%,,REG,1227,2
04-Jul,SCI,STAT,430,400,3,Statistical Design,D100,LEC,50,BURNABY,1,0.1,0.0,0.1,49,98%,2%,,REG,1227,1
04-Jul,SCI,STAT,440,400,3,Learning from Big Data,E100,LAB,45,BURNABY,1,0.1,0.0,0.1,44,98%,2%,,REG,1227,2
04-Jul,SCI,STAT,450,400,3,Statistical Theory,D100,LEC,35,BURNABY,1,0.1,0.0,0.1,34,97%,3%,,REG,1227,2
04-Jul,SCI,STAT,452,400,3,Stat Learning and Prediction,E100,LEC,150,BURNABY,10,1.0,0.0,1.0,140,93%,7%,,REG,1227,2
04-Jul,SCI,STAT,485,400,3,Appl. Time Series Anal.,E100,LEC,140,BURNABY,5,0.5,0.0,0.5,135,96%,4%,,REG,1227,2
04-Jul,APSC,CMPT,105W,100,3,Soc. Issues & Cmns. Strategies,E100,LEC,200,BURNABY,12,1.2,0.0,1.2,188,94%,6%,,REG,1234,6
04-Jul,APSC,CMPT,105W,100,3,Soc. Issues & Cmns. Strategies,E200,LEC,200,SURREY,4,0.4,0.0,0.4,196,98%,2%,,REG,1234,6
04-Jul,APSC,CMPT,120,100,3,Intro.Cmpt.Sci/Programming I,D100,LEC,195,BURNABY,6,0.6,0.0,0.6,189,97%,3%,,REG,1234,6
04-Jul,APSC,CMPT,120,100,3,Intro.Cmpt.Sci/Programming I,D200,LEC,195,BURNABY,8,0.8,0.0,0.8,187,96%,4%,,REG,1234,6
04-Jul,APSC,CMPT,120,100,3,Intro.Cmpt.Sci/Programming I,D300,LEC,195,BURNABY,5,0.5,0.0,0.5,190,97%,3%,,REG,1234,6
04-Jul,APSC,CMPT,120,100,3,Intro.Cmpt.Sci/Programming I,D400,LEC,200,SURREY,4,0.4,0.0,0.4,196,98%,2%,,REG,1234,6
04-Jul,APSC,CMPT,125,100,3,Intro.Cmpt.Sci/Programming II,D100,LEC,195,BURNABY,9,0.9,0.0,0.9,186,95%,5%,,REG,1234,6
04-Jul,APSC,CMPT,130,100,3,Intro to Computer Prog I,D100,LEC,200,SURREY,8,0.8,0.0,0.8,192,96%,4%,,REG,1227,3
04-Jul,APSC,CMPT,210,200,3,Probability and Computing,D100,LEC,100,BURNABY,1,0.1,0.0,0.1,99,99%,1%,,REG,1234,4
04-Jul,APSC,CMPT,213,200,3,Object Oriented Design in Java,D100,LEC,100,SURREY,3,0.3,0.0,0.3,97,97%,3%,,REG,1231,5
04-Jul,APSC,CMPT,218,200,3,Special Topics Cmpt. Science,D100,LEC,150,BURNABY,2,0.2,0.0,0.2,148,99%,1%,,REG,1221,1
04-Jul,APSC,CMPT,225,200,3,Data Structures/Programming,D100,LEC,160,BURNABY,12,1.2,0.0,1.2,148,93%,8%,,REG,1234,6
04-Jul,APSC,CMPT,225,200,3,Data Structures/Programming,D200,LEC,216,SURREY,2,0.2,0.0,0.2,214,99%,1%,,REG,1234,6
04-Jul,APSC,CMPT,272,200,3,Web Development I,D100,LEC,200,BURNABY,13,1.3,0.0,1.3,187,94%,7%,,REG,1227,1
04-Jul,APSC,CMPT,276,200,3,Intro Software Engineering,D100,LEC,100,BURNABY,9,0.9,0.0,0.9,91,91%,9%,,REG,1234,6
04-Jul,APSC,CMPT,276,200,3,Intro Software Engineering,D200,LEC,100,BURNABY,13,1.3,0.0,1.3,87,87%,13%,,REG,1234,6
04-Jul,APSC,CMPT,276,200,3,Intro Software Engineering,D300,LEC,100,SURREY,3,0.3,0.0,0.3,97,97%,3%,,REG,1234,6
04-Jul,APSC,CMPT,295,200,3,Intro. to Computer Systems,D100,LEC,399,BURNABY,10,1.0,0.0,1.0,389,97%,3%,,REG,1234,6
04-Jul,APSC,CMPT,300,300,3,Operating Systems I,D200,LEC,120,SURREY,12,1.2,0.0,1.2,108,90%,10%,,REG,1234,6
04-Jul,APSC,CMPT,307,300,3,Data Structures,D100,LEC,150,BURNABY,30,3.0,0.0,3.0,120,80%,20%,,REG,1234,6
04-Jul,APSC,CMPT,308,300,3,Computability,D100,LEC,150,BURNABY,4,0.4,0.0,0.4,146,97%,3%,,REG,1227,2
04-Jul,APSC,CMPT,310,300,3,Intro Artificial Intelligence,D100,LEC,150,BURNABY,31,3.1,0.0,3.1,119,79%,21%,,REG,1234,6
04-Jul,APSC,CMPT,318,300,3,Special Topics Cmpt. Science,D100,LEC,115,BURNABY,7,0.7,0.0,0.7,108,94%,6%,,REG,1231,4
04-Jul,APSC,CMPT,320,300,3,Social Implications,D100,LEC,150,BURNABY,4,0.4,0.0,0.4,146,97%,3%,,REG,1224,3
04-Jul,APSC,CMPT,340,300,3,Biomedical Computing,OL01,OLC,150,BURNABY,15,1.5,0.0,1.5,135,90%,10%,,REG,1214,Not taught in last 2 yrs
04-Jul,APSC,CMPT,353,300,3,Computational Data Science,D100,LEC,141,BURNABY,12,1.2,0.0,1.2,129,91%,9%,,REG,1234,4
04-Jul,APSC,CMPT,354,300,3,Database Systems I,D100,LEC,150,BURNABY,13,1.3,0.0,1.3,137,91%,9%,,REG,1234,6
04-Jul,APSC,CMPT,354,300,3,Database Systems I,D200,LEC,150,BURNABY,18,1.8,0.0,1.8,132,88%,12%,,REG,1234,6
04-Jul,APSC,CMPT,361,300,3,Intro to Visual Computing,D100,LEC,150,BURNABY,10,1.0,0.0,1.0,140,93%,7%,,REG,1234,6
04-Jul,APSC,CMPT,362,300,3,Mobile App Programming,E100,LEC,150,BURNABY,16,1.6,0.0,1.6,134,89%,11%,,REG,1227,2
04-Jul,APSC,CMPT,363,300,3,User Interface Dsgn,D100,LEC,100,BURNABY,10,1.0,0.0,1.0,90,90%,10%,,REG,1234,6
04-Jul,APSC,CMPT,363,300,3,User Interface Dsgn,D200,LEC,100,SURREY,2,0.2,0.0,0.2,98,98%,2%,,REG,1234,6
04-Jul,APSC,CMPT,365,300,3,Multimedia Systems,D100,LEC,150,BURNABY,8,0.8,0.0,0.8,142,95%,5%,,REG,1227,2
04-Jul,APSC,CMPT,371,300,3,Data Communications/Networking,D100,LEC,141,BURNABY,15,1.5,0.0,1.5,126,89%,11%,,REG,1234,6
04-Jul,APSC,CMPT,373,300,3,Software Development Methods,D100,LEC,100,SURREY,18,1.8,0.0,1.8,82,82%,18%,,REG,1227,2
04-Jul,APSC,CMPT,376W,300,3,Prof. Resp. & Tech. Writing,D100,LEC,100,BURNABY,25,2.5,0.0,2.5,75,75%,25%,,REG,1234,6
04-Jul,APSC,CMPT,379,300,3,Principles of Compiler Design,D100,LEC,150,SURREY,2,0.2,0.0,0.2,148,99%,1%,,REG,1234,3
04-Jul,APSC,CMPT,383,300,3,Programming Langs.,D100,LEC,150,BURNABY,16,1.6,0.0,1.6,134,89%,11%,,REG,1234,6
04-Jul,APSC,CMPT,405,400,3,Cmpt. Algorithms,D100,LEC,70,BURNABY,4,0.4,0.0,0.4,66,94%,6%,,REG,1231,4
04-Jul,APSC,CMPT,409,400,3,Spec.Topics/Theoretical Cmpt,D100,SEM,30,BURNABY,6,0.6,0.0,0.6,24,80%,20%,,REG,1227,2
04-Jul,APSC,CMPT,410,400,3,Machine Learning,D100,LEC,25,BURNABY,10,1.0,0.0,1.0,15,60%,40%,,REG,1231,2
04-Jul,APSC,CMPT,412,400,3,Computer Vision,D100,LEC,120,BURNABY,8,0.8,0.0,0.8,112,93%,7%,,REG,1231,2
04-Jul,APSC,CMPT,419,400,3,Spec.Topics/Artificial Intell.,D100,LEC,10,BURNABY,6,0.6,0.0,0.6,4,40%,60%,,REG,1234,2
04-Jul,APSC,CMPT,426,400,3,Practicum I,D100,COP,60,METRO,1,0.0,0.5,0.5,59,98%,2%,,PRT,1234,6
04-Jul,APSC,CMPT,427,400,3,Practicum II,D100,COP,60,METRO,3,0.0,1.5,1.5,57,95%,5%,,PRT,1234,6
04-Jul,APSC,CMPT,427,400,3,Practicum II,D300,COP,40,METRO,1,0.0,0.5,0.5,39,98%,3%,,PRT,1234,6
04-Jul,APSC,CMPT,431,400,3,Distributed Systems,D100,LEC,120,BURNABY,12,1.2,0.0,1.2,108,90%,10%,,REG,1231,4
04-Jul,APSC,CMPT,441,400,3,Computational Biology,D100,LEC,45,BURNABY,8,0.8,0.0,0.8,37,82%,18%,,REG,1217,1
04-Jul,APSC,CMPT,450,400,3,Computer Architecture,D100,LEC,90,BURNABY,8,0.8,0.0,0.8,82,91%,9%,,REG,1227,2
04-Jul,APSC,CMPT,473,400,3,"Software Testing, Reliab & Sec",D100,LEC,120,SURREY,11,1.1,0.0,1.1,109,91%,9%,,REG,1227,2
04-Jul,APSC,CMPT,475,400,3,Requirements Engineering,E100,LEC,120,BURNABY,14,1.4,0.0,1.4,106,88%,12%,,REG,1234,5
04-Jul,APSC,CMPT,477,400,3,Intro to Formal Verification,D100,LEC,55,BURNABY,9,0.9,0.0,0.9,46,84%,16%,,REG,1227,1
04-Jul,APSC,CMPT,479,400,3,Spec.Topics/Computing Systems,D100,LEC,20,BURNABY,8,0.8,0.0,0.8,12,60%,40%,,REG,1231,4
04-Jul,APSC,CMPT,479,400,3,Spec.Topics/Computing Systems,D200,LEC,80,BURNABY,6,0.6,0.0,0.6,74,93%,8%,,REG,1231,4
04-Jul,APSC,CMPT,489,400,3,Spec.Top. in Programming Lang.,D100,LEC,95,BURNABY,2,0.2,0.0,0.2,93,98%,2%,,REG,1231,1
04-Jul,APSC,ENSC,100W,100,3,"Engineering, Science & Society",D100,LEC,250,BURNABY,4,0.4,0.0,0.4,246,98%,2%,,REG,1227,2
04-Jul,APSC,ENSC,105W,100,3,Process of Prof. Writing,D100,LEC,230,BURNABY,4,0.4,0.0,0.4,226,98%,2%,,REG,1227,2
04-Jul,APSC,ENSC,120,100,2,Intro to Instrumentation,D100,LEC,250,BURNABY,5,0.3,0.0,0.3,245,98%,2%,,REG,1227,2
04-Jul,APSC,ENSC,151,100,4,Intro to SW Devel Engineers,D100,LEC,200,BURNABY,3,0.4,0.0,0.4,197,99%,2%,,REG,1234,2
04-Jul,APSC,ENSC,204,200,1,Graphical Cmns,D100,LEC,150,BURNABY,17,0.6,0.0,0.6,133,89%,11%,,REG,1227,2
04-Jul,APSC,ENSC,220,200,4,Electric Circuits I,D100,LEC,100,BURNABY,14,1.9,0.0,1.9,86,86%,14%,,REG,1234,4
04-Jul,APSC,ENSC,225,200,4,Microelectronics I,D100,LEC,100,BURNABY,6,0.8,0.0,0.8,94,94%,6%,,REG,1234,4
04-Jul,APSC,ENSC,251,200,4,SW Design & Analysis for Engs,D100,LEC,120,BURNABY,8,1.1,0.0,1.1,112,93%,7%,,REG,1234,4
04-Jul,APSC,ENSC,252,200,4,Fund. Digital Logic & Design,D100,LEC,120,BURNABY,15,2.0,0.0,2.0,105,88%,13%,,REG,1234,4
04-Jul,APSC,ENSC,295,200,3,Industrial Internship II,D100,COP,40,METRO,1,0.0,0.5,0.5,39,98%,3%,,PRT,1234,6
04-Jul,APSC,ENSC,316,300,3,Engineering Electromagnetics I,D100,LEC,85,BURNABY,6,0.6,0.0,0.6,79,93%,7%,,REG,1227,2
04-Jul,APSC,ENSC,324,300,3,Electronic Devices,D100,LEC,125,BURNABY,8,0.8,0.0,0.8,117,94%,6%,,REG,1227,2
04-Jul,APSC,ENSC,350,300,4,Digital Syst.Design,D100,LEC,50,BURNABY,5,0.7,0.0,0.7,45,90%,10%,,REG,1231,3
04-Jul,APSC,ENSC,351,300,4,Embedded & RT System Software,D100,LEC,100,BURNABY,10,1.3,0.0,1.3,90,90%,10%,,REG,1227,2
04-Jul,APSC,ENSC,370,300,3,Biomedical Engin. Directions,D100,LEC,20,BURNABY,1,0.1,0.0,0.1,19,95%,5%,,REG,1227,2
04-Jul,APSC,ENSC,380,300,3,Linear Systems,D100,LEC,130,BURNABY,10,1.0,0.0,1.0,120,92%,8%,,REG,1227,2
04-Jul,APSC,ENSC,385,300,3,Statics and Strength of Materi,D100,LEC,50,BURNABY,1,0.1,0.0,0.1,49,98%,2%,,REG,1227,2
04-Jul,APSC,ENSC,395,300,3,Industrial Internship III,D100,COP,75,METRO,1,0.0,0.5,0.5,74,99%,1%,,PRT,1234,6
04-Jul,APSC,ENSC,440,400,3,Capstone B,E100,LEC,55,BURNABY,2,0.2,0.0,0.2,53,96%,4%,,REG,1234,4
04-Jul,APSC,ENSC,453,400,4,Prog. for Hetero. Cmpt. Sys.,D100,LEC,25,BURNABY,5,0.7,0.0,0.7,20,80%,20%,,REG,1227,1
04-Jul,APSC,ENSC,477,400,4,Biomedical Image Acquisition,D100,LEC,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1227,2
04-Jul,APSC,MACM,101,100,3,Discrete Math I,D100,LEC,152,BURNABY,4,0.4,0.0,0.4,148,97%,3%,,REG,1234,6
04-Jul,APSC,MACM,101,100,3,Discrete Math I,D200,LEC,208,BURNABY,12,1.2,0.0,1.2,196,94%,6%,,REG,1234,6
04-Jul,APSC,MSE,100,100,3,Eng Graphics and Desig,D100,LEC,80,SURREY,3,0.3,0.0,0.3,77,96%,4%,,REG,1234,3
04-Jul,APSC,MSE,110,100,3,Mechatronics Design I,D100,LEC,90,SURREY,5,0.5,0.0,0.5,85,94%,6%,,REG,1234,5
04-Jul,APSC,MSE,220,200,3,Engineering Materials,D100,LEC,70,SURREY,3,0.3,0.0,0.3,67,96%,4%,,REG,1227,2
04-Jul,APSC,MSE,221,200,4,Statics/Strength of Materials,D100,LEC,70,SURREY,1,0.1,0.0,0.1,69,99%,1%,,REG,1227,2
04-Jul,APSC,MSE,250,200,4,Electric Circuits,D100,LEC,75,SURREY,2,0.3,0.0,0.3,73,97%,3%,,REG,1227,2
04-Jul,APSC,MSE,310,300,4,Sensors and Actuators,D100,LEC,70,SURREY,3,0.4,0.0,0.4,67,96%,4%,,REG,1227,2
04-Jul,APSC,MSE,320,300,4,Machine Design,D100,LEC,70,SURREY,8,1.1,0.0,1.1,62,89%,11%,,REG,1227,2
04-Jul,APSC,MSE,321,300,4,Eng Thermo Heat Transfer,D100,LEC,70,SURREY,8,1.1,0.0,1.1,62,89%,11%,,REG,1227,2
04-Jul,APSC,MSE,352,300,4,Digital Logic and Microcontrol,D100,LEC,70,SURREY,6,0.8,0.0,0.8,64,91%,9%,,REG,1231,3
04-Jul,APSC,MSE,380,300,3,"Systems Modeling, Simulation",D100,LEC,70,SURREY,9,0.9,0.0,0.9,61,87%,13%,,REG,1227,2
04-Jul,APSC,MSE,393,300,3,Industrial Internship II,D100,COP,25,METRO,1,0.0,0.5,0.5,24,96%,4%,,PRT,1234,6
04-Jul,APSC,MSE,412,400,3,Neuromodulation Technology,D100,LEC,50,SURREY,2,0.2,0.0,0.2,48,96%,4%,,REG,Not taught in last 5 yrs,Not taught in last 2 yrs
04-Jul,APSC,MSE,481,400,3,Industrial Control Systems,D100,LEC,50,SURREY,7,0.7,0.0,0.7,43,86%,14%,,REG,1231,2
04-Jul,APSC,MSE,490,400,3,Spec. Topic/Mechatronic Eng.,D100,LEC,35,SURREY,2,0.2,0.0,0.2,33,94%,6%,,REG,1231,3
04-Jul,APSC,MSE,491,400,3,Spec.Topic/Mechatronic Eng.,D100,SEM,50,SURREY,6,0.6,0.0,0.6,44,88%,12%,,REG,1231,4
04-Jul,APSC,MSE,493,400,3,Industrial Internship III,D100,COP,30,METRO,2,0.0,1.0,1.0,28,93%,7%,,PRT,1234,6
04-Jul,APSC,SEE,100,100,3,Graphics & Software for Design,D100,LEC,66,SURREY,2,0.2,0.0,0.2,64,97%,3%,,REG,1227,2
04-Jul,APSC,SEE,101W,100,3,"Process, Form & Convention",D100,LEC,64,SURREY,3,0.3,0.0,0.3,61,95%,5%,,REG,1227,2
04-Jul,APSC,SEE,110,100,3,"Energy, Environment & Society",D100,LEC,65,SURREY,2,0.2,0.0,0.2,63,97%,3%,,REG,1227,2
04-Jul,APSC,SEE,290,200,3,Industrial Internship I,D100,COP,10,METRO,1,0.0,0.5,0.5,9,90%,10%,,PRT,1234,6
04-Jul,APSC,SEE,325,300,3,Mechanical Design and FEA,D100,LEC,24,SURREY,3,0.3,0.0,0.3,21,88%,13%,,REG,1227,1
04-Jul,APSC,SEE,333,300,3,Network & Communication Syst.,D100,LEC,15,SURREY,5,0.5,0.0,0.5,10,67%,33%,,REG,1227,2
04-Jul,APSC,SEE,402,400,2,Engineering Ethics & Practice,D100,LEC,30,SURREY,2,0.1,0.0,0.1,28,93%,7%,,REG,1231,2
04-Jul,APSC,SEE,410W,400,3,Sust Energy Design Project I,D100,LEC,30,SURREY,4,0.4,0.0,0.4,26,87%,13%,,REG,1227,2
04-Jul,APSC,SEE,464,400,3,Energy Sys Modeling for Bldgs,D100,LEC,20,SURREY,1,0.1,0.0,0.1,19,95%,5%,,REG,1227,2
04-Jul,APSC,SEE,475,400,3,Special Topics in SEE,D100,LEC,25,SURREY,2,0.2,0.0,0.2,23,92%,8%,,REG,1234,5
04-Jul,APSC,SEE,476,400,3,Special Topics in SEE,D100,LEC,20,SURREY,6,0.6,0.0,0.6,14,70%,30%,,REG,1231,1
04-Jul,APSC,SEE,490,400,3,Industrial Internship III,D100,COP,10,METRO,1,0.0,0.5,0.5,9,90%,10%,,PRT,1234,6
04-Jul,APSC,TEKX,101,100,3,3D Printing Technologies,D100,LEC,40,BURNABY,23,2.3,0.0,2.3,17,43%,58%,,REG,1234,6
04-Jul,ARTS,CHIN,100,100,3,Mandarin Chinese I,B100,OLC,73,BURNABY,4,0.4,0.0,0.4,69,95%,5%,,REG,1234,6
04-Jul,ARTS,COGS,100,100,3,Exploring the Mind,B200,LEC,140,HRBRCNTR,6,0.6,0.0,0.6,134,96%,4%,,REG,1234,6
