course,section,term,year,prereq_text,prereq_codes,prereq_unparseable,schedule,instructors,units
BPK 201,D106,fall,2026,"MATH 150, 151 or 154, MATH 152 or 155 (may be taken concurrently), PHYS 101 (or 120 or 125 or 140), BPK 142.",MATH 150;MATH 152;PHYS 101;BPK 142,False,"[{'days': 'Th', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3.0
BPK 205,D100,fall,2026,"BISC 101, CHEM 281, PHYS 101 and 102.",BISC 101;CHEM 281;PHYS 101,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,3.0
BPK 205,D101,fall,2026,"BISC 101, CHEM 281, PHYS 101 and 102.",BISC 101;CHEM 281;PHYS 101,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",,3.0
BPK 205,D102,fall,2026,"BISC 101, CHEM 281, PHYS 101 and 102.",BISC 101;CHEM 281;PHYS 101,False,"[{'days': 'We', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3.0
BPK 205,D103,fall,2026,"BISC 101, CHEM 281, PHYS 101 and 102.",BISC 101;CHEM 281;PHYS 101,False,"[{'days': 'We', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3.0
BPK 205,D104,fall,2026,"BISC 101, CHEM 281, PHYS 101 and 102.",BISC 101;CHEM 281;PHYS 101,False,"[{'days': 'Fr', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",,3.0
BPK 205,D105,fall,2026,"BISC 101, CHEM 281, PHYS 101 and 102.",BISC 101;CHEM 281;PHYS 101,False,"[{'days': 'Fr', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3.0
BPK 205,D106,fall,2026,"BISC 101, CHEM 281, PHYS 101 and 102.",BISC 101;CHEM 281;PHYS 101,False,"[{'days': 'Fr', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3.0
BPK 207,D100,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Gustavo Balbinot,3.0
BPK 207,D101,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",,3.0
BPK 207,D102,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'Tu', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3.0
BPK 207,D103,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3.0
BPK 207,D104,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'Fr', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3.0
BPK 207,D105,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3.0
BPK 207,D106,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'Fr', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",,3.0
BPK 207,D107,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'Tu', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3.0
BPK 241,D100,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Kevin Lunnie,3.0
BPK 241,D101,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'We', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Kevin Lunnie,3.0
BPK 241,D102,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'We', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Kevin Lunnie,3.0
BPK 241,D103,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'We', 'startTime': '13:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Kevin Lunnie,3.0
BPK 241,D104,fall,2026,BPK 142.,BPK 142,False,"[{'days': 'We', 'startTime': '15:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Kevin Lunnie,3.0
BPK 303,D100,fall,2026,"BPK 201, BPK 241 and STAT 201 or an equivalent statistics course.",BPK 201;BPK 241;STAT 201,False,"[{'days': 'Tu', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Christopher Napier,3.0
BPK 303,D101,fall,2026,"BPK 201, BPK 241 and STAT 201 or an equivalent statistics course.",BPK 201;BPK 241;STAT 201,False,"[{'days': 'We', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",,3.0
BPK 303,D102,fall,2026,"BPK 201, BPK 241 and STAT 201 or an equivalent statistics course.",BPK 201;BPK 241;STAT 201,False,"[{'days': 'We', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3.0
BPK 303,D103,fall,2026,"BPK 201, BPK 241 and STAT 201 or an equivalent statistics course.",BPK 201;BPK 241;STAT 201,False,"[{'days': 'Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3.0
BPK 304W,D100,fall,2026,"BPK 142, STAT 201 and two of BPK 201, 205 and 207.",BPK 142;STAT 201;BPK 201,False,"[{'days': 'Th', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Sessional,3.0
BPK 304W,D101,fall,2026,"BPK 142, STAT 201 and two of BPK 201, 205 and 207.",BPK 142;STAT 201;BPK 201,False,"[{'days': 'Th', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,3.0
BPK 304W,D102,fall,2026,"BPK 142, STAT 201 and two of BPK 201, 205 and 207.",BPK 142;STAT 201;BPK 201,False,"[{'days': 'Th', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3.0
BPK 304W,D103,fall,2026,"BPK 142, STAT 201 and two of BPK 201, 205 and 207.",BPK 142;STAT 201;BPK 201,False,"[{'days': 'Th', 'startTime': '17:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",,3.0
BPK 304W,D104,fall,2026,"BPK 142, STAT 201 and two of BPK 201, 205 and 207.",BPK 142;STAT 201;BPK 201,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3.0
BPK 305,D100,fall,2026,"BPK 205, MBB 231 (or 201), MATH 155 (or 152). Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 205;MBB 231;MATH 155;BISC 305,False,"[{'days': 'Mo, We, Fr', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Damon Poburko,3.0
BPK 305,D101,fall,2026,"BPK 205, MBB 231 (or 201), MATH 155 (or 152). Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 205;MBB 231;MATH 155;BISC 305,False,"[{'days': 'Th', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",,3.0
BPK 305,D102,fall,2026,"BPK 205, MBB 231 (or 201), MATH 155 (or 152). Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 205;MBB 231;MATH 155;BISC 305,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3.0
BPK 305,D103,fall,2026,"BPK 205, MBB 231 (or 201), MATH 155 (or 152). Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 205;MBB 231;MATH 155;BISC 305,False,"[{'days': 'Th', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,3.0
BPK 305,D104,fall,2026,"BPK 205, MBB 231 (or 201), MATH 155 (or 152). Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 205;MBB 231;MATH 155;BISC 305,False,"[{'days': 'Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,3.0
BPK 305,D105,fall,2026,"BPK 205, MBB 231 (or 201), MATH 155 (or 152). Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 205;MBB 231;MATH 155;BISC 305,False,"[{'days': 'Fr', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",,3.0
BPK 305,D106,fall,2026,"BPK 205, MBB 231 (or 201), MATH 155 (or 152). Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 205;MBB 231;MATH 155;BISC 305,False,"[{'days': 'Fr', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3.0
BPK 306,D100,fall,2026,"BPK 207. Corequisite: BPK 305. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 207;BPK 305;BPK 205;BISC 305;MBB 231;MATH 155,False,"[{'days': 'Mo, We, Fr', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",,3.0
BPK 306,D101,fall,2026,"BPK 207. Corequisite: BPK 305. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 207;BPK 305;BPK 205;BISC 305;MBB 231;MATH 155,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",,3.0
BPK 306,D102,fall,2026,"BPK 207. Corequisite: BPK 305. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 207;BPK 305;BPK 205;BISC 305;MBB 231;MATH 155,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,3.0
BPK 306,D103,fall,2026,"BPK 207. Corequisite: BPK 305. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 207;BPK 305;BPK 205;BISC 305;MBB 231;MATH 155,False,"[{'days': 'Tu', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3.0
BPK 306,D104,fall,2026,"BPK 207. Corequisite: BPK 305. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 207;BPK 305;BPK 205;BISC 305;MBB 231;MATH 155,False,"[{'days': 'Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,3.0
BPK 306,D105,fall,2026,"BPK 207. Corequisite: BPK 305. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 207;BPK 305;BPK 205;BISC 305;MBB 231;MATH 155,False,"[{'days': 'Fr', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",,3.0
BPK 306,D106,fall,2026,"BPK 207. Corequisite: BPK 305. Majors from outside BPK require BPK 205 (or BISC 305), MBB 231 (or 201), MATH 155 (or 152) plus permission of the instructor.",BPK 207;BPK 305;BPK 205;BISC 305;MBB 231;MATH 155,False,"[{'days': 'Fr', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3.0
BPK 310,D100,fall,2026,"BPK 205, MBB 201 (or 231). Recommended: BPK 201.",BPK 205;MBB 201,False,"[{'days': 'We', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Dave Clarke,3.0
BPK 312,D100,fall,2026,"BPK 105 (or 205), and 110.",BPK 105,False,"[{'days': 'We', 'startTime': '16:30', 'endTime': '19:20', 'campus': 'Burnaby'}]",Matthew White,3.0
BPK 312,D101,fall,2026,"BPK 105 (or 205), and 110.",BPK 105,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",,3.0
BPK 312,D102,fall,2026,"BPK 105 (or 205), and 110.",BPK 105,False,"[{'days': 'We', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,3.0
BPK 326,D100,fall,2026,"Admission to the major or honours program in behavioural neuroscience or biomedical physiology or kinesiology. BPK 142, 201, 205 and at least 60 units. Behavioural neuroscience major and honours students require BPK 142, 205, PSYC 280 and at least 60 units.",BPK 142;PSYC 280,False,"[{'days': 'Mo, We', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Leanne Ramer,5.0
BPK 326,D101,fall,2026,"Admission to the major or honours program in behavioural neuroscience or biomedical physiology or kinesiology. BPK 142, 201, 205 and at least 60 units. Behavioural neuroscience major and honours students require BPK 142, 205, PSYC 280 and at least 60 units.",BPK 142;PSYC 280,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",,5.0
BPK 326,D102,fall,2026,"Admission to the major or honours program in behavioural neuroscience or biomedical physiology or kinesiology. BPK 142, 201, 205 and at least 60 units. Behavioural neuroscience major and honours students require BPK 142, 205, PSYC 280 and at least 60 units.",BPK 142;PSYC 280,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",,5.0
BPK 326,D103,fall,2026,"Admission to the major or honours program in behavioural neuroscience or biomedical physiology or kinesiology. BPK 142, 201, 205 and at least 60 units. Behavioural neuroscience major and honours students require BPK 142, 205, PSYC 280 and at least 60 units.",BPK 142;PSYC 280,False,"[{'days': 'Mo', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",,5.0
BPK 340,D100,fall,2026,"BPK 142, STAT 201 (or PSYC 201). Recommended: BPK 140.",BPK 142;STAT 201;PSYC 201,False,"[{'days': 'Th', 'startTime': '8:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Jim Carter,3.0
BPK 343,D000,fall,2026,"BPK 142, 143 and 205; STAT 201 or an equivalent statistics course, BPK 340 (may be taken concurrently). Students must successfully complete a Criminal Record Check prior to enrolling.",BPK 142;STAT 201;BPK 340,False,[],Carmen Bott,3.0
BPK 343,D100,fall,2026,"BPK 142, 143 and 205; STAT 201 or an equivalent statistics course, BPK 340 (may be taken concurrently). Students must successfully complete a Criminal Record Check prior to enrolling.",BPK 142;STAT 201;BPK 340,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Carmen Bott,3.0
BPK 343,D101,fall,2026,"BPK 142, 143 and 205; STAT 201 or an equivalent statistics course, BPK 340 (may be taken concurrently). Students must successfully complete a Criminal Record Check prior to enrolling.",BPK 142;STAT 201;BPK 340,False,"[{'days': 'Tu', 'startTime': '13:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Carmen Bott,3.0
BPK 343,D102,fall,2026,"BPK 142, 143 and 205; STAT 201 or an equivalent statistics course, BPK 340 (may be taken concurrently). Students must successfully complete a Criminal Record Check prior to enrolling.",BPK 142;STAT 201;BPK 340,False,"[{'days': 'Tu', 'startTime': '15:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Carmen Bott,3.0
BPK 351,D100,fall,2026,Approval into the science co-op program.,,True,[],Natalia Bussard,3.0
BPK 351,D200,fall,2026,Approval into the science co-op program.,,True,[],Natalia Bussard,3.0
BPK 351,I100,fall,2026,Approval into the science co-op program.,,True,[],Natalia Bussard,3.0
BPK 352,D100,fall,2026,BPK 351.,BPK 351,False,[],Natalia Bussard,3.0
BPK 352,D200,fall,2026,BPK 351.,BPK 351,False,[],Natalia Bussard,3.0
BPK 352,I100,fall,2026,BPK 351.,BPK 351,False,[],Natalia Bussard,3.0
BPK 375,OL01,fall,2026,"BPK 105 or 205, and 142.",BPK 105,False,[],Leanne Ramer,3.0
BPK 381,B100,fall,2026,PSYC 210 or both of BPK 207 and STAT 201. Corequisite: STAT 201 may be taken concurrently. Recommended: BPK 180.,PSYC 210;BPK 207;STAT 201,False,"[{'days': 'Mo', 'startTime': '16:30', 'endTime': '18:20', 'campus': 'Burnaby'}]",Yuen-Fung Ng,3.0
BPK 402,D100,fall,2026,BPK 201 and BPK 306.,BPK 201;BPK 306,False,"[{'days': 'Mo', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Steve Robinovitch,3.0
BPK 407,D100,fall,2026,"BPK 304W, 305 and 306.",BPK 304W,False,"[{'days': 'Th', 'startTime': '13:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Sabrina Lee,4.0
BPK 407,D200,fall,2026,"BPK 304W, 305 and 306.",BPK 304W,False,"[{'days': 'Fr', 'startTime': '8:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Sabrina Lee,4.0
BPK 407,D300,fall,2026,"BPK 304W, 305 and 306.",BPK 304W,False,"[{'days': 'Fr', 'startTime': '12:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Sabrina Lee,4.0
BPK 408W,D100,fall,2026,"75 units, STAT 201, (BISC 205 or BPK 305), (MBB 201 or MBB 231), and one of (BISC 302W, BISC 303, BISC 357, or BPK 304W), all with a C- or better. Enrollment of non-BPK and non-BISC majors require permission of the instructor or advisor.",STAT 201;BISC 205;BPK 305;MBB 201;MBB 231;BISC 302W;BISC 303;BISC 357;BPK 304W,False,"[{'days': 'Mo', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Burnaby'}]",Agata Becalska,4.0
BPK 408W,D101,fall,2026,"75 units, STAT 201, (BISC 205 or BPK 305), (MBB 201 or MBB 231), and one of (BISC 302W, BISC 303, BISC 357, or BPK 304W), all with a C- or better. Enrollment of non-BPK and non-BISC majors require permission of the instructor or advisor.",STAT 201;BISC 205;BPK 305;MBB 201;MBB 231;BISC 302W;BISC 303;BISC 357;BPK 304W,False,"[{'days': 'Tu', 'startTime': '9:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Agata Becalska,4.0
BPK 408W,D102,fall,2026,"75 units, STAT 201, (BISC 205 or BPK 305), (MBB 201 or MBB 231), and one of (BISC 302W, BISC 303, BISC 357, or BPK 304W), all with a C- or better. Enrollment of non-BPK and non-BISC majors require permission of the instructor or advisor.",STAT 201;BISC 205;BPK 305;MBB 201;MBB 231;BISC 302W;BISC 303;BISC 357;BPK 304W,False,"[{'days': 'We', 'startTime': '12:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Agata Becalska,4.0
BPK 420,D100,fall,2026,To be announced in the Undergraduate Schedule of Classes and Examinations found at go.sfu.ca.,,False,"[{'days': 'Tu, Th', 'startTime': '12:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Dylan Cooke;Daniel Marigold,3.0
BPK 426,D100,fall,2026,BPK 326. Corequisite: BPK 306. BPK 306 is recommended to be completed prior to enrolling in BPK 426.,BPK 326;BPK 306;BPK 426,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Leanne Ramer;Alex Wiesman,3.0
BPK 426,D101,fall,2026,BPK 326. Corequisite: BPK 306. BPK 306 is recommended to be completed prior to enrolling in BPK 426.,BPK 326;BPK 306;BPK 426,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",,3.0
BPK 426,D102,fall,2026,BPK 326. Corequisite: BPK 306. BPK 306 is recommended to be completed prior to enrolling in BPK 426.,BPK 326;BPK 306;BPK 426,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3.0
BPK 448,D100,fall,2026,"BPK 201 or 207, and BPK 306, or for biomedical engineering students, BPK 201 and 208.",BPK 201;BPK 306,False,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Andy Hoffer,3.0
BPK 449,D100,fall,2026,BPK 306.,BPK 306,False,"[{'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Burnaby'}]",Randy McIntosh,3.0
BPK 449,D101,fall,2026,BPK 306.,BPK 306,False,"[{'days': 'Th', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",,3.0
BPK 449,D102,fall,2026,BPK 306.,BPK 306,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3.0
BPK 451,D100,fall,2026,BPK 352.,BPK 352,False,[],Natalia Bussard,3.0
BPK 451,D200,fall,2026,BPK 352.,BPK 352,False,[],Natalia Bussard,3.0
BPK 451,I100,fall,2026,BPK 352.,BPK 352,False,[],Natalia Bussard,3.0
BPK 451W,D100,fall,2026,,,False,[],Natalia Bussard,
BPK 451W,D200,fall,2026,,,False,[],Natalia Bussard,
BPK 451W,I100,fall,2026,,,False,[],Natalia Bussard,
BPK 452,D100,fall,2026,BPK 451.,BPK 451,False,[],Natalia Bussard,3.0
BPK 452,D200,fall,2026,BPK 451.,BPK 451,False,[],Natalia Bussard,3.0
BPK 452,I100,fall,2026,BPK 451.,BPK 451,False,[],Natalia Bussard,3.0
BPK 453,D100,fall,2026,BPK 452.,BPK 452,False,[],Natalia Bussard,3.0
BPK 453,D200,fall,2026,BPK 452.,BPK 452,False,[],Natalia Bussard,3.0
BPK 453,I100,fall,2026,BPK 452.,BPK 452,False,[],Natalia Bussard,3.0
BPK 457,D100,fall,2026,"75 units, with a minimum CGPA of 3.00, PSYC 301 or BPK 304W with a minimum grade of B, and permission from one of the Co-chairs of the Behavioural Neuroscience Program Committee.",PSYC 301;BPK 304W,False,[],,3.0
BPK 459,D100,fall,2026,A minimum grade of B in BPK 457. Corequisite: Must be enrolled in the Honours Program of the B.Sc. in Behavioural Neuroscience. Students must seek permission from their honours project supervisor to enroll in additional courses at the same time.,BPK 457,False,[],,9.0
BPK 481,D100,fall,2026,BPK 303 and 326.,BPK 303,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Kevin Lunnie,3.0
BPK 481,D101,fall,2026,BPK 303 and 326.,BPK 303,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,3.0
BPK 481,D102,fall,2026,BPK 303 and 326.,BPK 303,False,"[{'days': 'Th', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,3.0
BPK 491,D100,fall,2026,"90 units, BPK 304W (may be taken concurrently) and permission of the chair of the undergraduate program committee. A minimum grade of B in this course is needed to register in BPK 495 or BPK 499.",BPK 304W;BPK 495;BPK 499,False,[],,3.0
BPK 495,D100,fall,2026,BPK 491 (minimum grade of B). Corequisite: BPK 499. Only students in the honours program may enroll in BPK 495.,BPK 491;BPK 499;BPK 495,False,[],,6.0
BPK 496,D100,fall,2026,"BPK 304W (may be taken concurrently) or PSYC 210, and permission from the chair of the undergraduate program committee. Usually, upper level standing with at least 75 units in the Biomedical Physiology and Kinesiology program will be required.",BPK 304W;PSYC 210,False,[],,3.0
BPK 496,D200,fall,2026,"BPK 304W (may be taken concurrently) or PSYC 210, and permission from the chair of the undergraduate program committee. Usually, upper level standing with at least 75 units in the Biomedical Physiology and Kinesiology program will be required.",BPK 304W;PSYC 210,False,[],,3.0
BPK 498,D100,fall,2026,"BPK 304W (may be taken concurrently) or PSYC 210, and permission from the chair of the undergraduate program committee. Usually, upper level standing with at least 75 units in the Biomedical Physiology and Kinesiology program will be required.",BPK 304W;PSYC 210,False,[],,3.0
BPK 498,D200,fall,2026,"BPK 304W (may be taken concurrently) or PSYC 210, and permission from the chair of the undergraduate program committee. Usually, upper level standing with at least 75 units in the Biomedical Physiology and Kinesiology program will be required.",BPK 304W;PSYC 210,False,[],,3.0
BPK 499,D100,fall,2026,BPK 491 (minimum grade of B). Corequisite: BPK 495. Only students in the honours program may enroll in BPK 499.,BPK 491;BPK 495;BPK 499,False,[],,6.0
BPK 801,G100,fall,2026,,,False,"[{'days': 'We', 'startTime': '12:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Sam Doesburg,3.0
BPK 805,G100,fall,2026,,,False,[],,3.0
BPK 805,G200,fall,2026,,,False,[],,3.0
BPK 895,G100,fall,2026,,,False,[],,
BPK 895,G200,fall,2026,,,False,[],,
BPK 896,G100,fall,2026,,,False,[],,
BPK 896,G200,fall,2026,,,False,[],,
BPK 897,G100,fall,2026,,,False,[],,
BPK 897,G200,fall,2026,,,False,[],,
BPK 898,G100,fall,2026,,,False,[],,18.0
BPK 898,G200,fall,2026,,,False,[],,18.0
BPK 899,G100,fall,2026,,,False,[],,18.0
BPK 899,G200,fall,2026,,,False,[],,18.0
BUS 200,D100,fall,2026,,,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",James Pflanz,3.0
BUS 201,D100,fall,2026,This course is only open to approved business administration majors admitted to the faculty through the Business Foundation Pathways - High School Pathway. Corequisite: BUS 203 with a P grade.,BUS 203,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Susan Christie-Bell,3.0
BUS 201,D101,fall,2026,This course is only open to approved business administration majors admitted to the faculty through the Business Foundation Pathways - High School Pathway. Corequisite: BUS 203 with a P grade.,BUS 203,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3.0
BUS 201,D102,fall,2026,This course is only open to approved business administration majors admitted to the faculty through the Business Foundation Pathways - High School Pathway. Corequisite: BUS 203 with a P grade.,BUS 203,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3.0
BUS 201,D103,fall,2026,This course is only open to approved business administration majors admitted to the faculty through the Business Foundation Pathways - High School Pathway. Corequisite: BUS 203 with a P grade.,BUS 203,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3.0
BUS 201,D104,fall,2026,This course is only open to approved business administration majors admitted to the faculty through the Business Foundation Pathways - High School Pathway. Corequisite: BUS 203 with a P grade.,BUS 203,False,"[{'days': 'Tu', 'startTime': '16:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,3.0
BUS 201,D105,fall,2026,This course is only open to approved business administration majors admitted to the faculty through the Business Foundation Pathways - High School Pathway. Corequisite: BUS 203 with a P grade.,BUS 203,False,"[{'days': 'Tu', 'startTime': '19:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,3.0
BUS 201,D106,fall,2026,This course is only open to approved business administration majors admitted to the faculty through the Business Foundation Pathways - High School Pathway. Corequisite: BUS 203 with a P grade.,BUS 203,False,"[{'days': 'Tu', 'startTime': '19:30', 'endTime': '20:20', 'campus': 'Burnaby'}]",,3.0
