course,section,term,year,prereq_text,prereq_codes,prereq_unparseable,schedule,instructors,units
ARCH 340,D101,fall,2026,ARCH 101 or ARCH 201.,ARCH 101;ARCH 201,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,5.0
ARCH 373,D100,fall,2026,"ARCH 131 or any lower division ARCH, BISC, HSCI, or BPK course.",ARCH 131,False,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Casey Kirkpatrick,5.0
ARCH 373,D101,fall,2026,"ARCH 131 or any lower division ARCH, BISC, HSCI, or BPK course.",ARCH 131,False,"[{'days': 'We', 'startTime': '10:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,5.0
ARCH 373,D102,fall,2026,"ARCH 131 or any lower division ARCH, BISC, HSCI, or BPK course.",ARCH 131,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,5.0
ARCH 383,D100,fall,2026,"Any lower division ARCH, BISC, BPK, CHEM, CRIM or HSCI course.",,False,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Dongya Yang,4.0
ARCH 383,D101,fall,2026,"Any lower division ARCH, BISC, BPK, CHEM, CRIM or HSCI course.",,False,"[{'days': 'Th', 'startTime': '9:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",,4.0
ARCH 383,D102,fall,2026,"Any lower division ARCH, BISC, BPK, CHEM, CRIM or HSCI course.",,False,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,4.0
ARCH 471W,D100,fall,2026,"ARCH 101, 131, 201, 272W and 273.",ARCH 101,False,"[{'days': 'We, Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,4.0
ARCH 479,D100,fall,2026,"45 units, including ARCH 282 or 372, and permission of the department.",ARCH 282,False,[],,3.0
ARCH 479,D200,fall,2026,"45 units, including ARCH 282 or 372, and permission of the department.",ARCH 282,False,[],,3.0
ARCH 479,D300,fall,2026,"45 units, including ARCH 282 or 372, and permission of the department.",ARCH 282,False,[],,3.0
ARCH 480,D100,fall,2026,"45 units, including ARCH 282 or 372, and permission of the department.",ARCH 282,False,[],,
ARCH 480,D200,fall,2026,"45 units, including ARCH 282 or 372, and permission of the department.",ARCH 282,False,[],,
ARCH 480,D300,fall,2026,"45 units, including ARCH 282 or 372, and permission of the department.",ARCH 282,False,[],,
ARCH 498,D100,fall,2026,Permission of the department.,,True,[],,5.0
ARCH 498,D200,fall,2026,Permission of the department.,,True,[],,5.0
ARCH 498,D300,fall,2026,Permission of the department.,,True,[],,5.0
ARCH 499,D100,fall,2026,Permission of the department.,,True,[],,5.0
ARCH 499,D200,fall,2026,Permission of the department.,,True,[],,5.0
ARCH 499,D300,fall,2026,Permission of the department.,,True,[],,5.0
ARCH 740,G100,fall,2026,This course is only available for archaeology graduate students. Department permission is required.,,True,"[{'days': 'Mo', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",Christine Conlan,5.0
ARCH 740,G101,fall,2026,This course is only available for archaeology graduate students. Department permission is required.,,True,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,5.0
ARCH 773,G100,fall,2026,This course is only available for archaeology graduate students. Department permission is required.,,True,"[{'days': 'Mo', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Casey Kirkpatrick,5.0
ARCH 773,G101,fall,2026,This course is only available for archaeology graduate students. Department permission is required.,,True,"[{'days': 'We', 'startTime': '10:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,5.0
ARCH 773,G102,fall,2026,This course is only available for archaeology graduate students. Department permission is required.,,True,"[{'days': 'We', 'startTime': '14:30', 'endTime': '17:20', 'campus': 'Burnaby'}]",,5.0
ARCH 783,G100,fall,2026,This course is only available for archaeology graduate students. Department permission is required.,,True,"[{'days': 'Tu', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Dongya Yang,3.0
ARCH 783,G101,fall,2026,This course is only available for archaeology graduate students. Department permission is required.,,True,"[{'days': 'Th', 'startTime': '9:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",,3.0
ARCH 783,G102,fall,2026,This course is only available for archaeology graduate students. Department permission is required.,,True,"[{'days': 'Th', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",,3.0
ARCH 871,G100,fall,2026,,,False,"[{'days': 'We, Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",,5.0
ARCH 871,G101,fall,2026,,,False,"[{'days': 'We', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Ross Jamieson,5.0
ARCH 872,G100,fall,2026,,,False,"[{'days': 'Th', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Ross Jamieson,1.0
ARCH 872,G200,fall,2026,,,False,"[{'days': 'Th', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Ross Jamieson,1.0
ARCH 874,G100,fall,2026,Only available to students in the Archaeology PhD program.,,False,[],Ross Jamieson,
ARCH 874,G200,fall,2026,Only available to students in the Archaeology PhD program.,,False,[],Ross Jamieson,
ARCH 875,G100,fall,2026,Only available to students in the Archaeology PhD program.,,False,[],Ross Jamieson,
ARCH 875,G200,fall,2026,Only available to students in the Archaeology PhD program.,,False,[],Ross Jamieson,
ARCH 892,G100,fall,2026,,,False,[],,5.0
ARCH 892,G200,fall,2026,,,False,[],,5.0
ARCH 892,G300,fall,2026,,,False,[],,5.0
ARCH 893,G100,fall,2026,,,False,[],,3.0
ARCH 893,G200,fall,2026,,,False,[],,3.0
ARCH 893,G300,fall,2026,,,False,[],,3.0
ARCH 893,G400,fall,2026,,,False,[],,3.0
ARCH 893,G500,fall,2026,,,False,[],,3.0
ARCH 894,G100,fall,2026,,,False,[],,3.0
ARCH 894,G200,fall,2026,,,False,[],,3.0
ARCH 895,G100,fall,2026,,,False,[],,5.0
ARCH 895,G200,fall,2026,,,False,[],,5.0
ARCH 896,G100,fall,2026,,,False,[],,5.0
ARCH 896,G200,fall,2026,,,False,[],,5.0
ARCH 898,G100,fall,2026,,,False,[],Ross Jamieson,18.0
ARCH 898,G200,fall,2026,,,False,[],Ross Jamieson,18.0
ARCH 898,G300,fall,2026,,,False,[],Ross Jamieson,18.0
ARCH 899,G100,fall,2026,,,False,[],Ross Jamieson,18.0
ARCH 899,G200,fall,2026,,,False,[],Ross Jamieson,18.0
BISC 101,D100,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '9:30', 'endTime': '10:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '9:30', 'endTime': '11:20', 'campus': 'Burnaby'}]",Tony Williams;Megan Barker,4.0
BISC 101,D101,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D102,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D103,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D104,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D105,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D106,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '15:30', 'endTime': '16:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D107,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D108,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D109,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D110,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D111,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '16:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D113,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D114,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D115,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Tu', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Th', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D119,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D120,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D121,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Burnaby'}, {'days': 'Fr', 'startTime': '11:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Megan Barker,4.0
BISC 101,D200,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '11:30', 'endTime': '12:20', 'campus': 'Surrey'}, {'days': 'Fr', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Surrey'}]",Sessional,4.0
BISC 101,D201,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '8:30', 'endTime': '9:20', 'campus': 'Surrey'}]",,4.0
BISC 101,D202,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Surrey'}]",,4.0
BISC 101,D203,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '10:30', 'endTime': '11:20', 'campus': 'Surrey'}]",,4.0
BISC 101,D204,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '13:30', 'endTime': '14:20', 'campus': 'Surrey'}]",,4.0
BISC 101,D205,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Surrey'}]",,4.0
BISC 101,D206,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'We', 'startTime': '14:30', 'endTime': '15:20', 'campus': 'Surrey'}]",,4.0
BISC 101,LAS1,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Th', 'startTime': '8:30', 'endTime': '10:20', 'campus': 'Surrey'}]",,4.0
BISC 101,LAS2,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Th', 'startTime': '10:30', 'endTime': '12:20', 'campus': 'Surrey'}]",,4.0
BISC 101,LAS3,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+); and Chemistry 12 (or equivalent) with a minimum grade of C (or CHEM 111 with a minimum grade of C-; or CHEM 110 and 115, both with a minimum grade of C-).",BISC 100;BISC 113;BPK 105;HSCI 100;CHEM 111;CHEM 110,False,"[{'days': 'Th', 'startTime': '13:30', 'endTime': '15:20', 'campus': 'Surrey'}]",,4.0
BISC 102,D100,fall,2026,"Biology 12 (or equivalent) with a minimum grade of C (or BISC 100 with a minimum grade of C-, or BISC 113 with a minimum grade of C+, or BPK 105 with a minimum grade of C+, or HSCI 100 with a minimum grade of C+).",BISC 100;BISC 113;BPK 105;HSCI 100,False,"[{'days': 'Tu, Th', 'startTime': '12:30', 'endTime': '13:20', 'campus': 'Burnaby'}]",Kevin Lam;Melissa Chen,4.0
