Date,Faculty,Subject,CatNbr,Level,Credit,Course Title,Sect,Type,MaxEnrol,Location,ActEnrol,NonCoopAFTE,CoopAFTE,TotAFTE,SeatsRemaining,%CapRemaining,%Filled,Status,CrsFlag,LastSemTaught5Yrs,#SemTaught2Yrs
07-Nov,APSC,CMPT,105W,100,3,Soc. Issues & Cmns. Strategies,D200,LEC,200,SURREY,3,0.3,0.0,0.3,197,99%,2%,,REG,1227,6
07-Nov,APSC,CMPT,105W,100,3,Soc. Issues & Cmns. Strategies,E100,LEC,200,BURNABY,22,2.2,0.0,2.2,178,89%,11%,,REG,1227,6
07-Nov,APSC,CMPT,120,100,3,Intro.Cmpt.Sci/Programming I,D100,LEC,200,BURNABY,1,0.1,0.0,0.1,199,100%,1%,,REG,1227,6
07-Nov,APSC,CMPT,120,100,3,Intro.Cmpt.Sci/Programming I,D200,LEC,200,BURNABY,4,0.4,0.0,0.4,196,98%,2%,,REG,1227,6
07-Nov,APSC,CMPT,120,100,3,Intro.Cmpt.Sci/Programming I,D300,LEC,195,BURNABY,3,0.3,0.0,0.3,192,98%,2%,,REG,1227,6
07-Nov,APSC,CMPT,125,100,3,Intro.Cmpt.Sci/Programming II,D100,LEC,200,BURNABY,15,1.5,0.0,1.5,185,93%,8%,,REG,1227,6
07-Nov,APSC,CMPT,135,100,3,Intro to Computer Prog II,D100,LEC,200,SURREY,4,0.4,0.0,0.4,196,98%,2%,,REG,1221,2
07-Nov,APSC,CMPT,210,200,3,Probability and Computing,D100,LEC,150,BURNABY,5,0.5,0.0,0.5,145,97%,3%,,REG,1227,2
07-Nov,APSC,CMPT,213,200,3,Object Oriented Design in Java,D100,LEC,120,SURREY,1,0.1,0.0,0.1,119,99%,1%,,REG,1227,5
07-Nov,APSC,CMPT,225,200,3,Data Structures/Programming,D100,LEC,180,BURNABY,29,2.9,0.0,2.9,151,84%,16%,,REG,1227,6
07-Nov,APSC,CMPT,225,200,3,Data Structures/Programming,D200,LEC,200,SURREY,1,0.1,0.0,0.1,199,100%,1%,,REG,1227,6
07-Nov,APSC,CMPT,276,200,3,Intro Software Engineering,D100,LEC,100,BURNABY,17,1.7,0.0,1.7,83,83%,17%,,REG,1227,6
07-Nov,APSC,CMPT,276,200,3,Intro Software Engineering,D200,LEC,100,SURREY,3,0.3,0.0,0.3,97,97%,3%,,REG,1227,6
07-Nov,APSC,CMPT,295,200,3,Intro. to Computer Systems,D100,LEC,190,BURNABY,40,4.0,0.0,4.0,150,79%,21%,,REG,1227,6
07-Nov,APSC,CMPT,295,200,3,Intro. to Computer Systems,D200,LEC,190,BURNABY,11,1.1,0.0,1.1,179,94%,6%,,REG,1227,6
07-Nov,APSC,CMPT,300,300,3,Operating Systems I,D100,LEC,200,BURNABY,13,1.3,0.0,1.3,187,94%,7%,,REG,1227,6
07-Nov,APSC,CMPT,300,300,3,Operating Systems I,D200,LEC,100,SURREY,3,0.3,0.0,0.3,97,97%,3%,,REG,1227,6
07-Nov,APSC,CMPT,305,300,3,Computer Simulation/Modelling,D100,LEC,100,BURNABY,7,0.7,0.0,0.7,93,93%,7%,,REG,1221,2
07-Nov,APSC,CMPT,307,300,3,Data Structures,D100,LEC,141,BURNABY,30,3.0,0.0,3.0,111,79%,21%,,REG,1227,6
07-Nov,APSC,CMPT,307,300,3,Data Structures,D200,LEC,150,BURNABY,8,0.8,0.0,0.8,142,95%,5%,,REG,1227,6
07-Nov,APSC,CMPT,310,300,3,Intro Artificial Intelligence,D100,LEC,150,BURNABY,33,3.3,0.0,3.3,117,78%,22%,,REG,1227,6
07-Nov,APSC,CMPT,318,300,3,Special Topics Cmpt. Science,D100,LEC,100,BURNABY,3,0.3,0.0,0.3,97,97%,3%,,REG,1227,4
07-Nov,APSC,CMPT,340,300,3,Biomedical Computing,OL01,OLC,150,BURNABY,17,1.7,0.0,1.7,133,89%,11%,,REG,1214,2
07-Nov,APSC,CMPT,354,300,3,Database Systems I,D100,LEC,141,BURNABY,20,2.0,0.0,2.0,121,86%,14%,,REG,1227,6
07-Nov,APSC,CMPT,354,300,3,Database Systems I,D300,LEC,120,SURREY,9,0.9,0.0,0.9,111,93%,8%,,REG,1227,6
07-Nov,APSC,CMPT,361,300,3,Intro to Computer Graphics,D100,LEC,100,BURNABY,2,0.2,0.0,0.2,98,98%,2%,,REG,1227,5
07-Nov,APSC,CMPT,363,300,3,User Interface Dsgn,D100,LEC,100,BURNABY,11,1.1,0.0,1.1,89,89%,11%,,REG,1227,6
07-Nov,APSC,CMPT,363,300,3,User Interface Dsgn,D200,LEC,100,BURNABY,10,1.0,0.0,1.0,90,90%,10%,,REG,1227,6
07-Nov,APSC,CMPT,371,300,3,Data Communications/Networking,D100,LEC,125,SURREY,12,1.2,0.0,1.2,113,90%,10%,,REG,1227,6
07-Nov,APSC,CMPT,372,300,3,Web Development II,D100,LEC,150,SURREY,6,0.6,0.0,0.6,144,96%,4%,,REG,1224,1
07-Nov,APSC,CMPT,376W,300,3,Tech.Writing and Group Dynamic,D100,LEC,100,BURNABY,24,2.4,0.0,2.4,76,76%,24%,,REG,1227,6
07-Nov,APSC,CMPT,376W,300,3,Tech.Writing and Group Dynamic,D200,LEC,100,BURNABY,9,0.9,0.0,0.9,91,91%,9%,,REG,1227,6
07-Nov,APSC,CMPT,383,300,3,Programming Langs.,D100,LEC,115,BURNABY,9,0.9,0.0,0.9,106,92%,8%,,REG,1227,5
07-Nov,APSC,CMPT,403,400,3,System Security and Privacy,D100,LEC,50,SURREY,15,1.5,0.0,1.5,35,70%,30%,,REG,Not taught in last 5 yrs,Not taught in last 2 yrs
07-Nov,APSC,CMPT,404,400,3,Cryptography and Protocols,D100,LEC,100,BURNABY,6,0.6,0.0,0.6,94,94%,6%,,REG,1211,1
07-Nov,APSC,CMPT,405,400,3,Cmpt. Algorithms,D100,LEC,50,BURNABY,9,0.9,0.0,0.9,41,82%,18%,,REG,1227,3
07-Nov,APSC,CMPT,409,400,3,Spec.Topics/Theoretical Cmpt,D100,SEM,30,BURNABY,3,0.3,0.0,0.3,27,90%,10%,,REG,1227,3
07-Nov,APSC,CMPT,412,400,3,Computational Vision,D100,LEC,120,BURNABY,17,1.7,0.0,1.7,103,86%,14%,,REG,1217,1
07-Nov,APSC,CMPT,426,400,3,Practicum I,D100,COP,60,METRO,1,0.0,0.5,0.5,59,98%,2%,,PRT,1227,6
07-Nov,APSC,CMPT,427,400,3,Practicum II,D100,COP,60,METRO,4,0.0,2.0,2.0,56,93%,7%,,PRT,1227,6
07-Nov,APSC,CMPT,427,400,3,Practicum II,D300,COP,40,METRO,2,0.0,1.0,1.0,38,95%,5%,,PRT,1227,6
07-Nov,APSC,CMPT,428,400,3,Practicum III,D100,COP,60,METRO,3,0.0,1.5,1.5,57,95%,5%,,PRT,1227,6
07-Nov,APSC,CMPT,431,400,3,Distributed Systems,D100,LEC,80,BURNABY,16,1.6,0.0,1.6,64,80%,20%,,REG,1227,4
07-Nov,APSC,CMPT,433,400,3,Embedded Systems,D100,LEC,100,SURREY,11,1.1,0.0,1.1,89,89%,11%,,REG,1221,2
07-Nov,APSC,CMPT,454,400,3,Database Systems II,D100,LEC,100,BURNABY,14,1.4,0.0,1.4,86,86%,14%,,REG,1227,6
07-Nov,APSC,CMPT,459,400,3,Special Topics Database Systs,D100,LEC,10,BURNABY,7,0.7,0.0,0.7,3,30%,70%,,REG,1227,5
07-Nov,APSC,CMPT,461,400,3,Comp. Photo. & Image Manip.,D100,LEC,50,BURNABY,1,0.1,0.0,0.1,49,98%,2%,,REG,1221,2
07-Nov,APSC,CMPT,464,400,3,Geometric Modelling in CG,D100,LEC,20,BURNABY,4,0.4,0.0,0.4,16,80%,20%,,REG,1217,2
07-Nov,APSC,CMPT,474,400,3,Web Systems Architecture,D100,LEC,120,SURREY,9,0.9,0.0,0.9,111,93%,8%,,REG,1217,2
07-Nov,APSC,CMPT,475,400,3,Requirements Engineering,D100,LEC,120,BURNABY,21,2.1,0.0,2.1,99,83%,18%,,REG,1227,4
07-Nov,APSC,CMPT,479,400,3,Spec.Topics/Computing Systems,D100,LEC,25,BURNABY,7,0.7,0.0,0.7,18,72%,28%,,REG,1227,5
07-Nov,APSC,CMPT,489,400,3,Spec.Top. in Programming Lang.,D100,LEC,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1214,1
07-Nov,APSC,ENSC,180,100,3,Introduction to Engineering An,D100,LEC,195,BURNABY,7,0.7,0.0,0.7,188,96%,4%,,REG,1221,2
07-Nov,APSC,ENSC,194,100,3,Optional Job Practicum,D100,COP,10,METRO,1,0.0,0.5,0.5,9,90%,10%,,PRT,1224,1
07-Nov,APSC,ENSC,195,100,3,Industrial Internship I,D100,COP,35,METRO,1,0.0,0.5,0.5,34,97%,3%,,PRT,1227,6
07-Nov,APSC,ENSC,325,300,4,Microelectronics II,D100,LEC,112,BURNABY,6,0.8,0.0,0.8,106,95%,5%,,REG,1221,2
07-Nov,APSC,ENSC,327,300,4,Communication System,D100,LEC,141,BURNABY,11,1.5,0.0,1.5,130,92%,8%,,REG,1221,2
07-Nov,APSC,ENSC,350,300,4,Digital Syst.Design,D100,LEC,140,BURNABY,8,1.1,0.0,1.1,132,94%,6%,,REG,1227,3
07-Nov,APSC,ENSC,383,300,4,Feedback Control,D100,LEC,120,BURNABY,7,0.9,0.0,0.9,113,94%,6%,,REG,1221,2
07-Nov,APSC,ENSC,386,300,4,Mechanical Design,D100,LEC,50,BURNABY,3,0.4,0.0,0.4,47,94%,6%,,REG,1221,2
07-Nov,APSC,ENSC,387,300,4,Sensors and Actuators,D100,LEC,55,BURNABY,3,0.4,0.0,0.4,52,95%,5%,,REG,1221,2
07-Nov,APSC,ENSC,395,300,3,Industrial Internship III,D100,COP,25,METRO,1,0.0,0.5,0.5,24,96%,4%,,PRT,1227,6
07-Nov,APSC,ENSC,410,400,3,The Business of Engineering,E100,LEC,140,BURNABY,12,1.2,0.0,1.2,128,91%,9%,,REG,1221,2
07-Nov,APSC,ENSC,413,400,4,Deep Learning Systems,D100,LEC,28,BURNABY,2,0.3,0.0,0.3,26,93%,7%,,REG,1221,3
07-Nov,APSC,ENSC,416,400,4,Engin. Electromag. II: Design,D100,LEC,34,BURNABY,6,0.8,0.0,0.8,28,82%,18%,,REG,1221,2
07-Nov,APSC,ENSC,427,400,4,Cmns Networks,E100,LEC,45,BURNABY,7,0.9,0.0,0.9,38,84%,16%,,REG,1217,2
07-Nov,APSC,ENSC,450,400,4,VLSI Systems Design,E100,LEC,45,BURNABY,8,1.1,0.0,1.1,37,82%,18%,,REG,1221,2
07-Nov,APSC,ENSC,452,400,4,Advanced Digital System,D100,LEC,40,BURNABY,6,0.8,0.0,0.8,34,85%,15%,,REG,1211,1
07-Nov,APSC,ENSC,474,400,4,Digital/Medical Image Process,D100,LEC,45,BURNABY,1,0.1,0.0,0.1,44,98%,2%,,REG,1221,2
07-Nov,APSC,ENSC,475,400,4,Biomedical Instrumentation,D100,LEC,24,BURNABY,4,0.5,0.0,0.5,20,83%,17%,,REG,1221,2
07-Nov,APSC,ENSC,488,400,4,Intro.To Robotics,D100,LEC,50,BURNABY,4,0.5,0.0,0.5,46,92%,8%,,REG,1221,2
07-Nov,APSC,MACM,101,100,3,Discrete Math I,D100,LEC,200,BURNABY,9,0.9,0.0,0.9,191,96%,5%,,REG,1227,5
07-Nov,APSC,MACM,101,100,3,Discrete Math I,D200,LEC,200,BURNABY,6,0.6,0.0,0.6,194,97%,3%,,REG,1227,5
07-Nov,APSC,MACM,101,100,3,Discrete Math I,D300,LEC,200,SURREY,3,0.3,0.0,0.3,197,99%,2%,,REG,1227,5
07-Nov,APSC,MSE,101W,100,3,Process of Prof. Writing,D100,LEC,90,SURREY,2,0.2,0.0,0.2,88,98%,2%,,REG,1221,2
07-Nov,APSC,MSE,102,100,3,"Science, Technology and Soc.",D100,LEC,90,SURREY,2,0.2,0.0,0.2,88,98%,2%,,REG,1221,2
07-Nov,APSC,MSE,210,200,3,Engineering Measurement,D100,LEC,100,SURREY,10,1.0,0.0,1.0,90,90%,10%,,REG,1221,2
07-Nov,APSC,MSE,211,200,3,Comp. Methods for Engineers,D100,LEC,100,SURREY,9,0.9,0.0,0.9,91,91%,9%,,REG,1221,2
07-Nov,APSC,MSE,222,200,4,Kinematics and Dynamics,D100,LEC,100,SURREY,9,1.2,0.0,1.2,91,91%,9%,,REG,1221,2
07-Nov,APSC,MSE,223,200,4,Introduction to Fluid Mechanic,D100,LEC,100,SURREY,8,1.1,0.0,1.1,92,92%,8%,,REG,1221,2
07-Nov,APSC,MSE,251,200,4,Electronic Circuits,D100,LEC,100,SURREY,8,1.1,0.0,1.1,92,92%,8%,,REG,1227,3
07-Nov,APSC,MSE,280,200,3,Linear Systems,D100,LEC,100,SURREY,8,0.8,0.0,0.8,92,92%,8%,,REG,1221,2
07-Nov,APSC,MSE,293,200,3,Industrial Internship I,D100,COP,30,METRO,2,0.0,1.0,1.0,28,93%,7%,,PRT,1227,6
07-Nov,APSC,MSE,352,300,4,Digital Logic and Microcontrol,D100,LEC,50,SURREY,4,0.5,0.0,0.5,46,92%,8%,,REG,1227,2
07-Nov,APSC,MSE,393,300,3,Industrial Internship II,D100,COP,30,METRO,1,0.0,0.5,0.5,29,97%,3%,,PRT,1227,6
07-Nov,APSC,MSE,402,400,2,"Eng.Ethics,Law,Prof.Practice",D100,LEC,100,SURREY,2,0.1,0.0,0.1,98,98%,2%,,REG,1227,4
07-Nov,APSC,MSE,426,400,3,Design Optimization,D100,LEC,72,SURREY,1,0.1,0.0,0.1,71,99%,1%,,REG,1221,2
07-Nov,APSC,MSE,481,400,3,Industrial Control Systems,D100,LEC,50,SURREY,2,0.2,0.0,0.2,48,96%,4%,,REG,1224,2
07-Nov,APSC,MSE,483,400,3,Control Systems,D100,LEC,72,SURREY,1,0.1,0.0,0.1,71,99%,1%,,REG,1211,1
07-Nov,APSC,MSE,490,400,3,Spec. Topic/Mechatronic Eng.,D100,LEC,72,SURREY,1,0.1,0.0,0.1,71,99%,1%,,REG,1224,3
07-Nov,APSC,MSE,491,400,3,Spec.Topic/Mechatronic Eng.,D100,LEC,72,SURREY,5,0.5,0.0,0.5,67,93%,7%,,REG,1224,4
07-Nov,APSC,SEE,111,100,4,Integrated Energy Solution I,D100,LEC,60,SURREY,1,0.1,0.0,0.1,59,98%,2%,,REG,1221,2
07-Nov,APSC,SEE,222,200,3,Materials for Energy Systems,D100,LEC,50,SURREY,5,0.5,0.0,0.5,45,90%,10%,,REG,1221,2
07-Nov,APSC,SEE,224,200,3,Thermodynamics for Energy Eng,D100,LEC,50,SURREY,5,0.5,0.0,0.5,45,90%,10%,,REG,1221,2
07-Nov,APSC,SEE,225,200,4,Fluid Mechanics,D100,LEC,50,SURREY,4,0.5,0.0,0.5,46,92%,8%,,REG,1221,2
07-Nov,APSC,SEE,231,200,4,Electronic Devices and Systems,D100,LEC,50,SURREY,5,0.7,0.0,0.7,45,90%,10%,,REG,1221,2
07-Nov,APSC,SEE,242,200,3,Computational Methods,D100,LEC,50,SURREY,5,0.5,0.0,0.5,45,90%,10%,,REG,1221,2
07-Nov,APSC,SEE,251,200,3,Electric Machines,D100,LEC,50,SURREY,6,0.6,0.0,0.6,44,88%,12%,,REG,1221,2
07-Nov,APSC,SEE,402,400,2,Engineering Ethics & Practice,D100,LEC,25,SURREY,3,0.2,0.0,0.2,22,88%,12%,,REG,1224,1
07-Nov,APSC,SEE,411,400,3,Sust Energy Design Project II,D100,LEC,5,SURREY,2,0.2,0.0,0.2,3,60%,40%,,REG,1224,1
07-Nov,APSC,SEE,463,400,3,Embedded Computer Systems,D100,LEC,10,SURREY,1,0.1,0.0,0.1,9,90%,10%,,REG,Not taught in last 5 yrs,Not taught in last 2 yrs
07-Nov,APSC,SEE,475,400,3,Special Topics in SEE,D100,LEC,10,SURREY,1,0.1,0.0,0.1,9,90%,10%,,REG,1227,3
07-Nov,APSC,SEE,476,400,3,Special Topics in SEE,D100,LEC,10,SURREY,3,0.3,0.0,0.3,7,70%,30%,,REG,Not taught in last 5 yrs,Not taught in last 2 yrs
07-Nov,APSC,TEKX,101,100,3,3D Printing Technologies,D100,LEC,35,BURNABY,19,1.9,0.0,1.9,16,46%,54%,,REG,1227,6
07-Nov,ARTS,CHIN,100,100,3,Mandarin Chinese I,B100,OLC,73,BURNABY,3,0.3,0.0,0.3,70,96%,4%,,REG,1227,6
07-Nov,ARTS,CHIN,110,100,3,Mandarin Chinese II,B100,OLC,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1227,4
07-Nov,ARTS,CHIN,200,200,3,Mandarin Chinese III,B100,OLC,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1227,2
07-Nov,ARTS,CHIN,460,400,3,STT - Chinese Fiction and Film,B100,OLC,25,BURNABY,1,0.1,0.0,0.1,24,96%,4%,,REG,1227,1
07-Nov,ARTS,COGS,100,100,3,Exploring the Mind,B100,LEC,100,HRBRCNTR,5,0.5,0.0,0.5,95,95%,5%,,REG,1227,6
07-Nov,ARTS,COGS,100,100,3,Exploring the Mind,B900,LEC,100,SURREY,3,0.3,0.0,0.3,97,97%,3%,,REG,1227,6
07-Nov,ARTS,COGS,100,100,3,Exploring the Mind,D100,LEC,100,BURNABY,41,4.1,0.0,4.1,59,59%,41%,,REG,1227,6
07-Nov,ARTS,COGS,110,100,3,Learning in Everyday Life,D100,LEC,100,BURNABY,25,2.5,0.0,2.5,75,75%,25%,,REG,1227,6
07-Nov,ARTS,COGS,110,100,3,Learning in Everyday Life,D900,LEC,100,SURREY,2,0.2,0.0,0.2,98,98%,2%,,REG,1227,6
07-Nov,ARTS,COGS,200,200,3,Foundations Cognitive Science,D100,LEC,20,BURNABY,3,0.3,0.0,0.3,17,85%,15%,,REG,1221,2
07-Nov,ARTS,CRIM,101,100,3,Introduction  to Criminology,D100,LEC,400,BURNABY,23,2.3,0.0,2.3,377,94%,6%,,REG,1227,6
07-Nov,ARTS,CRIM,101,100,3,Introduction  to Criminology,D900,LEC,200,SURREY,6,0.6,0.0,0.6,194,97%,3%,,REG,1227,6
07-Nov,ARTS,CRIM,103,100,3,Psychological Expln. Behavior,D100,LEC,200,BURNABY,25,2.5,0.0,2.5,175,88%,13%,,REG,1227,6
07-Nov,ARTS,CRIM,104,100,3,Sociological Expln. Behavior,D100,LEC,200,BURNABY,13,1.3,0.0,1.3,187,94%,7%,,REG,1227,5
07-Nov,ARTS,CRIM,104,100,3,Sociological Expln. Behavior,D900,LEC,120,SURREY,3,0.3,0.0,0.3,117,98%,3%,,REG,1227,5
07-Nov,ARTS,CRIM,131,100,3,Int Crim Justice Sys,D100,LEC,200,BURNABY,17,1.7,0.0,1.7,183,92%,9%,,REG,1227,6
07-Nov,ARTS,CRIM,131,100,3,Int Crim Justice Sys,E100,LEC,120,BURNABY,1,0.1,0.0,0.1,119,99%,1%,,REG,1227,6
07-Nov,ARTS,CRIM,135,100,3,Int Cdn Law/Legal In,D900,LEC,90,SURREY,2,0.2,0.0,0.2,88,98%,2%,,REG,1227,6
07-Nov,ARTS,CRIM,135,100,3,Int Cdn Law/Legal In,OL01,OLC,120,BURNABY,20,2.0,0.0,2.0,100,83%,17%,,REG,1227,6
07-Nov,ARTS,CRIM,220,200,3,Research Methods,D100,LEC,170,BURNABY,12,1.2,0.0,1.2,158,93%,7%,,REG,1227,5
07-Nov,ARTS,CRIM,220,200,3,Research Methods,OL01,OLC,120,BURNABY,8,0.8,0.0,0.8,112,93%,7%,,REG,1227,5
07-Nov,ARTS,CRIM,230,200,3,Criminal Law,E100,LEC,170,BURNABY,7,0.7,0.0,0.7,163,96%,4%,,REG,1227,5
07-Nov,ARTS,CRIM,241,200,3,Intro to Corrections,D100,LEC,200,BURNABY,3,0.3,0.0,0.3,197,99%,2%,,REG,1221,3
07-Nov,ARTS,CRIM,251,200,3,Intro to Policing,D900,LEC,100,SURREY,5,0.5,0.0,0.5,95,95%,5%,,REG,1227,4
07-Nov,ARTS,CRIM,300W,300,3,Theories/Perspectives in Crim,D100,LEC,180,BURNABY,12,1.2,0.0,1.2,168,93%,7%,,REG,1227,6
07-Nov,ARTS,CRIM,303,300,3,Hist.Reaction-Crime,D100,LEC,85,BURNABY,3,0.3,0.0,0.3,82,96%,4%,,REG,Not taught in last 5 yrs,Not taught in last 2 yrs
07-Nov,ARTS,CRIM,312,300,3,Social Problems,OL01,OLC,120,BURNABY,17,1.7,0.0,1.7,103,86%,14%,,REG,1224,3
07-Nov,ARTS,CRIM,317,300,3,"Sex, Work, and the Law",D100,LEC,170,BURNABY,11,1.1,0.0,1.1,159,94%,6%,,REG,1227,4
07-Nov,ARTS,CRIM,318,300,3,Special Topics in Criminology,D100,LEC,200,BURNABY,4,0.4,0.0,0.4,196,98%,2%,,REG,1227,4
07-Nov,ARTS,CRIM,320,300,3,Quantitative Research Methods,D100,LEC,150,BURNABY,14,1.4,0.0,1.4,136,91%,9%,,REG,1227,6
07-Nov,ARTS,CRIM,321,300,3,Qualitative Research Methods,D200,LEC,120,BURNABY,12,1.2,0.0,1.2,108,90%,10%,,REG,1227,6
07-Nov,ARTS,CRIM,326,300,3,Analysis of Homicide,D100,LEC,150,BURNABY,18,1.8,0.0,1.8,132,88%,12%,,REG,1221,1
07-Nov,ARTS,CRIM,330,300,3,Criminal Procedure/Evidence,D100,LEC,170,BURNABY,18,1.8,0.0,1.8,152,89%,11%,,REG,1227,6
07-Nov,ARTS,CRIM,332,300,3,Sociology of Law,D100,LEC,102,BURNABY,12,1.2,0.0,1.2,90,88%,12%,,REG,1221,3
07-Nov,ARTS,CRIM,338,300,3,Philosophy of Law,D100,LEC,85,BURNABY,4,0.4,0.0,0.4,81,95%,5%,,REG,1227,3
07-Nov,ARTS,CRIM,351,300,3,Police Accountability,D100,SEM,27,BURNABY,4,0.4,0.0,0.4,23,85%,15%,,REG,1217,2
07-Nov,ARTS,CRIM,355,300,3,The Forensic Sciences,C100,OLC,60,BURNABY,33,3.3,0.0,3.3,27,45%,55%,,REG,1227,6
07-Nov,ARTS,CRIM,356,300,3,The Forensic Sciences II,D100,LEC,200,BURNABY,6,0.6,0.0,0.6,194,97%,3%,,REG,1221,3
07-Nov,ARTS,CRIM,358,300,3,Forensic Entomology,D100,LEC,150,BURNABY,4,0.4,0.0,0.4,146,97%,3%,,REG,1221,2
07-Nov,ARTS,CRIM,402,400,3,Biological Explanations Crime,C100,OLC,60,BURNABY,16,1.6,0.0,1.6,44,73%,27%,,REG,1227,6
07-Nov,ARTS,CRIM,416,400,3,Current Issues/Crim Justice,D100,SEM,22,BURNABY,2,0.2,0.0,0.2,20,91%,9%,,REG,1217,1
07-Nov,ARTS,CRIM,417,400,3,Current Issues/Crim Justice,D900,SEM,24,SURREY,4,0.4,0.0,0.4,20,83%,17%,,REG,1227,5
07-Nov,ARTS,CRIM,418,400,3,Current Issues/Crim Justice,D100,SEM,27,BURNABY,9,0.9,0.0,0.9,18,67%,33%,,REG,1221,3
07-Nov,ARTS,CRIM,423,400,3,Advanced Issues in Terrorism,D100,SEM,22,BURNABY,2,0.2,0.0,0.2,20,91%,9%,,REG,1221,1
07-Nov,ARTS,CRIM,429,400,3,Indigenous Peoples and Law,D100,SEM,17,BURNABY,2,0.2,0.0,0.2,15,88%,12%,,REG,1211,1
07-Nov,ARTS,CRIM,438,400,3,Wrongful Convictions,D100,LEC,150,BURNABY,14,1.4,0.0,1.4,136,91%,9%,,REG,1221,2
07-Nov,ARTS,CRIM,452,400,3,Skeletal Pathology,D100,SEM,25,BURNABY,3,0.3,0.0,0.3,22,88%,12%,,REG,1221,2
07-Nov,ARTS,CRIM,454,400,3,Criminal Profiling,C100,OLC,60,BURNABY,6,0.6,0.0,0.6,54,90%,10%,,REG,1227,5
07-Nov,ARTS,CRIM,455,400,3,Advanced Issues in Policing,E900,SEM,27,SURREY,2,0.2,0.0,0.2,25,93%,7%,,REG,1217,2
07-Nov,ARTS,CRIM,458,400,3,Community Policing,D900,SEM,27,SURREY,4,0.4,0.0,0.4,23,85%,15%,,REG,1224,4
07-Nov,ARTS,CRIM,459,400,3,Organized Crime,D100,LEC,200,BURNABY,2,0.2,0.0,0.2,198,99%,1%,,REG,1227,2
07-Nov,ARTS,CRIM,464,400,3,Street Gangs,D100,LEC,200,BURNABY,5,0.5,0.0,0.5,195,98%,3%,,REG,1227,3
07-Nov,ARTS,CRIM,485,400,1,Prof Dev-CJ Practice,OL01,OLC,25,BURNABY,1,0.0,0.0,0.0,24,96%,4%,,REG,1204,Not taught in last 2 yrs
07-Nov,ARTS,ECON,103,100,4,Principles of Microeconomics,D100,LEC,331,BURNABY,12,1.6,0.0,1.6,319,96%,4%,,REG,1227,6
07-Nov,ARTS,ECON,103,100,4,Principles of Microeconomics,D200,LEC,305,BURNABY,8,1.1,0.0,1.1,297,97%,3%,,REG,1227,6
07-Nov,ARTS,ECON,104,100,3,Economics and Government,D100,LEC,150,BURNABY,2,0.2,0.0,0.2,148,99%,1%,,REG,1221,1
07-Nov,ARTS,ECON,105,100,4,Principles of Macroeconomics,D100,LEC,253,BURNABY,6,0.8,0.0,0.8,247,98%,2%,,REG,1227,6
07-Nov,ARTS,ECON,105,100,4,Principles of Macroeconomics,D200,LEC,300,BURNABY,8,1.1,0.0,1.1,292,97%,3%,,REG,1227,6
07-Nov,ARTS,ECON,105,100,4,Principles of Macroeconomics,D900,LEC,60,SURREY,1,0.1,0.0,0.1,59,98%,2%,,REG,1227,6
07-Nov,ARTS,ECON,113,100,3,Introduction to Microeconomics,D100,LEC,150,BURNABY,13,1.3,0.0,1.3,137,91%,9%,,REG,1227,1
07-Nov,ARTS,ECON,115,100,3,Introduction to Macroeconomics,D100,LEC,150,BURNABY,13,1.3,0.0,1.3,137,91%,9%,,REG,1227,1
07-Nov,ARTS,ECON,201,200,4,Microeconomic Theory I,D100,LEC,120,BURNABY,2,0.3,0.0,0.3,118,98%,2%,,REG,1227,6
07-Nov,ARTS,ECON,201,200,4,Microeconomic Theory I,D200,LEC,120,BURNABY,1,0.1,0.0,0.1,119,99%,1%,,REG,1227,6
07-Nov,ARTS,ECON,220W,200,4,Communication in Economics,D100,LEC,26,BURNABY,1,0.1,0.0,0.1,25,96%,4%,,REG,1227,6
07-Nov,ARTS,ECON,220W,200,4,Communication in Economics,D300,LEC,26,BURNABY,2,0.3,0.0,0.3,24,92%,8%,,REG,1227,6
07-Nov,ARTS,ECON,220W,200,4,Communication in Economics,D500,LEC,26,BURNABY,2,0.3,0.0,0.3,24,92%,8%,,REG,1227,6
07-Nov,ARTS,ECON,220W,200,4,Communication in Economics,D700,LEC,26,BURNABY,1,0.1,0.0,0.1,25,96%,4%,,REG,1227,6
07-Nov,ARTS,ECON,233,200,3,Intro Econ Data,D100,LEC,120,BURNABY,5,0.5,0.0,0.5,115,96%,4%,,REG,1217,2
07-Nov,ARTS,ECON,280,200,3,Intro Labour Econ.,D100,LEC,200,BURNABY,2,0.2,0.0,0.2,198,99%,1%,,REG,1211,1
07-Nov,ARTS,ECON,290,200,3,Microeconomic Policy,D100,LEC,120,BURNABY,4,0.4,0.0,0.4,116,97%,3%,,REG,1221,2
07-Nov,ARTS,ECON,302,300,4,Microeconomic Theory II,D100,LEC,150,BURNABY,2,0.3,0.0,0.3,148,99%,1%,,REG,1227,6
07-Nov,ARTS,ECON,305,300,4,Intermediate Macroecon.Theory,D100,LEC,180,BURNABY,3,0.4,0.0,0.4,177,98%,2%,,REG,1227,6
07-Nov,ARTS,ECON,310,300,3,Money and Banking,D100,LEC,184,BURNABY,3,0.3,0.0,0.3,181,98%,2%,,REG,1227,4
