name,department,rating,num_ratings,would_take_again_percent,difficulty,courses
Cary Campbell,Education,4.7,27,92.5926,2.3,EDUC100; EDUC100W; EDUC252; EDUC352; EDUC469; EDUC478
Sam Thiara,Business Administration,4.3,84,84.058,2.6,BUS200; BUS272
Joshua Boitnott,Economics,3.7,46,71.4286,3.8,103; 115; BUS207; BUSN290; BUSN291; ECON102; ECON104; ECON113; ECON201; ECON484
Chelsea Little,Environmental Science,4.8,5,100,2.4,EVSC-100; EVSC-495
Jake Levinson,Mathematics,4.8,22,95.4545,3.6,MATH340; MATH440; Math251; math240
Christiana Miewald,Geography,2.9,11,60,3.3,GEO489; GEOG385; GEOG387
Kate Dilworth,Business Administration,4.8,6,100,2.3,BUS238
Stephen Spector,Business Administration,3.6,76,80,2.6,251319; 254; 319; BUS100; BUS201; BUS217; BUS254; BUS254319; BUS319; BUS320; BUS320BUS254; BUS321; BUS322; BUS420; BUS421; BUS424; BUS426; CGA
Tim Schwartz,Statistics,1.7,48,5.7143,4.5,STA270; STAT201; STAT203DISTAN; STAT270; STAT285; STAT302; STATISTICS270; STATS201; STATS203; STATS270
Kelly Cardwell,Business Administration,2,2,0,2,300
Vahid Hosseini,Engineering,2,1,0,4,SEE477
Nicole Berry,Health Science,3.3,35,50,3.1,HSCI106; HSCI160; HSCI210; HSCI340; HSCI7865
Mirza Faisal Beg,Engineering,4.6,32,92.8571,2.4,ENSC383; ENSC413; ENSC460; ENSC474; ENSC801; NICE
Uwe Glaesser,Computer Science,2.7,16,37.5,2.8,CMPT318; CMPT375; CMPT475; CMPT475745
Jordan Jutras,Business Administration,5,1,100,2,BUS393
Zuo-Guang Ye,Science,2.8,28,100,3,CHEM122; CHEM222; CHEM230; CHEM340
Lindsay Hedden,Health Science,4.6,7,85.7143,3.3,HSCI305; HSCI305W
Kevin Wainwright,Economics,2.5,78,25.9259,3.4,ECON201; ECON260; ECON331; ECON460; OPMT5200; OPMT7701
Mary Gillies,English,3.6,8,85.7143,3.1,
Cluny South,Business Administration,2.9,20,40,3.5,BUS343; BUS345; BUS347; EDUC368
Connie Wai Liu,Business Administration,1.6,13,15.3846,3.2,B237; BUS237; BUS361
Laura Farres,Education,5,1,100,1,423
Mitsu  Feng,Business Administration,2.3,3,33.3333,1.7,BUS443
Yifang Yuan,Linguistics,3,1,0,2,LING250
Eman Nasr,Business Administration,2.6,14,42.8571,3.6,BUS336; BUS362; BUS462
Iouri Pankrats,Linguistics,4.5,2,100,3,ling111
Andrew Wister,Gerontology,4.3,28,81.25,2.9,GERO420; SA420; SOC420
Aneesh Sharma,Business Administration,2.2,12,25,2.4,346; BUS455
Rosemary Collard,Geography,4.4,9,88.8889,3.1,GEOG221; GEOG389; GEOG389W
Jason  Peng,Computer Science,4.5,2,100,3,CMPT361; CMPT729
Helen Leung,Women's Studies,4.5,51,85.1852,2.4,ENG100; GDST200; GSWS100; GSWS316; GSWS398; GSWS431; INS805; WS301
Anita Tino,Engineering,4.6,21,90.4762,4.1,ENSC251; ENSC252; ENSC450; ENSC462
Joseph Clark,Culinary Arts,3.6,5,60,2.6,CA135; CA186
Deanna Reder,English,2.9,37,33.3333,3,ENG101; ENG101W; ENG360; ENGL101; ENGL101W; ENGL360; FNST201; FNST322; FNST329; FNST360; INDG201W
Rosalie Tung,International Business,3.3,11,50,3.3,BUS346; BUS431; BUS666; BUS882BUS883; BUS883; IHRM
Steven Weldon,Political Science,3.4,46,71.4286,3.9,231; 315; POL201; POL210; POL231; POL315; POL338; POL339; POLI201
Gerardo Otero,Sociology,3.3,30,33.3333,3.5,350; IS410; IS835; LAS200; SA150; SA321; SA350; SA360; SA366; SA887; SOC100; SOC350; SOC392; SOCIOLOGY
Richard Rigby,Psychology,1,2,0,4.5,PSYC362
Sheri Fabian,Criminal Justice,3.5,124,37.037,3.4,131; 131AND321; 311; CR321; CRIM101; CRIM131; CRIM311; CRIM321
Tsuyoshi Kawasaki,Political Science,3.3,57,45.4545,2.9,ASC101; ASC201; POL339; POL348; POL349; POL363; POL381; POL446; POL449
Kristin Dust,Economics,3.6,54,60.8696,2.7,ECON102; ECON103; ECON105; ECON260
Jas Dhahan,Mathematics,4.5,6,100,3.3,MATH232
Alexa Manuel,English,4.5,2,100,1,ENGL355; ENGL363
Emmeline Hoogland,Education,2,1,100,3,EDUC320
Tbd Tbd,Not Specified,4.8,5,100,2.8,STA4102
Caterina Ramogida,Chemistry,5,2,100,2,CHEM433; NUSC444
Valentina  Martinoia,Anthropology,5,1,100,1,ARCH321
Michael Everton,English,4.7,144,93.4426,3.4,102W; 111W; 206W; ENG111; ENG111W; ENG120; ENG437; ENG447W; ENGL111; ENGL111W; ENGL209; ENGL210; ENGL211; ENGL345; ENGL347; ENGL447
Pulindu Ratnasekera,Statistics,1.3,38,7.8947,4.4,STAT201; STAT203; STAT270
Bianjun Xia,Economics,3,14,50,3.9,ECON1150; ECON1250; ECON301
Amarpreet Rattan,Mathematics,2.6,13,46.1538,3.9,MACM201; MATH341
Srividhya Mouli,Management,3,2,50,2.5,CHRM200; CHRM220
Brian Thomas,Political Science,2,77,20,3.4,PHIL120; PHIL120W; PHIL121; PHIL221; PHIL300; PHIL320; PHIL322; PHIL328; POL100; POL101W; POL151; POL210; POL310; POL319
Dal Yong Jin,Communication,3.7,31,86.6667,2.5,CMNS140; CMNS240; CMNS336; CMNS348; CMNS387; CMNS443; cmns315
Laura  Tate,Resource Management,2.3,3,33.3333,3,PLAN-100; SD281
Sadri Mohamad,Business Administration,1.6,7,14.2857,4.4,BUS207
Seong-Jun Choi,Economics,3.6,151,57.8125,3.6,ECON103; ECON105; ECON1054; ECON1O5
Adam Blanchard,Psychology,3.3,24,66.6667,3.7,PSYC201W; PSYC210; PSYC241; PSYC379
Ted Wisniewski,Art,3.7,14,64.2857,3.4,ENG112; ENG114; ENGL112; ENGL113; ENGL115
Steven Hill,Theater,3.4,5,50,3.6,CA252; FPA151; FPA250; FPA350
Salar Ghotb,Business Administration,2,2,50,3.5,BUS373
Alexander  Beams,Mathematics,4.8,25,100,2.9,Math154
Andrés Cisneros-Montemayor,Resource Management,4.5,2,100,3,REM356W
Connor MacMillan,Criminal Justice,5,1,100,3,PSYC212
Zhenman Fang,Engineering,2.9,18,44.4444,3.6,ENSC251; ENSC254; ENSC462
Ronaldo Au-Yeung,Political Science,4.5,2,100,2.5,HIST305; pol200
Bob Gill,Computer Science,2.6,28,42.8571,3.1,CMPT371; ENSC204; ENSC327; ENSC406; ENSC429; ENSC483; ENSC820
Maureen Hoskyn,Education,2.2,56,11.1111,3.6,315; ED424; EDU422; EDUC315; EDUC315DE; EDUC422; EDUC481; EDUC485; EDUC829; EDUCATION315; EDUCEDUC
Felix Tang,Marketing,3,1,100,3,BUS447
Shirin Golchi,Statistics,1.9,11,0,3,STAT270
Junjie Liu,Economics,3.5,167,72.093,3,ECON103; ECON105; ECON282; ECON290
Tracy Brennand,Geography,3.6,31,75,4,213; 313; GEO213; GEOG; GEOG213; GEOG213A; GEOG313; GEOG412
Paul Kingsbury,Geography,4.4,29,85.7143,2.9,GEO241; GEOG241; GEOG325; GEOG420; GOEG241
Elisha Are,Mathematics,4.2,40,82.5,2.8,MATH154; MATH155
Scott Neufeld,Psychology & Sociology,4.1,21,80.9524,2.9,PSYC363; PSYC391
Yourie Pankratz,Languages,3.1,189,31.0345,2.5,110; LING100; LING110; LING111
MacKay Altman,Statistics,2,3,0,3,STAT201
Amir Amintabar,Business Administration,3.6,9,66.6667,3.7,BUS362; BUS464
Allan Matadeen,Business Administration,3.3,262,37.5,3.6,BUS207; ECON; ECON1150
Putu Duff,Health Science,4,4,75,3.8,HSCI431
Veselin Jungic,Mathematics,3.7,283,50.3817,3.4,MATH100; MATH150; MATH155; MATH251; MATH254; MATH301; MATH302; MATH303
Luba Petersen,Economics,4.2,22,55.5556,3,ECON305; ECON483
Richard Konarski,Criminal Justice,2.6,26,35.7143,2.9,CRIM; CRIM104; CRIM131; CRIM210; CRIM318; CRIM412; CRIM455
David Matijasevich,Political Science,4.7,44,93.1818,2.8,INTS310; IS101; IS210; IS305; IS307; IS314; IS451; POL100; POL102; POL121; POL132; POL151; POL315; POL319
Paul Neufeld,Education,4.8,6,100,2.8,EDUC473
Michael Pruner,Mathematics,5,6,100,2.3,EDUC475; FANX99
Cheryl Kay,Education,4,1,100,1,EDUC330
Russell Day,Psychology,3.4,344,48.1481,3.2,102; PSCY100; PSY100; PSY102; PSYC100; PSYC1002; PSYC102; PSYCH100; PYSC100; PYSC102
A. George Alder,Psychology,3.6,348,58.8235,2.9,100; PSY100; PSYC100; PSYC102; PSYC201; PSYC201W; PSYCH100; PSYCH201W; PYSC100
Marc Legacy,Education,2.2,26,23.0769,4.1,CRIM338; EDUC376; EDUC445; MGMT601
Treena Chambers,Indigenous Studies,3.5,8,75,1.9,FNST101; INDG101
Alexander Cancelli,Resource Management,1.9,7,14.2857,3.3,REM100
Declan Roshea,Chemistry,2.7,6,50,3.8,CHEM110; CHEM260; NUSC341
Zoe Druick,Communication,4.2,48,50,3.3,221223; 223; CMNS220; CMNS221; CMNS223; CMNS230; CMNS322; CMNS386; CMNS426; CMNS428; CMNS486; CMNS488; CMNS830
M. Hahn,Philosophy,3.3,44,62.5,2.5,METAPHYSICS; PHIL100; PHIL100W; PHIL110; PHIL201; PHIL203; PHIL231; PHIL3; PHIL332; PHIL341; PHIL344; PHIL352; PHIL353; PHIL3XX; PHILOFSCIENCE; YES
Iouri Pankrats,Languages,4,3,100,2.3,LING100
Frank Gobas,Resource Management,3.7,12,100,3.1,REM100; REM445
Mahsa Faizrahemoon,Mathematics,4,4,75,3.3,D100
David Cox,Economics,3.5,233,44.4444,2.9,E310; ECO105; ECO342; ECO345; ECON105; ECON210; ECON310; ECON310345; ECON342; ECON345; ECON410
patricia  plackett,Business Administration,1,1,0,2,BUS-753
Owen Thomas,Psychology,3.7,74,53.3333,3,109W; PAYC109; PSY109W; PSY201; PSYC099; PSYC109; PSYC109W; PSYC201; PSYCH109W; PSYCH201W; PSYCHX99; PSYCX99; PSYCX99W; PSYX99; PYSC99
Michaela Lucas,Philosophy,2.2,41,31.7073,3.7,BUS303; PHIL100W; PHIL1100; PHIL120W; PHIL300; PHIL321
Vera Lantinova,Economics,2.7,50,69.2308,3.4,ECO102; ECON100; ECON102; ECON103; ECON105; ECON1054; ECON210; ECONECON; ECONS102; ED; IS240; POL201
Yue Wong,Linguistics,3.6,5,100,3.2,LING290; LING330
Lisa Julian,Biology,3.3,3,33.3333,3,BISC333; BISC447
Dana Cochrane,Psychology,3.7,3,66.6667,1.3,PSYC391D300
Mohamed Hefeeda,Computer Science,4,10,83.3333,2.7,CMPT300; CMPT301; CMPT371; CMPT471
Celeste Snowber,Education,4.3,6,66.6667,1.5,EDUC; EDUC100W; EDUC330; EUDC100
Felicia Rubright,Writing,2,1,0,3,TCOM120
Stacy Pigg,Social Science,3,48,44.4444,3.1,300LEVEL; ANTHR101; ANTHR218; SA101; SA218; SA301; SA318; SA318ETC; SA360; SA418; SA419; SAASDF; SASA; SASTAC; SOC218
Josh Murphy,Criminology,4.6,49,93.1034,2.7,251; CRIM104; CRIM1100; CRIM1101; CRIM131; CRIM135; CRIM251; CRIM3211; CRIM351
Ivan Jankovic,Political Science,2.2,6,100,3.7,MATH101; POL101W; POL210; POL221; POLI223; POLI232
Livia Poljak,French,4.4,9,88.8889,2.3,FREN101; FREN120; FREN121; FRENCH120
Chung-Hye Han,Languages,4,33,87.5,2.5,100; LING100; LING322; LING324; LING342; LING400; LING405; SYNTAX
Lisa Poole,Sociology amp Anthropology,3.7,3,66.6667,4,SA250; SA331
Lesley Shannon,Engineering,2.5,36,60,3.7,ENSC251; ENSC350; ENSC351; ENSC452; ENSC852; ENSC894; ENSC999; ENSCXXX
Aron Weir,Biology,4.9,8,100,2.4,BISC205
Daniel Iwama,Indigenous Studies,1.7,3,33.3333,3.7,INDG201W
Ben Baral,Computer Science,4.5,4,75,3,CMPT307
Shannon  Cuykendall,Media & Performing Arts,2.5,2,0,5,IAT103W
Yiwei Liu,Social Science,1,1,0,4,GA302
Benjamin Anderson,Labor Studies,4.4,15,86.6667,2.8,301W; CMNS130; CMNS221; CMNS240; LBST101; LBST308
Majid Bahrami,Engineering,2.9,10,33.3333,4.3,ENSC283; ENSC388; MSE321
Gary Sabin,Mathematics,3.9,38,91.6667,3.3,MACM316; MATH; MATH151; MATH152; MATH157; MATH232; MATH252
Thuy Do,Women's Studies,2.3,7,28.5714,3,GSWS-200
Ying-Fen Huang,Communication,2.8,49,41.3793,2.9,CMNS110; CMNS130; CMNS240; CMNS348; CMNS443; CMNS444; CMNS445
Tiffany Muller Myrdahl,Gender Studies,3.9,21,68.4211,2.7,GSWS102; GSWS204; GSWS318; GSWS319; GSWS322; GSWS333; GSWS350; GSWS399; GSWS411; GSWS800
Wolf Read,Geography,3.7,11,72.7273,2,GEO101; GEOG214
Fatemah Tehrani,Education,0,0,-1,0,
Kate Scheel,English,4.3,23,85.7143,2.8,340; ALC009; ALC0099; ALC099; EN347; ENG104; ENG207; ENG340; ENGL104; ENGL207; ENGL340; ENGLISH104
Valerie Liao,Finance,2,5,40,4.2,BUS411; BUS418
Joey Lam,Marketing,5,18,100,2.3,BUS449
Carolyn Roberts,Education,2.4,5,40,3,EDUC100; EDUC400
Maya Gislason,Health Science,4.4,12,87.5,2,340; HSCI340; HSCI835
Susan Montabello,Education,5,6,100,2.3,EDUC100; EDUC252; EDUC376; MEL10
Matthew White,Kinesiology,2.6,42,5.2632,3.6,BPK110; BPK312; BPK422; BPK432; KIN110; KIN305; KIN807
Samir Gandesha,Humanities,2.6,36,30,3.5,320NIHILISM; HUM100; HUM101; HUM101W; HUM202; HUM321; HUM322; HUM350ETC; HUM360; HUMHUM; HUMNIHILISM; HUMXXX; NIHILISM; hum320
